,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.15,0.05,1,0.31,0.4632659976896476,173132_fnca,-1.8380204735929144,0.6666666666666666
1,Punishment,0.15,0.05,1,0.6168,0.4863609745837736,173132_fnca,-1.8380204735929144,0.625
2,Reward,0.15,0.05,1,0.5008,0.5001994798234927,173132_fnca,-1.8380204735929144,0.5
