,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std
0,Neutral,0.0,0.05,1,0.0,0.0
1,Neutral,0.0,0.1,1,0.0,0.0
2,Neutral,0.0,0.15,1,0.0,0.0
3,Neutral,0.0,0.2,1,0.0,0.0
4,Neutral,0.0,0.25,1,0.0,0.0
5,Neutral,0.0,0.3,1,0.0,0.0
6,Neutral,0.0,0.35,1,0.0,0.0
7,Neutral,0.0,0.4,1,0.0,0.0
8,Neutral,0.0,0.45,1,0.0,0.0
9,Neutral,0.0,0.5,1,0.0,0.0
10,Neutral,0.05,0.05,1,0.18,0.3848293719103962
11,Neutral,0.05,0.1,1,0.15666666666666668,0.36409353546046724
12,Neutral,0.05,0.15,1,0.023333333333333334,0.15121212222763156
13,Neutral,0.05,0.2,1,0.0,0.0
14,Neutral,0.05,0.25,1,0.01,0.09966499068325335
15,Neutral,0.05,0.3,1,0.09,0.28665992577177285
16,Neutral,0.05,0.35,1,0.04,0.1962865968262874
17,Neutral,0.05,0.4,1,0.02,0.14023391829177745
18,Neutral,0.05,0.45,1,0.05,0.21830909938949916
19,Neutral,0.05,0.5,1,0.06333333333333334,0.2439684903901177
20,Neutral,0.1,0.05,1,0.25333333333333335,0.4356468556430324
21,Neutral,0.1,0.1,1,0.21333333333333335,0.41034558674051025
22,Neutral,0.1,0.15,1,0.09333333333333334,0.29138503682901823
23,Neutral,0.1,0.2,1,0.056666666666666664,0.231590882112865
24,Neutral,0.1,0.25,1,0.043333333333333335,0.2039465687344377
25,Neutral,0.1,0.3,1,0.12666666666666668,0.33315491323044827
26,Neutral,0.1,0.35,1,0.06333333333333334,0.2439684903901178
27,Neutral,0.1,0.4,1,0.07666666666666666,0.2665063620734803
28,Neutral,0.1,0.45,1,0.09333333333333334,0.29138503682901845
29,Neutral,0.1,0.5,1,0.10666666666666667,0.30920475550187143
30,Neutral,0.15,0.05,1,0.32666666666666666,0.46977781223159715
31,Neutral,0.15,0.1,1,0.22333333333333333,0.4171758315991673
32,Neutral,0.15,0.15,1,0.16666666666666666,0.3733006833947207
33,Neutral,0.15,0.2,1,0.14666666666666667,0.35436441131823426
34,Neutral,0.15,0.25,1,0.09666666666666666,0.29599707733047437
35,Neutral,0.15,0.3,1,0.17333333333333334,0.3791676620467904
36,Neutral,0.15,0.35,1,0.12666666666666668,0.3331549132304482
37,Neutral,0.15,0.4,1,0.11333333333333333,0.3175294822993921
38,Neutral,0.15,0.45,1,0.09,0.2866599257717727
39,Neutral,0.15,0.5,1,0.11333333333333333,0.3175294822993922
40,Neutral,0.2,0.05,1,0.4,0.49071649206571843
41,Neutral,0.2,0.1,1,0.27666666666666667,0.44809767608554546
42,Neutral,0.2,0.15,1,0.23666666666666666,0.4257461153528186
43,Neutral,0.2,0.2,1,0.13,0.33686534530812945
44,Neutral,0.2,0.25,1,0.13666666666666666,0.3440690345808725
45,Neutral,0.2,0.3,1,0.21,0.4079887859958013
46,Neutral,0.2,0.35,1,0.12666666666666668,0.3331549132304482
47,Neutral,0.2,0.4,1,0.13333333333333333,0.3405026123034994
48,Neutral,0.2,0.45,1,0.12,0.32550449652428015
49,Neutral,0.2,0.5,1,0.13333333333333333,0.34050261230349954
50,Neutral,0.25,0.05,1,0.34,0.47450026519722915
51,Neutral,0.25,0.1,1,0.24666666666666667,0.4317912704378237
52,Neutral,0.25,0.15,1,0.2733333333333333,0.4464151773751185
53,Neutral,0.25,0.2,1,0.20666666666666667,0.4055908059796305
54,Neutral,0.25,0.25,1,0.16666666666666666,0.3733006833947207
55,Neutral,0.25,0.3,1,0.18333333333333332,0.38758607487931845
