,HCPID,egs,alpha,r,LL
73,101107_fnca,0.35,0.2,1,-1.860755251036707
93,101107_fnca,0.45,0.2,1,-1.865692557295192
83,101107_fnca,0.4,0.2,1,-1.8709761910722842
103,101107_fnca,0.5,0.2,1,-1.872444617955369
32,101107_fnca,0.15,0.15,1,-1.8842625916739708
52,101107_fnca,0.25,0.15,1,-1.8848255565657244
53,101107_fnca,0.25,0.2,1,-1.890117257127911
42,101107_fnca,0.2,0.15,1,-1.8907264254787979
2,101107_fnca,0.0,0.15,1,-1.891329449486296
63,101107_fnca,0.3,0.2,1,-1.895880813798133
94,101107_fnca,0.45,0.25,1,-1.8976652602033797
22,101107_fnca,0.1,0.15,1,-1.901427701767854
104,101107_fnca,0.5,0.25,1,-1.9023313323366282
105,101107_fnca,0.5,0.3,1,-1.9032683003352266
84,101107_fnca,0.4,0.25,1,-1.9067491647292711
106,101107_fnca,0.5,0.35,1,-1.9165016243867379
82,101107_fnca,0.4,0.15,1,-1.9168438644077668
12,101107_fnca,0.05,0.15,1,-1.9176789247582204
85,101107_fnca,0.4,0.3,1,-1.9189571500817073
74,101107_fnca,0.35,0.25,1,-1.922775769456603
43,101107_fnca,0.2,0.2,1,-1.9262613185411854
13,101107_fnca,0.05,0.2,1,-1.9276896777168198
5,101107_fnca,0.0,0.3,1,-1.9292432065507499
62,101107_fnca,0.3,0.15,1,-1.9296783942225895
4,101107_fnca,0.0,0.25,1,-1.9306570169774249
72,101107_fnca,0.35,0.15,1,-1.9308601793052989
24,101107_fnca,0.1,0.25,1,-1.9334360802654695
14,101107_fnca,0.05,0.25,1,-1.934977612606358
3,101107_fnca,0.0,0.2,1,-1.9350177768610561
64,101107_fnca,0.3,0.25,1,-1.937122639216836
96,101107_fnca,0.45,0.35,1,-1.9372000346684835
33,101107_fnca,0.15,0.2,1,-1.9382313367507051
34,101107_fnca,0.15,0.25,1,-1.9395190940400446
7,101107_fnca,0.0,0.4,1,-1.9405575927610004
97,101107_fnca,0.45,0.4,1,-1.9408839532197308
107,101107_fnca,0.5,0.4,1,-1.9411976662347101
17,101107_fnca,0.05,0.4,1,-1.9420542459233503
86,101107_fnca,0.4,0.35,1,-1.9425731713974277
92,101107_fnca,0.45,0.15,1,-1.9425919739991904
16,101107_fnca,0.05,0.35,1,-1.9427404253066207
9,101107_fnca,0.0,0.5,1,-1.9434848734219026
25,101107_fnca,0.1,0.3,1,-1.9437756742055092
23,101107_fnca,0.1,0.2,1,-1.9440911165943353
44,101107_fnca,0.2,0.25,1,-1.9441953679809874
8,101107_fnca,0.0,0.45,1,-1.9449793518834486
75,101107_fnca,0.35,0.3,1,-1.9482245159030915
6,101107_fnca,0.0,0.35,1,-1.9511711275727939
54,101107_fnca,0.25,0.25,1,-1.9512923700287539
109,101107_fnca,0.5,0.5,1,-1.9533278362516246
15,101107_fnca,0.05,0.3,1,-1.9543892090173027
18,101107_fnca,0.05,0.45,1,-1.9551302526110124
95,101107_fnca,0.45,0.3,1,-1.9561089411159838
65,101107_fnca,0.3,0.3,1,-1.9583835178438447
35,101107_fnca,0.15,0.3,1,-1.9598955323700313
45,101107_fnca,0.2,0.3,1,-1.9609413249910093
26,101107_fnca,0.1,0.35,1,-1.9610458244468854
87,101107_fnca,0.4,0.4,1,-1.9629775280343726
