,HCPID,egs,alpha,r,LL
64,134234_fnca,0.3,0.25,1,-1.8484472318749032
29,134234_fnca,0.1,0.5,1,-1.848682142746205
54,134234_fnca,0.25,0.25,1,-1.8499577791836694
109,134234_fnca,0.5,0.5,1,-1.8509478033292739
65,134234_fnca,0.3,0.3,1,-1.8510088365402804
66,134234_fnca,0.3,0.35,1,-1.8510559134704088
7,134234_fnca,0.0,0.4,1,-1.8510621949575263
96,134234_fnca,0.45,0.35,1,-1.8511149882686415
108,134234_fnca,0.5,0.45,1,-1.8513117848961065
8,134234_fnca,0.0,0.45,1,-1.851691929828061
75,134234_fnca,0.35,0.3,1,-1.8517116331322647
86,134234_fnca,0.4,0.35,1,-1.8518667404897
85,134234_fnca,0.4,0.3,1,-1.8520408225731344
46,134234_fnca,0.2,0.35,1,-1.852188464065021
98,134234_fnca,0.45,0.45,1,-1.8524051544115672
17,134234_fnca,0.05,0.4,1,-1.8525979453076262
35,134234_fnca,0.15,0.3,1,-1.8528260682322768
89,134234_fnca,0.4,0.5,1,-1.8529306189828436
44,134234_fnca,0.2,0.25,1,-1.8530394821112417
24,134234_fnca,0.1,0.25,1,-1.8532296278216143
34,134234_fnca,0.15,0.25,1,-1.8533506233832635
14,134234_fnca,0.05,0.25,1,-1.8534406236310252
16,134234_fnca,0.05,0.35,1,-1.8535241242057676
45,134234_fnca,0.2,0.3,1,-1.8536601459021949
15,134234_fnca,0.05,0.3,1,-1.8537191156770372
56,134234_fnca,0.25,0.35,1,-1.8537313649364702
19,134234_fnca,0.05,0.5,1,-1.8539933296104012
6,134234_fnca,0.0,0.35,1,-1.8543065306407236
55,134234_fnca,0.25,0.3,1,-1.8543424187403297
33,134234_fnca,0.15,0.2,1,-1.8543740200142587
47,134234_fnca,0.2,0.4,1,-1.854445779732389
18,134234_fnca,0.05,0.45,1,-1.8547319072389028
36,134234_fnca,0.15,0.35,1,-1.8549079156079364
9,134234_fnca,0.0,0.5,1,-1.8549831666788845
76,134234_fnca,0.35,0.35,1,-1.8552114103046962
107,134234_fnca,0.5,0.4,1,-1.8554097539751366
88,134234_fnca,0.4,0.45,1,-1.855656012991001
26,134234_fnca,0.1,0.35,1,-1.855766029126215
38,134234_fnca,0.15,0.45,1,-1.8559908221869135
67,134234_fnca,0.3,0.4,1,-1.8562746376059243
23,134234_fnca,0.1,0.2,1,-1.85644116836587
3,134234_fnca,0.0,0.2,1,-1.8566127712228433
4,134234_fnca,0.0,0.25,1,-1.8566127712228433
28,134234_fnca,0.1,0.45,1,-1.8566709124983711
99,134234_fnca,0.45,0.5,1,-1.8566983559154218
25,134234_fnca,0.1,0.3,1,-1.8572088689777768
87,134234_fnca,0.4,0.4,1,-1.8572956880606808
77,134234_fnca,0.35,0.4,1,-1.857489944119342
106,134234_fnca,0.5,0.35,1,-1.8576420501032465
5,134234_fnca,0.0,0.3,1,-1.8579479646440284
57,134234_fnca,0.25,0.4,1,-1.8582725816078831
97,134234_fnca,0.45,0.4,1,-1.8584058920110516
13,134234_fnca,0.05,0.2,1,-1.8584430108732635
95,134234_fnca,0.45,0.3,1,-1.8593586263315174
78,134234_fnca,0.35,0.45,1,-1.8599457133712753
39,134234_fnca,0.15,0.5,1,-1.8613737984122687
58,134234_fnca,0.25,0.45,1,-1.8615203487143064
69,134234_fnca,0.3,0.5,1,-1.8619379495314559
37,134234_fnca,0.15,0.4,1,-1.862051572627092
27,134234_fnca,0.1,0.4,1,-1.8621768904400713
49,134234_fnca,0.2,0.5,1,-1.8632248626980465
79,134234_fnca,0.35,0.5,1,-1.8636486781584938
48,134234_fnca,0.2,0.45,1,-1.864290112440674
84,134234_fnca,0.4,0.25,1,-1.8643748741972572
68,134234_fnca,0.3,0.45,1,-1.8658664037720136
59,134234_fnca,0.25,0.5,1,-1.8672498391090597
105,134234_fnca,0.5,0.3,1,-1.869277868656876
74,134234_fnca,0.35,0.25,1,-1.8695195032436018
43,134234_fnca,0.2,0.2,1,-1.8746069262715084
53,134234_fnca,0.25,0.2,1,-1.8775426398698185
94,134234_fnca,0.45,0.25,1,-1.8897185648845278
2,134234_fnca,0.0,0.15,1,-1.9014564743740283
104,134234_fnca,0.5,0.25,1,-1.9048464447665117
63,134234_fnca,0.3,0.2,1,-1.9177443122345719
12,134234_fnca,0.05,0.15,1,-1.9209886756658545
22,134234_fnca,0.1,0.15,1,-1.9213100761538886
73,134234_fnca,0.35,0.2,1,-1.925193805779971
83,134234_fnca,0.4,0.2,1,-1.9696357917480467
32,134234_fnca,0.15,0.15,1,-1.9776716487337844
42,134234_fnca,0.2,0.15,1,-1.9966359248559016
93,134234_fnca,0.45,0.2,1,-2.0010128738761344
103,134234_fnca,0.5,0.2,1,-2.0304493856962518
52,134234_fnca,0.25,0.15,1,-2.043094511089379
62,134234_fnca,0.3,0.15,1,-2.080117545283251
72,134234_fnca,0.35,0.15,1,-2.1238458626370766
82,134234_fnca,0.4,0.15,1,-2.129184114481076
92,134234_fnca,0.45,0.15,1,-2.1593638990211774
102,134234_fnca,0.5,0.15,1,-2.167690703647209
11,134234_fnca,0.05,0.1,1,-2.21953534781008
21,134234_fnca,0.1,0.1,1,-2.22990304280661
1,134234_fnca,0.0,0.1,1,-2.26051643910066
51,134234_fnca,0.25,0.1,1,-2.3044382489951802
71,134234_fnca,0.35,0.1,1,-2.3048240615096596
91,134234_fnca,0.45,0.1,1,-2.304828443477243
81,134234_fnca,0.4,0.1,1,-2.3148593307930216
61,134234_fnca,0.3,0.1,1,-2.320618019448175
41,134234_fnca,0.2,0.1,1,-2.3360944658918736
31,134234_fnca,0.15,0.1,1,-2.336882693139799
101,134234_fnca,0.5,0.1,1,-2.33893656182328
80,134234_fnca,0.4,0.05,1,-2.433674108859053
100,134234_fnca,0.5,0.05,1,-2.451228861131954
90,134234_fnca,0.45,0.05,1,-2.4588887861548505
60,134234_fnca,0.3,0.05,1,-2.472126285804694
50,134234_fnca,0.25,0.05,1,-2.494413792143387
30,134234_fnca,0.15,0.05,1,-2.506894958348918
70,134234_fnca,0.35,0.05,1,-2.5072764053030223
40,134234_fnca,0.2,0.05,1,-2.5097607940766444
20,134234_fnca,0.1,0.05,1,-2.6180121924402338
10,134234_fnca,0.05,0.05,1,-2.881219183195311
0,134234_fnca,0.0,0.05,1,-4.601817232603896
