,HCPID,egs,alpha,r,LL
90,102816_fnca,0.45,0.05,1,-1.844049921319942
70,102816_fnca,0.35,0.05,1,-1.8473301083440008
60,102816_fnca,0.3,0.05,1,-1.8493964792480009
100,102816_fnca,0.5,0.05,1,-1.8504594465010111
50,102816_fnca,0.25,0.05,1,-1.8544016312942952
91,102816_fnca,0.45,0.1,1,-1.861574880102837
80,102816_fnca,0.4,0.05,1,-1.863911808095834
101,102816_fnca,0.5,0.1,1,-1.8661024092086351
40,102816_fnca,0.2,0.05,1,-1.8682852664045182
71,102816_fnca,0.35,0.1,1,-1.8714866613250236
81,102816_fnca,0.4,0.1,1,-1.8734357860787703
30,102816_fnca,0.15,0.05,1,-1.8755249962351859
61,102816_fnca,0.3,0.1,1,-1.8923026888441343
20,102816_fnca,0.1,0.05,1,-1.8989274275958588
41,102816_fnca,0.2,0.1,1,-1.9051452433618683
92,102816_fnca,0.45,0.15,1,-1.9119028753726282
51,102816_fnca,0.25,0.1,1,-1.9216008735313594
31,102816_fnca,0.15,0.1,1,-1.9283384367991383
102,102816_fnca,0.5,0.15,1,-1.9364746361574914
82,102816_fnca,0.4,0.15,1,-1.9427431705343032
21,102816_fnca,0.1,0.1,1,-1.9812887819525309
72,102816_fnca,0.35,0.15,1,-1.9821062682039376
10,102816_fnca,0.05,0.05,1,-1.995981883604165
62,102816_fnca,0.3,0.15,1,-2.008895470706067
93,102816_fnca,0.45,0.2,1,-2.0393611650972447
42,102816_fnca,0.2,0.15,1,-2.050873354907152
52,102816_fnca,0.25,0.15,1,-2.0617372462984487
11,102816_fnca,0.05,0.1,1,-2.118458291556092
103,102816_fnca,0.5,0.2,1,-2.1258079741733367
83,102816_fnca,0.4,0.2,1,-2.2080373157805164
32,102816_fnca,0.15,0.15,1,-2.210657047750142
73,102816_fnca,0.35,0.2,1,-2.245632368646092
63,102816_fnca,0.3,0.2,1,-2.340104782674662
22,102816_fnca,0.1,0.15,1,-2.3441825840826223
1,102816_fnca,0.0,0.1,1,-2.362757880053484
2,102816_fnca,0.0,0.15,1,-2.4211378637377843
12,102816_fnca,0.05,0.15,1,-2.424675229569584
94,102816_fnca,0.45,0.25,1,-2.4343011678843087
104,102816_fnca,0.5,0.25,1,-2.525943502186169
0,102816_fnca,0.0,0.05,1,-2.528045908429945
53,102816_fnca,0.25,0.2,1,-2.596282239032272
43,102816_fnca,0.2,0.2,1,-2.686211969718581
84,102816_fnca,0.4,0.25,1,-2.6864183145741425
74,102816_fnca,0.35,0.25,1,-2.7898620889983343
64,102816_fnca,0.3,0.25,1,-2.794874533993137
14,102816_fnca,0.05,0.25,1,-2.8239545311907728
95,102816_fnca,0.45,0.3,1,-2.8260216556912914
23,102816_fnca,0.1,0.2,1,-2.849797538037107
13,102816_fnca,0.05,0.2,1,-2.856667569545407
3,102816_fnca,0.0,0.2,1,-2.857201267366488
5,102816_fnca,0.0,0.3,1,-2.857201267366488
106,102816_fnca,0.5,0.35,1,-2.8723722992036533
4,102816_fnca,0.0,0.25,1,-2.8766350962344482
33,102816_fnca,0.15,0.2,1,-2.8785208673560256
85,102816_fnca,0.4,0.3,1,-2.9252320936848664
105,102816_fnca,0.5,0.3,1,-2.9366740430550893
44,102816_fnca,0.2,0.25,1,-2.9468793774532993
34,102816_fnca,0.15,0.25,1,-2.950692185076118
24,102816_fnca,0.1,0.25,1,-2.963810014344663
8,102816_fnca,0.0,0.45,1,-2.9749767739087316
9,102816_fnca,0.0,0.5,1,-2.981018075049928
6,102816_fnca,0.0,0.35,1,-2.9995646356230754
75,102816_fnca,0.35,0.3,1,-3.0004427039933725
17,102816_fnca,0.05,0.4,1,-3.002781303590858
7,102816_fnca,0.0,0.4,1,-3.0058917435569628
54,102816_fnca,0.25,0.25,1,-3.01658389561544
15,102816_fnca,0.05,0.3,1,-3.028216812041517
18,102816_fnca,0.05,0.45,1,-3.0302036520973106
16,102816_fnca,0.05,0.35,1,-3.0650083583992958
107,102816_fnca,0.5,0.4,1,-3.095487709627003
25,102816_fnca,0.1,0.3,1,-3.1066660433845494
55,102816_fnca,0.25,0.3,1,-3.1216343189867297
96,102816_fnca,0.45,0.35,1,-3.1247676492461016
35,102816_fnca,0.15,0.3,1,-3.1270422699087246
66,102816_fnca,0.3,0.35,1,-3.1295262588719988
76,102816_fnca,0.35,0.35,1,-3.1419107489398
97,102816_fnca,0.45,0.4,1,-3.143262023069912
27,102816_fnca,0.1,0.4,1,-3.158934409407748
108,102816_fnca,0.5,0.45,1,-3.1610808389211495
26,102816_fnca,0.1,0.35,1,-3.1911516207120023
36,102816_fnca,0.15,0.35,1,-3.1983865147921504
65,102816_fnca,0.3,0.3,1,-3.2185894191272455
46,102816_fnca,0.2,0.35,1,-3.2292368501395137
45,102816_fnca,0.2,0.3,1,-3.2314410377249083
56,102816_fnca,0.25,0.35,1,-3.235934386849723
19,102816_fnca,0.05,0.5,1,-3.2365599715081834
77,102816_fnca,0.35,0.4,1,-3.2389198610117127
57,102816_fnca,0.25,0.4,1,-3.252657414361691
29,102816_fnca,0.1,0.5,1,-3.2805485917064026
86,102816_fnca,0.4,0.35,1,-3.2812407040547455
28,102816_fnca,0.1,0.45,1,-3.2825001090034407
99,102816_fnca,0.45,0.5,1,-3.292445120540433
67,102816_fnca,0.3,0.4,1,-3.2981957860373563
87,102816_fnca,0.4,0.4,1,-3.3364815819415563
47,102816_fnca,0.2,0.4,1,-3.340213422805692
38,102816_fnca,0.15,0.45,1,-3.3479684632132107
98,102816_fnca,0.45,0.45,1,-3.35165300671542
88,102816_fnca,0.4,0.45,1,-3.3673976714062235
48,102816_fnca,0.2,0.45,1,-3.370190310705606
37,102816_fnca,0.15,0.4,1,-3.391774456586532
39,102816_fnca,0.15,0.5,1,-3.423362351349179
78,102816_fnca,0.35,0.45,1,-3.4295194468876
89,102816_fnca,0.4,0.5,1,-3.4438320981376704
58,102816_fnca,0.25,0.45,1,-3.4610781667016743
68,102816_fnca,0.3,0.45,1,-3.4633219398948807
59,102816_fnca,0.25,0.5,1,-3.5280176907729217
109,102816_fnca,0.5,0.5,1,-3.55152702824818
49,102816_fnca,0.2,0.5,1,-3.567854290131141
79,102816_fnca,0.35,0.5,1,-3.5845703195695444
69,102816_fnca,0.3,0.5,1,-3.724800355553688
