,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.45,0.05,1,0.3966666666666666,0.4900230923050426,102816_fnca,-1.844049921319942,1.0
1,Punishment,0.45,0.05,1,0.5376,0.4987837890454857,102816_fnca,-1.844049921319942,0.5
2,Reward,0.45,0.05,1,0.5192,0.4998311964853574,102816_fnca,-1.844049921319942,0.56
