,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.1,0.8,0.1,0.0766666666666666,0.2665063620734804,107422_fnca,-1.8508642572026806,0.0
1,Punishment,0.1,0.8,0.1,0.0848,0.2786953477858968,107422_fnca,-1.8508642572026806,0.04
2,Reward,0.1,0.8,0.1,0.0832,0.2762948263447071,107422_fnca,-1.8508642572026806,0.08
