,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.55,0.1,0.4166666666666667,0.4938303862564446,158540_fnca,-1.895435106423573,0.1666666666666666
1,Punishment,0.5,0.55,0.1,0.4296,0.4952171564330349,158540_fnca,-1.895435106423573,0.5217391304347826
2,Reward,0.5,0.55,0.1,0.3776,0.4849808296459762,158540_fnca,-1.895435106423573,0.24
