,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
5953,139233_fnca,1,1,Reward,2,5,3.0,0,590,26,1,1,0,0,2.0,,1.0,,MostlyReward,MostlyReward
5954,139233_fnca,2,1,Reward,3,5,2.0,0,299,14,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
5955,139233_fnca,3,1,Punishment,4,5,2.0,0,281,13,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
5956,139233_fnca,4,1,Reward,5,5,3.0,0,258,13,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
5957,139233_fnca,5,1,Reward,6,5,2.0,0,229,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
5958,139233_fnca,6,1,Reward,7,5,2.0,0,224,13,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
5959,139233_fnca,7,1,Neutral,8,5,3.0,0,332,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
5961,139233_fnca,10,1,Reward,10,5,3.0,0,411,14,1,1,0,0,2.0,,1.0,,MostlyPunishment,MostlyPunishment
5962,139233_fnca,11,1,Punishment,11,5,2.0,0,343,14,1,0,1,0,2.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
5963,139233_fnca,12,1,Punishment,12,5,2.0,0,367,13,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
5964,139233_fnca,13,1,Punishment,13,5,3.0,0,396,13,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
5965,139233_fnca,14,1,Neutral,14,5,2.0,0,413,14,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
5966,139233_fnca,15,1,Punishment,15,5,3.0,0,389,14,1,1,0,0,2.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
5967,139233_fnca,16,1,Punishment,16,5,2.0,0,392,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
5969,139233_fnca,19,1,Punishment,18,5,2.0,0,470,14,3,0,3,0,3.0,,1.0,,MostlyPunishment,MostlyPunishment
5970,139233_fnca,20,1,Punishment,19,5,3.0,0,442,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
5971,139233_fnca,21,1,Punishment,20,5,3.0,0,322,13,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
5972,139233_fnca,22,1,Neutral,21,5,2.0,0,255,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
5973,139233_fnca,23,1,Punishment,22,5,2.0,0,253,14,2,0,2,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
5974,139233_fnca,24,1,Neutral,23,5,3.0,0,254,14,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
5975,139233_fnca,25,1,Punishment,24,5,2.0,0,475,13,1,0,1,0,3.0,3.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
5977,139233_fnca,28,1,Reward,26,5,2.0,0,458,13,1,0,1,0,2.0,,0.0,,MostlyReward,MostlyReward
5978,139233_fnca,29,1,Reward,27,5,2.0,0,241,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
5979,139233_fnca,30,1,Punishment,28,5,2.0,0,283,14,3,0,3,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
5980,139233_fnca,31,1,Reward,29,5,2.0,0,425,13,4,0,4,0,2.0,2.0,0.0,Punishment,MostlyReward,MostlyReward
5981,139233_fnca,32,1,Punishment,30,5,2.0,0,361,13,5,0,5,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
