,HCPID,ans,bll,lf,LL
137,151627_fnca,0.5,0.55,0.1,-2.1291368846065355
125,151627_fnca,0.45,0.6,0.1,-2.135341582616666
139,151627_fnca,0.5,0.65,0.1,-2.1371398069763012
135,151627_fnca,0.5,0.45,0.1,-2.1460419113142253
131,151627_fnca,0.5,0.25,0.1,-2.1585671935870785
142,151627_fnca,0.5,0.8,0.1,-2.1625331108787256
117,151627_fnca,0.45,0.2,0.1,-2.1683625679195844
127,151627_fnca,0.45,0.7,0.1,-2.18603757097858
133,151627_fnca,0.5,0.35,0.1,-2.195719847794404
138,151627_fnca,0.5,0.6,0.1,-2.2084503803017235
130,151627_fnca,0.5,0.2,0.1,-2.209829160535042
140,151627_fnca,0.5,0.7,0.1,-2.2106014785636767
141,151627_fnca,0.5,0.75,0.1,-2.2232572881487638
126,151627_fnca,0.45,0.65,0.1,-2.2308246942105536
134,151627_fnca,0.5,0.4,0.1,-2.232628914244385
128,151627_fnca,0.45,0.75,0.1,-2.2346562378850283
123,151627_fnca,0.45,0.5,0.1,-2.237884141306554
110,151627_fnca,0.4,0.5,0.1,-2.2517507204327947
124,151627_fnca,0.45,0.55,0.1,-2.2520531774387744
118,151627_fnca,0.45,0.25,0.1,-2.260338728060094
136,151627_fnca,0.5,0.5,0.1,-2.2609997915991604
120,151627_fnca,0.45,0.35,0.1,-2.2767711766315353
112,151627_fnca,0.4,0.6,0.1,-2.2848501849818694
121,151627_fnca,0.45,0.4,0.1,-2.2867658787120884
119,151627_fnca,0.45,0.3,0.1,-2.30493190826144
106,151627_fnca,0.4,0.3,0.1,-2.322320448419882
132,151627_fnca,0.5,0.3,0.1,-2.337498470082682
108,151627_fnca,0.4,0.4,0.1,-2.3535633671876317
104,151627_fnca,0.4,0.2,0.1,-2.381491605493709
122,151627_fnca,0.45,0.45,0.1,-2.3908007832475047
105,151627_fnca,0.4,0.25,0.1,-2.3975436729995216
102,151627_fnca,0.35,0.75,0.1,-2.4078277802150576
103,151627_fnca,0.35,0.8,0.1,-2.4202958938273023
115,151627_fnca,0.4,0.75,0.1,-2.428879822249458
129,151627_fnca,0.45,0.8,0.1,-2.4295833737906665
95,151627_fnca,0.35,0.4,0.1,-2.4394733215263953
109,151627_fnca,0.4,0.45,0.1,-2.4399106373847115
113,151627_fnca,0.4,0.65,0.1,-2.4909550186500486
96,151627_fnca,0.35,0.45,0.1,-2.492988732581365
114,151627_fnca,0.4,0.7,0.1,-2.508903551314302
107,151627_fnca,0.4,0.35,0.1,-2.5153323278207234
101,151627_fnca,0.35,0.7,0.1,-2.52358453703485
100,151627_fnca,0.35,0.65,0.1,-2.5371819173704613
93,151627_fnca,0.35,0.3,0.1,-2.5394940953853817
99,151627_fnca,0.35,0.6,0.1,-2.552462100604955
90,151627_fnca,0.3,0.8,0.1,-2.573808403075458
65,151627_fnca,0.25,0.2,0.1,-2.605211130493277
116,151627_fnca,0.4,0.8,0.1,-2.6192726234278694
94,151627_fnca,0.35,0.35,0.1,-2.6747865663430646
111,151627_fnca,0.4,0.55,0.1,-2.695287365952326
91,151627_fnca,0.35,0.2,0.1,-2.705161319921273
77,151627_fnca,0.25,0.8,0.1,-2.708173748561567
97,151627_fnca,0.35,0.5,0.1,-2.7221795088237197
67,151627_fnca,0.25,0.3,0.1,-2.7296420528612417
81,151627_fnca,0.3,0.35,0.1,-2.7465630104070433
87,151627_fnca,0.3,0.65,0.1,-2.7599054234317792
13,151627_fnca,0.05,0.2,0.1,-2.7603153296546354
82,151627_fnca,0.3,0.4,0.1,-2.782396900101056
92,151627_fnca,0.35,0.25,0.1,-2.821772982356997
98,151627_fnca,0.35,0.55,0.1,-2.8486128204230288
80,151627_fnca,0.3,0.3,0.1,-2.865193912079726
