,HCPID,egs,alpha,r,LL
60,114419_fnca,0.3,0.05,1,-1.838270150086545
50,114419_fnca,0.25,0.05,1,-1.8382952174697882
90,114419_fnca,0.45,0.05,1,-1.8386392025306357
80,114419_fnca,0.4,0.05,1,-1.838761524411371
30,114419_fnca,0.15,0.05,1,-1.8416339593185178
100,114419_fnca,0.5,0.05,1,-1.8420371901368786
40,114419_fnca,0.2,0.05,1,-1.8429838224671664
70,114419_fnca,0.35,0.05,1,-1.8441861334149454
101,114419_fnca,0.5,0.1,1,-1.8541014276258654
20,114419_fnca,0.1,0.05,1,-1.85499836053121
81,114419_fnca,0.4,0.1,1,-1.8551376391699181
91,114419_fnca,0.45,0.1,1,-1.8594420489695942
51,114419_fnca,0.25,0.1,1,-1.8613686059875576
61,114419_fnca,0.3,0.1,1,-1.8614411736639598
71,114419_fnca,0.35,0.1,1,-1.8685167151180546
41,114419_fnca,0.2,0.1,1,-1.8709480379558587
31,114419_fnca,0.15,0.1,1,-1.9007242828487656
10,114419_fnca,0.05,0.05,1,-1.9024171571627764
102,114419_fnca,0.5,0.15,1,-1.9304081246441507
92,114419_fnca,0.45,0.15,1,-1.9364001775423834
21,114419_fnca,0.1,0.1,1,-1.9441791777063173
82,114419_fnca,0.4,0.15,1,-1.9528844321740229
72,114419_fnca,0.35,0.15,1,-1.9604644715169341
11,114419_fnca,0.05,0.1,1,-2.0066755496535853
62,114419_fnca,0.3,0.15,1,-2.0184467806950597
52,114419_fnca,0.25,0.15,1,-2.0361917882748077
42,114419_fnca,0.2,0.15,1,-2.06950435455817
93,114419_fnca,0.45,0.2,1,-2.0994066777394282
103,114419_fnca,0.5,0.2,1,-2.116000055621893
32,114419_fnca,0.15,0.15,1,-2.1409214477257232
83,114419_fnca,0.4,0.2,1,-2.2113795798968043
1,114419_fnca,0.0,0.1,1,-2.242225744083128
73,114419_fnca,0.35,0.2,1,-2.2921415372281073
0,114419_fnca,0.0,0.05,1,-2.3230142577021846
22,114419_fnca,0.1,0.15,1,-2.3356919717425733
12,114419_fnca,0.05,0.15,1,-2.368968702654077
63,114419_fnca,0.3,0.2,1,-2.401731520317594
