,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std
0,Neutral,0.0,0.05,1,0.0,0.0
1,Neutral,0.0,0.1,1,0.0,0.0
2,Neutral,0.0,0.15,1,0.0,0.0
3,Neutral,0.0,0.2,1,0.0,0.0
4,Neutral,0.0,0.25,1,0.0,0.0
5,Neutral,0.0,0.3,1,0.0,0.0
6,Neutral,0.0,0.35,1,0.0,0.0
7,Neutral,0.0,0.4,1,0.0,0.0
8,Neutral,0.0,0.45,1,0.0,0.0
9,Neutral,0.0,0.5,1,0.0,0.0
10,Neutral,0.05,0.05,1,0.16333333333333333,0.3702871825318562
11,Neutral,0.05,0.1,1,0.13666666666666666,0.3440690345808725
12,Neutral,0.05,0.15,1,0.03666666666666667,0.18825609351281186
13,Neutral,0.05,0.2,1,0.01,0.09966499068325334
14,Neutral,0.05,0.25,1,0.0,0.0
15,Neutral,0.05,0.3,1,0.12333333333333334,0.3293688434044333
16,Neutral,0.05,0.35,1,0.02666666666666667,0.16137646493112862
17,Neutral,0.05,0.4,1,0.03333333333333333,0.17980541941701303
18,Neutral,0.05,0.45,1,0.03666666666666667,0.18825609351281192
19,Neutral,0.05,0.5,1,0.07666666666666666,0.2665063620734804
20,Neutral,0.1,0.05,1,0.22,0.4149384448848747
21,Neutral,0.1,0.1,1,0.16666666666666666,0.3733006833947209
22,Neutral,0.1,0.15,1,0.15666666666666668,0.3640935354604672
23,Neutral,0.1,0.2,1,0.06333333333333334,0.24396849039011778
24,Neutral,0.1,0.25,1,0.06666666666666667,0.24986060773937224
25,Neutral,0.1,0.3,1,0.14,0.3475667929841461
26,Neutral,0.1,0.35,1,0.1,0.30050125348238
27,Neutral,0.1,0.4,1,0.08333333333333333,0.2768471963423704
28,Neutral,0.1,0.45,1,0.10666666666666667,0.3092047555018715
29,Neutral,0.1,0.5,1,0.09666666666666666,0.2959970773304745
30,Neutral,0.15,0.05,1,0.39,0.4885648904433401
31,Neutral,0.15,0.1,1,0.27,0.4447012450223348
32,Neutral,0.15,0.15,1,0.21,0.4079887859958013
33,Neutral,0.15,0.2,1,0.1,0.30050125348237994
34,Neutral,0.15,0.25,1,0.07666666666666666,0.26650636207348033
35,Neutral,0.15,0.3,1,0.15,0.3576680324053049
36,Neutral,0.15,0.35,1,0.12333333333333334,0.3293688434044333
37,Neutral,0.15,0.4,1,0.10333333333333333,0.3049023456071545
38,Neutral,0.15,0.45,1,0.09,0.2866599257717728
39,Neutral,0.15,0.5,1,0.08666666666666667,0.2818160567729817
40,Neutral,0.2,0.05,1,0.35333333333333333,0.47880378629957093
41,Neutral,0.2,0.1,1,0.28,0.4497490939308702
42,Neutral,0.2,0.15,1,0.25,0.43373619897468
43,Neutral,0.2,0.2,1,0.15,0.3576680324053049
44,Neutral,0.2,0.25,1,0.11666666666666667,0.3215590505108515
45,Neutral,0.2,0.3,1,0.16666666666666666,0.37330068339472067
46,Neutral,0.2,0.35,1,0.17,0.3762604235825435
47,Neutral,0.2,0.4,1,0.15333333333333332,0.360910529434111
48,Neutral,0.2,0.45,1,0.12666666666666668,0.3331549132304483
49,Neutral,0.2,0.5,1,0.16666666666666666,0.37330068339472056
50,Neutral,0.25,0.05,1,0.38,0.4861974494649481
51,Neutral,0.25,0.1,1,0.31666666666666665,0.4659534285176794
52,Neutral,0.25,0.15,1,0.2733333333333333,0.4464151773751184
53,Neutral,0.25,0.2,1,0.21,0.4079887859958013
54,Neutral,0.25,0.25,1,0.14,0.3475667929841462
55,Neutral,0.25,0.3,1,0.16333333333333333,0.37028718253185605
56,Neutral,0.25,0.35,1,0.17,0.3762604235825437
