,HCPID,ans,bll,lf,LL
112,169444_fnca,0.4,0.6,0.1,-1.9029591625307067
124,169444_fnca,0.45,0.55,0.1,-1.9062246554961897
141,169444_fnca,0.5,0.75,0.1,-1.9078662729064262
139,169444_fnca,0.5,0.65,0.1,-1.9157550620239583
142,169444_fnca,0.5,0.8,0.1,-1.9162546169710155
136,169444_fnca,0.5,0.5,0.1,-1.9176067864611501
138,169444_fnca,0.5,0.6,0.1,-1.9196387299426476
134,169444_fnca,0.5,0.4,0.1,-1.9197040616025427
131,169444_fnca,0.5,0.25,0.1,-1.9259723415427046
137,169444_fnca,0.5,0.55,0.1,-1.9316810354106533
122,169444_fnca,0.45,0.45,0.1,-1.9337730703282627
105,169444_fnca,0.4,0.25,0.1,-1.9420333183008365
123,169444_fnca,0.45,0.5,0.1,-1.9455917402997271
132,169444_fnca,0.5,0.3,0.1,-1.9460955774175064
130,169444_fnca,0.5,0.2,0.1,-1.9525151081253957
120,169444_fnca,0.45,0.35,0.1,-1.9535313135759367
119,169444_fnca,0.45,0.3,0.1,-1.9591791795505498
111,169444_fnca,0.4,0.55,0.1,-1.9663691610819227
129,169444_fnca,0.45,0.8,0.1,-1.9676956001680346
121,169444_fnca,0.45,0.4,0.1,-1.9690177475988335
135,169444_fnca,0.5,0.45,0.1,-1.9768759666924862
93,169444_fnca,0.35,0.3,0.1,-1.9782069764236936
140,169444_fnca,0.5,0.7,0.1,-1.9803053682800646
117,169444_fnca,0.45,0.2,0.1,-1.9808662826859589
127,169444_fnca,0.45,0.7,0.1,-1.980917272769759
114,169444_fnca,0.4,0.7,0.1,-1.9816576806255686
125,169444_fnca,0.45,0.6,0.1,-1.9873597036181265
126,169444_fnca,0.45,0.65,0.1,-1.9876953580529122
116,169444_fnca,0.4,0.8,0.1,-1.997027513851775
110,169444_fnca,0.4,0.5,0.1,-1.997758764075098
133,169444_fnca,0.5,0.35,0.1,-1.998222633061966
118,169444_fnca,0.45,0.25,0.1,-1.9999296626433178
106,169444_fnca,0.4,0.3,0.1,-2.0107671283412434
115,169444_fnca,0.4,0.75,0.1,-2.0132254814324138
113,169444_fnca,0.4,0.65,0.1,-2.0160025335617173
104,169444_fnca,0.4,0.2,0.1,-2.0218396350799845
108,169444_fnca,0.4,0.4,0.1,-2.0315796769001384
92,169444_fnca,0.35,0.25,0.1,-2.040042924909097
84,169444_fnca,0.3,0.5,0.1,-2.0472042542440985
95,169444_fnca,0.35,0.4,0.1,-2.04890954525549
128,169444_fnca,0.45,0.75,0.1,-2.0712881280480655
97,169444_fnca,0.35,0.5,0.1,-2.0788789702489505
109,169444_fnca,0.4,0.45,0.1,-2.0890940149069595
99,169444_fnca,0.35,0.6,0.1,-2.1088095728677887
103,169444_fnca,0.35,0.8,0.1,-2.1126518301289208
68,169444_fnca,0.25,0.35,0.1,-2.129243250859432
102,169444_fnca,0.35,0.75,0.1,-2.1315469535134834
88,169444_fnca,0.3,0.7,0.1,-2.134333872242082
85,169444_fnca,0.3,0.55,0.1,-2.135885778619871
78,169444_fnca,0.3,0.2,0.1,-2.149456441657187
80,169444_fnca,0.3,0.3,0.1,-2.1506955767325104
107,169444_fnca,0.4,0.35,0.1,-2.154597531435479
98,169444_fnca,0.35,0.55,0.1,-2.1634232690832897
72,169444_fnca,0.25,0.55,0.1,-2.176257322518498
87,169444_fnca,0.3,0.65,0.1,-2.1823545303645986
100,169444_fnca,0.35,0.65,0.1,-2.187784895060995
86,169444_fnca,0.3,0.6,0.1,-2.203779654968091
91,169444_fnca,0.35,0.2,0.1,-2.206716873840784
82,169444_fnca,0.3,0.4,0.1,-2.2071534406776596
101,169444_fnca,0.35,0.7,0.1,-2.218291032206276
74,169444_fnca,0.25,0.65,0.1,-2.2242031474330504
89,169444_fnca,0.3,0.75,0.1,-2.2524987590013636
83,169444_fnca,0.3,0.45,0.1,-2.258013692225403
94,169444_fnca,0.35,0.35,0.1,-2.2583129636765067
76,169444_fnca,0.25,0.75,0.1,-2.2692482883828133
90,169444_fnca,0.3,0.8,0.1,-2.2736973709350607
96,169444_fnca,0.35,0.45,0.1,-2.2824103172812182
59,169444_fnca,0.2,0.55,0.1,-2.3112312971004663
38,169444_fnca,0.1,0.8,0.1,-2.315120738935521
67,169444_fnca,0.25,0.3,0.1,-2.3232016922397154
66,169444_fnca,0.25,0.25,0.1,-2.350929855783349
79,169444_fnca,0.3,0.25,0.1,-2.3801623937557688
41,169444_fnca,0.15,0.3,0.1,-2.380558089867791
18,169444_fnca,0.05,0.45,0.1,-2.4034766356327513
53,169444_fnca,0.2,0.25,0.1,-2.409300444355926
56,169444_fnca,0.2,0.4,0.1,-2.4188131922418767
61,169444_fnca,0.2,0.65,0.1,-2.4253540024345934
81,169444_fnca,0.3,0.35,0.1,-2.426938820548809
63,169444_fnca,0.2,0.75,0.1,-2.4329118917697645
58,169444_fnca,0.2,0.5,0.1,-2.4370923812216443
34,169444_fnca,0.1,0.6,0.1,-2.4439237722482967
65,169444_fnca,0.25,0.2,0.1,-2.4566583129582034
22,169444_fnca,0.05,0.65,0.1,-2.4770979960641815
73,169444_fnca,0.25,0.6,0.1,-2.4933728050548423
54,169444_fnca,0.2,0.3,0.1,-2.5015204851140416
69,169444_fnca,0.25,0.4,0.1,-2.505541299699968
20,169444_fnca,0.05,0.55,0.1,-2.5176943963239715
25,169444_fnca,0.05,0.8,0.1,-2.526842727240796
23,169444_fnca,0.05,0.7,0.1,-2.5352777013834746
77,169444_fnca,0.25,0.8,0.1,-2.5525212886676947
75,169444_fnca,0.25,0.7,0.1,-2.6122365249991657
0,169444_fnca,0.0,0.2,0.1,-2.6234348577385918
