,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
143,Punishment,0.0,0.2,0.1,0.1352,0.3420739271814293,134234_fnca,0.1666666666666666,-0.09198791303956151,0.3972579658512555,-0.9231694212773596
286,Reward,0.0,0.2,0.1,0.1376,0.3446175401792535,134234_fnca,0.08,0.16714181167342568,0.3934085161076447,-0.9329067258094101
144,Punishment,0.0,0.25,0.1,0.1624,0.3689649686874006,134234_fnca,0.1666666666666666,-0.011563880120775031,0.39891560734934545,-0.9190053948663964
287,Reward,0.0,0.25,0.1,0.1528,0.3599386123267618,134234_fnca,0.08,0.2022567113025102,0.390865244415681,-0.9393924218381261
145,Punishment,0.0,0.3,0.1,0.1952,0.3965132257448072,134234_fnca,0.1666666666666666,0.07196060933336242,0.3979106892085188,-0.921527697852487
288,Reward,0.0,0.3,0.1,0.1864,0.3895849858104587,134234_fnca,0.08,0.27311114102268264,0.38433781718476756,-0.9562333808800285
146,Punishment,0.0,0.35,0.1,0.1456,0.3528459156517951,134234_fnca,0.1666666666666666,-0.05970500360688934,0.39823186142365846,-0.920720876932522
289,Reward,0.0,0.35,0.1,0.1352,0.3420739271814292,134234_fnca,0.08,0.16136862711177344,0.3937817527800353,-0.931958450112642
147,Punishment,0.0,0.4,0.1,0.2288,0.4202283111200071,134234_fnca,0.1666666666666666,0.14785613365204617,0.3946053011155588,-0.9298692513339385
290,Reward,0.0,0.4,0.1,0.2288,0.4202283111200072,134234_fnca,0.08,0.35409322994781817,0.3747000120767249,-0.981629540952112
148,Punishment,0.0,0.45,0.1,0.1168,0.3213103675293179,134234_fnca,0.1666666666666666,-0.1551978140329273,0.3941665615578767,-0.9309817139449722
291,Reward,0.0,0.45,0.1,0.1152,0.3193909335825987,134234_fnca,0.08,0.11020976583512448,0.3965268076605308,-0.925011629447389
149,Punishment,0.0,0.5,0.1,0.1688,0.3747250927227756,134234_fnca,0.1666666666666666,0.0056930623936402875,0.398935815402787,-0.9189547386843815
292,Reward,0.0,0.5,0.1,0.164,0.3704237722080124,134234_fnca,0.08,0.22676730356503574,0.3888155399498599,-0.9446502381877512
150,Punishment,0.0,0.55,0.1,0.1824,0.3863284091440458,134234_fnca,0.1666666666666666,0.04072528180930929,0.39861158496297533,-0.9197678074938964
293,Reward,0.0,0.55,0.1,0.1856,0.3889391455319735,134234_fnca,0.08,0.2715077698223588,0.38450566076402415,-0.9557967677416281
151,Punishment,0.0,0.6,0.1,0.1376,0.3446175401792532,134234_fnca,0.1666666666666666,-0.08434471052038599,0.39752575747770014,-0.9224955483010565
294,Reward,0.0,0.6,0.1,0.1248,0.3306242730471287,134234_fnca,0.08,0.1355012431093164,0.39529663286188255,-0.9281188266467577
152,Punishment,0.0,0.65,0.1,0.2088,0.406613855964464,134234_fnca,0.1666666666666666,0.10362001371890203,0.39680627613412683,-0.9243070868262254
295,Reward,0.0,0.65,0.1,0.2088,0.4066138559644642,134234_fnca,0.08,0.31676244700145295,0.37942142318352373,-0.9691077571198468
153,Punishment,0.0,0.7,0.1,0.0872,0.2822408331732464,134234_fnca,0.1666666666666666,-0.2815562361165792,0.38343870929636076,-0.95857549025274
296,Reward,0.0,0.7,0.1,0.0832,0.2762948263447069,134234_fnca,0.08,0.011581831054656294,0.39891552447720346,-0.9190056026099619
154,Punishment,0.0,0.75,0.1,0.1504,0.3576061321014692,134234_fnca,0.1666666666666666,-0.04548766144214496,0.3985297626357503,-0.9199730968764103
297,Reward,0.0,0.75,0.1,0.1648,0.3711484351694657,134234_fnca,0.08,0.2284800149063823,0.3886639883464263,-0.9450400918104831
155,Punishment,0.0,0.8,0.1,0.2312,0.4217687412515033,134234_fnca,0.1666666666666666,0.15300643936258843,0.3942996923083809,-0.9306440184478814
298,Reward,0.0,0.8,0.1,0.2088,0.4066138559644639,134234_fnca,0.08,0.3167624470014532,0.3794214231835237,-0.9691077571198469
156,Punishment,0.05,0.2,0.1,0.1576,0.3645113644701112,134234_fnca,0.1666666666666666,-0.024873481461536298,0.3988188886720345,-0.9192478782446812
299,Reward,0.05,0.2,0.1,0.1616,0.3682307905812679,134234_fnca,0.08,0.22160015427061636,0.389266201263516,-0.9434918473910532
157,Punishment,0.05,0.25,0.1,0.176,0.3809725870580085,134234_fnca,0.1666666666666666,0.024498700563755405,0.3988225785117496,-0.919238626369329
300,Reward,0.05,0.25,0.1,0.168,0.3740159225598055,134234_fnca,0.08,0.23528410073485234,0.38805125901009363,-0.9466178372339767
158,Punishment,0.05,0.3,0.1,0.1168,0.3213103675293183,134234_fnca,0.1666666666666666,-0.1551978140329271,0.3941665615578767,-0.9309817139449722
301,Reward,0.05,0.3,0.1,0.136,0.3429257623200251,134234_fnca,0.08,0.16330065032483534,0.39365826868490933,-0.9322720844029297
159,Punishment,0.05,0.35,0.1,0.2184,0.4133256712187021,134234_fnca,0.1666666666666666,0.12516361052725386,0.39582958632808296,-0.9267714979047817
302,Reward,0.05,0.35,0.1,0.212,0.4088884344187802,134234_fnca,0.08,0.32282644577030684,0.3786863495596925,-0.9710469902490171
160,Punishment,0.05,0.4,0.1,0.2152,0.411125503153812,134234_fnca,0.1666666666666666,0.11804992140119291,0.3961721558608428,-0.9259064251760865
303,Reward,0.05,0.4,0.1,0.204,0.4031302658061872,134234_fnca,0.08,0.30759288130357204,0.38050908574889053,-0.9662452235189892
161,Punishment,0.05,0.45,0.1,0.1352,0.3420739271814293,134234_fnca,0.1666666666666666,-0.09198791303956151,0.3972579658512555,-0.9231694212773596
304,Reward,0.05,0.45,0.1,0.1336,0.3403582156669317,134234_fnca,0.08,0.1574811405535513,0.39402587942570827,-0.9313386880196964
162,Punishment,0.05,0.5,0.1,0.188,0.3908685489753076,134234_fnca,0.1666666666666666,0.05457930393545451,0.39834851803800225,-0.920427983413712
305,Reward,0.05,0.5,0.1,0.1736,0.378916748537007,134234_fnca,0.08,0.24701995982333447,0.38695457756255,-0.9494479634802335
163,Punishment,0.05,0.55,0.1,0.1432,0.3504168854305909,134234_fnca,0.1666666666666666,-0.06696785355486183,0.39804871570887457,-0.9211808799095453
306,Reward,0.05,0.55,0.1,0.1392,0.3462936549178298,134234_fnca,0.08,0.17095317560481216,0.3931551240419686,-0.9335510273293575
164,Punishment,0.05,0.6,0.1,0.1208,0.3260251430720214,134234_fnca,0.1666666666666666,-0.14068444609664446,0.39501379529577857,-0.9288345898914324
307,Reward,0.05,0.6,0.1,0.1184,0.3232104763302199,134234_fnca,0.08,0.11880803009852697,0.39613658831455945,-0.9259962072126189
165,Punishment,0.05,0.65,0.1,0.1752,0.3802902267022124,134234_fnca,0.1666666666666666,0.022439002462231166,0.39884185756218926,-0.9191902876204228
308,Reward,0.05,0.65,0.1,0.1704,0.3761343132676062,134234_fnca,0.08,0.2403396787032392,0.3875849944267292,-0.9478201137842609
166,Punishment,0.05,0.7,0.1,0.1632,0.3696959562668546,134234_fnca,0.1666666666666666,-0.009377074885190994,0.39892474138269984,-0.918982497971374
309,Reward,0.05,0.7,0.1,0.1744,0.3796049524649916,134234_fnca,0.08,0.2486795796182503,0.3867954417972544,-0.9498592998642275
167,Punishment,0.05,0.75,0.1,0.1208,0.3260251430720216,134234_fnca,0.1666666666666666,-0.1406844460966444,0.39501379529577857,-0.9288345898914324
310,Reward,0.05,0.75,0.1,0.124,0.3297134646553277,134234_fnca,0.08,0.13344920580054637,0.39540572929915574,-0.9278428784690709
168,Punishment,0.05,0.8,0.1,0.116,0.3203530878276414,134234_fnca,0.1666666666666666,-0.15815882097545642,0.39398374001594866,-0.9314456395308458
311,Reward,0.05,0.8,0.1,0.1088,0.3115127479794735,134234_fnca,0.08,0.09245207519371795,0.39724096157559924,-0.9232122263084851
169,Punishment,0.1,0.2,0.1,0.1424,0.3495997940686042,134234_fnca,0.1666666666666666,-0.06941270297746399,0.39798236056353486,-0.9213475948719916
312,Reward,0.1,0.2,0.1,0.1328,0.3394942784379047,134234_fnca,0.08,0.15552544874377727,0.39414649825612535,-0.9310326158081492
170,Punishment,0.1,0.25,0.1,0.1856,0.3889391455319738,134234_fnca,0.1666666666666666,0.04867942337724121,0.3984698762988079,-0.920123376334843
313,Reward,0.1,0.25,0.1,0.1928,0.394655244751375,134234_fnca,0.08,0.2858190826047726,0.382975290635314,-0.9597848071951894
171,Punishment,0.1,0.3,0.1,0.1848,0.3882905814728555,134234_fnca,0.1666666666666666,0.046700420248542776,0.398507485064513,-0.9200289978303678
314,Reward,0.1,0.3,0.1,0.1632,0.3696959562668548,134234_fnca,0.08,0.2250497972445887,0.3889664294023612,-0.9442622388245879
172,Punishment,0.1,0.35,0.1,0.1816,0.3856688117360239,134234_fnca,0.1666666666666666,0.03872061436887649,0.3986433281858092,-0.9196881761932243
315,Reward,0.1,0.35,0.1,0.1744,0.3796049524649919,134234_fnca,0.08,0.24867957961825013,0.3867954417972544,-0.9498592998642275
173,Punishment,0.1,0.4,0.1,0.1848,0.388290581472856,134234_fnca,0.1666666666666666,0.04670042024854272,0.398507485064513,-0.9200289978303678
316,Reward,0.1,0.4,0.1,0.1992,0.3995586035391176,134234_fnca,0.08,0.29832920363665766,0.38157849719098075,-0.9634386900759138
174,Punishment,0.1,0.45,0.1,0.1504,0.3576061321014689,134234_fnca,0.1666666666666666,-0.04548766144214499,0.3985297626357503,-0.9199730968764103
317,Reward,0.1,0.45,0.1,0.1496,0.3568216604382169,134234_fnca,0.08,0.19505542324567243,0.3914248084018556,-0.9379618422734468
175,Punishment,0.1,0.5,0.1,0.112,0.3154926758306794,134234_fnca,0.1666666666666666,-0.17327396435664152,0.39299811381921035,-0.9339504665666061
318,Reward,0.1,0.5,0.1,0.112,0.3154926758306796,134234_fnca,0.08,0.10142866206242437,0.3968954353764134,-0.9240824199485594
176,Punishment,0.1,0.55,0.1,0.1728,0.3782255989260197,134234_fnca,0.1666666666666666,0.016216071441883226,0.39888983072444856,-0.9190700136911768
319,Reward,0.1,0.55,0.1,0.1704,0.3761343132676064,134234_fnca,0.08,0.24033967870323908,0.3875849944267293,-0.9478201137842607
177,Punishment,0.1,0.6,0.1,0.128,0.3342235244434973,134234_fnca,0.1666666666666666,-0.11569103859774375,0.39628138914878763,-0.925630741410585
320,Reward,0.1,0.6,0.1,0.12,0.3250915988427116,134234_fnca,0.08,0.12304224453168078,0.39593380920356347,-0.9265082301743697
178,Punishment,0.1,0.65,0.1,0.1216,0.3269540627784488,134234_fnca,0.1666666666666666,-0.1378379160781518,0.395170414202364,-0.9284381787590564
321,Reward,0.1,0.65,0.1,0.1192,0.3241533901353941,134234_fnca,0.08,0.12093040268259028,0.39603582115714075,-0.9262506143511594
179,Punishment,0.1,0.7,0.1,0.1168,0.3213103675293179,134234_fnca,0.1666666666666666,-0.1551978140329273,0.3941665615578767,-0.9309817139449722
322,Reward,0.1,0.7,0.1,0.124,0.3297134646553277,134234_fnca,0.08,0.13344920580054637,0.39540572929915574,-0.9278428784690709
180,Punishment,0.1,0.75,0.1,0.1616,0.3682307905812683,134234_fnca,0.1666666666666666,-0.013759486703077315,0.3989045176195144,-0.9190331949418387
323,Reward,0.1,0.75,0.1,0.1816,0.385668811736024,134234_fnca,0.08,0.263438465616819,0.38533644399930767,-0.9536384457879445
181,Punishment,0.1,0.8,0.1,0.1176,0.3222628161270338,134234_fnca,0.1666666666666666,-0.1522566806073117,0.3943448173044376,-0.9305295815994511
324,Reward,0.1,0.8,0.1,0.1288,0.3351125188951558,134234_fnca,0.08,0.14562273042168172,0.394734645642336,-0.9295415230124057
182,Punishment,0.15,0.2,0.1,0.2288,0.4202283111200069,134234_fnca,0.1666666666666666,0.14785613365204622,0.3946053011155588,-0.9298692513339385
325,Reward,0.15,0.2,0.1,0.2192,0.4138700166870871,134234_fnca,0.08,0.33633748372075073,0.37700381030232727,-0.9754999846824758
183,Punishment,0.15,0.25,0.1,0.2168,0.4122301626101278,134234_fnca,0.1666666666666666,0.12161490807927042,0.39600294688037474,-0.9263336261382372
326,Reward,0.15,0.25,0.1,0.212,0.4088884344187803,134234_fnca,0.08,0.3228264457703067,0.3786863495596925,-0.9710469902490171
184,Punishment,0.15,0.3,0.1,0.1992,0.3995586035391176,134234_fnca,0.1666666666666666,0.08142318309546376,0.3976220290904851,-0.9222534005773714
327,Reward,0.15,0.3,0.1,0.216,0.4116789813276039,134234_fnca,0.08,0.3303544901938401,0.377756459591184,-0.9735055778002887
185,Punishment,0.15,0.35,0.1,0.1864,0.3895849858104585,134234_fnca,0.1666666666666666,0.0506521915681168,0.39843083648150185,-0.9202213554599993
328,Reward,0.15,0.35,0.1,0.18,0.3843412214941711,134234_fnca,0.08,0.2601854664749162,0.3856647648601312,-0.9527867716870575
186,Punishment,0.15,0.4,0.1,0.204,0.4031302658061874,134234_fnca,0.1666666666666666,0.09260860942473147,0.39723520791324685,-0.9232267104744638
329,Reward,0.15,0.4,0.1,0.2152,0.4111255031538117,134234_fnca,0.08,0.3288533524747515,0.3779434125107364,-0.9730107969216143
187,Punishment,0.15,0.45,0.1,0.1728,0.37822559892602,134234_fnca,0.1666666666666666,0.016216071441883216,0.39888983072444856,-0.9190700136911768
330,Reward,0.15,0.45,0.1,0.1848,0.3882905814728562,134234_fnca,0.08,0.2699009582011356,0.3846729459237189,-0.9553617968236182
188,Punishment,0.15,0.5,0.1,0.1976,0.3983480700944317,134234_fnca,0.1666666666666666,0.07765403087305128,0.3977412513081935,-0.921953607460089
331,Reward,0.15,0.5,0.1,0.204,0.4031302658061871,134234_fnca,0.08,0.3075928813035721,0.38050908574889053,-0.9662452235189892
189,Punishment,0.15,0.55,0.1,0.1048,0.306418135329695,134234_fnca,0.1666666666666666,-0.20190275813832062,0.3908932027406782,-0.9393208950766032
332,Reward,0.15,0.55,0.1,0.096,0.2947091494783103,134234_fnca,0.08,0.05429081529475064,0.3983547737109618,-0.920412279517357
190,Punishment,0.15,0.6,0.1,0.2032,0.4025411674763345,134234_fnca,0.1666666666666666,0.09075676299736771,0.3973026571282543,-0.9230569282195528
333,Reward,0.15,0.6,0.1,0.204,0.4031302658061872,134234_fnca,0.08,0.30759288130357204,0.38050908574889053,-0.9662452235189892
191,Punishment,0.15,0.65,0.1,0.0912,0.2880085400388471,134234_fnca,0.1666666666666666,-0.262029267106064,0.3854791389867843,-0.9532682016147432
334,Reward,0.15,0.65,0.1,0.104,0.3053827219826107,134234_fnca,0.08,0.078589907916816,0.3977121724910058,-0.9220267200178596
192,Punishment,0.15,0.7,0.1,0.1784,0.3830023402462541,134234_fnca,0.1666666666666666,0.030635147883925122,0.39875511820261805,-0.9194077893476077
335,Reward,0.15,0.7,0.1,0.1744,0.3796049524649919,134234_fnca,0.08,0.24867957961825013,0.3867954417972544,-0.9498592998642275
193,Punishment,0.15,0.75,0.1,0.184,0.3876392799615322,134234_fnca,0.1666666666666666,0.044715110746912666,0.3985436488929043,-0.9199382537692271
336,Reward,0.15,0.75,0.1,0.1816,0.3856688117360241,134234_fnca,0.08,0.263438465616819,0.38533644399930767,-0.9536384457879445
194,Punishment,0.15,0.8,0.1,0.1272,0.3333302375089758,134234_fnca,0.1666666666666666,-0.11840109964702453,0.3961557078366356,-0.925947943403485
337,Reward,0.15,0.8,0.1,0.1488,0.3560336612939562,134234_fnca,0.08,0.1932401552986751,0.3915627826601232,-0.9376094120146006
195,Punishment,0.2,0.2,0.1,0.2024,0.4019496122558574,134234_fnca,0.1666666666666666,0.08890003185421078,0.397368927645634,-0.9228901410365125
338,Reward,0.2,0.2,0.1,0.1912,0.3934035753504011,134234_fnca,0.08,0.28266138634087185,0.3833191822404857,-0.9588872628687445
196,Punishment,0.2,0.25,0.1,0.1768,0.3816520491616721,134234_fnca,0.1666666666666666,0.026551235230079472,0.39880168439264857,-0.9192910172507942
339,Reward,0.2,0.25,0.1,0.18,0.3843412214941715,134234_fnca,0.08,0.2601854664749159,0.38566476486013124,-0.9527867716870574
197,Punishment,0.2,0.3,0.1,0.1992,0.3995586035391179,134234_fnca,0.1666666666666666,0.0814231830954637,0.3976220290904851,-0.9222534005773714
340,Reward,0.2,0.3,0.1,0.1992,0.3995586035391174,134234_fnca,0.08,0.2983292036366578,0.38157849719098075,-0.9634386900759138
198,Punishment,0.2,0.35,0.1,0.1776,0.3823286284652448,134234_fnca,0.1666666666666666,0.028596690175209546,0.3987791920941613,-0.9193474185491611
341,Reward,0.2,0.35,0.1,0.1816,0.3856688117360241,134234_fnca,0.08,0.263438465616819,0.38533644399930767,-0.9536384457879445
199,Punishment,0.2,0.4,0.1,0.2184,0.4133256712187022,134234_fnca,0.1666666666666666,0.12516361052725383,0.39582958632808296,-0.9267714979047817
342,Reward,0.2,0.4,0.1,0.2144,0.4105697187996163,134234_fnca,0.08,0.327350006213185,0.37812987924624625,-0.9725175464885587
