,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.4,0.25,0.1,0.3066666666666666,0.4618802153517006,140824_fnca,-1.8537742462293743,0.3333333333333333
1,Punishment,0.4,0.25,0.1,0.2744,0.4463900214397636,140824_fnca,-1.8537742462293743,0.2
2,Reward,0.4,0.25,0.1,0.2912,0.4544973204006828,140824_fnca,-1.8537742462293743,0.32
