,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std
0,Neutral,0.0,0.05,1,0.0,0.0
1,Neutral,0.0,0.1,1,0.0,0.0
2,Neutral,0.0,0.15,1,0.0,0.0
3,Neutral,0.0,0.2,1,0.0,0.0
4,Neutral,0.0,0.25,1,0.0,0.0
5,Neutral,0.0,0.3,1,0.0,0.0
6,Neutral,0.0,0.35,1,0.0,0.0
7,Neutral,0.0,0.4,1,0.0,0.0
8,Neutral,0.0,0.45,1,0.0,0.0
9,Neutral,0.0,0.5,1,0.0,0.0
10,Neutral,0.05,0.05,1,0.22,0.4149384448848748
11,Neutral,0.05,0.1,1,0.12333333333333334,0.3293688434044333
12,Neutral,0.05,0.15,1,0.013333333333333334,0.11488931224930932
13,Neutral,0.05,0.2,1,0.0,0.0
14,Neutral,0.05,0.25,1,0.0033333333333333335,0.05773502691896258
15,Neutral,0.05,0.3,1,0.10333333333333333,0.30490234560715457
16,Neutral,0.05,0.35,1,0.04,0.1962865968262874
17,Neutral,0.05,0.4,1,0.02,0.14023391829177734
18,Neutral,0.05,0.45,1,0.04,0.19628659682628738
19,Neutral,0.05,0.5,1,0.07,0.25557332754516526
20,Neutral,0.1,0.05,1,0.2833333333333333,0.45136977205609974
21,Neutral,0.1,0.1,1,0.18,0.3848293719103959
22,Neutral,0.1,0.15,1,0.15,0.357668032405305
23,Neutral,0.1,0.2,1,0.08333333333333333,0.27684719634237037
24,Neutral,0.1,0.25,1,0.03333333333333333,0.17980541941701317
25,Neutral,0.1,0.3,1,0.15666666666666668,0.3640935354604674
26,Neutral,0.1,0.35,1,0.09666666666666666,0.29599707733047437
27,Neutral,0.1,0.4,1,0.09666666666666666,0.29599707733047453
28,Neutral,0.1,0.45,1,0.07333333333333333,0.26111842459139606
29,Neutral,0.1,0.5,1,0.08666666666666667,0.28181605677298177
30,Neutral,0.15,0.05,1,0.3,0.4590232468373728
31,Neutral,0.15,0.1,1,0.22666666666666666,0.4193747004212346
32,Neutral,0.15,0.15,1,0.17,0.37626042358254347
33,Neutral,0.15,0.2,1,0.14,0.3475667929841462
34,Neutral,0.15,0.25,1,0.09666666666666666,0.29599707733047437
35,Neutral,0.15,0.3,1,0.12333333333333334,0.3293688434044334
36,Neutral,0.15,0.35,1,0.11666666666666667,0.3215590505108515
37,Neutral,0.15,0.4,1,0.1,0.30050125348238
38,Neutral,0.15,0.45,1,0.11,0.3134125472108031
39,Neutral,0.15,0.5,1,0.10333333333333333,0.30490234560715457
40,Neutral,0.2,0.05,1,0.31666666666666665,0.4659534285176794
41,Neutral,0.2,0.1,1,0.2966666666666667,0.45755152739660415
42,Neutral,0.2,0.15,1,0.22333333333333333,0.4171758315991674
43,Neutral,0.2,0.2,1,0.17,0.3762604235825435
44,Neutral,0.2,0.25,1,0.11333333333333333,0.3175294822993921
45,Neutral,0.2,0.3,1,0.16666666666666666,0.37330068339472045
46,Neutral,0.2,0.35,1,0.14,0.347566792984146
47,Neutral,0.2,0.4,1,0.11666666666666667,0.32155905051085154
48,Neutral,0.2,0.45,1,0.14333333333333334,0.3509979402633574
49,Neutral,0.2,0.5,1,0.13,0.33686534530812934
50,Neutral,0.25,0.05,1,0.41,0.4926550822840807
51,Neutral,0.25,0.1,1,0.25666666666666665,0.43752368943667863
52,Neutral,0.25,0.15,1,0.27666666666666667,0.4480976760855456
53,Neutral,0.25,0.2,1,0.13333333333333333,0.34050261230349954
54,Neutral,0.25,0.25,1,0.16666666666666666,0.37330068339472067
55,Neutral,0.25,0.3,1,0.17333333333333334,0.37916766204679053
56,Neutral,0.25,0.35,1,0.17,0.3762604235825435
