,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
143,Punishment,0.0,0.2,0.1,0.1896,0.3921413774238957,142828_fnca,0.5714285714285714,-0.9737013062404368,0.2483327619634046,-1.3929856500918392
286,Reward,0.0,0.2,0.1,0.1848,0.3882905814728557,142828_fnca,0.4,-0.5542241050084395,0.3421449803859073,-1.0725207124908755
144,Punishment,0.0,0.25,0.1,0.1816,0.3856688117360241,142828_fnca,0.5714285714285714,-1.0107858337671196,0.2393609694384964,-1.4297825340768182
287,Reward,0.0,0.25,0.1,0.192,0.3940307198259203,142828_fnca,0.4,-0.5278776235819704,0.3470571115620761,-1.0582659259439469
145,Punishment,0.0,0.3,0.1,0.1192,0.3241533901353941,142828_fnca,0.5714285714285714,-1.3951067154956551,0.15075490493600852,-1.89209990701521
288,Reward,0.0,0.3,0.1,0.136,0.3429257623200247,142828_fnca,0.4,-0.7698459229599388,0.2966299413605679,-1.2152699057536926
146,Punishment,0.0,0.35,0.1,0.148,0.3552421111946794,142828_fnca,0.5714285714285714,-1.1919436296687373,0.19606611771444046,-1.6293033413586147
289,Reward,0.0,0.35,0.1,0.144,0.3512302523304644,142828_fnca,0.4,-0.7288666004747665,0.30588018871505457,-1.1845617938484942
147,Punishment,0.0,0.4,0.1,0.1752,0.3802902267022124,142828_fnca,0.5714285714285714,-1.0419110027217175,0.23183536287747236,-1.46172780200096
290,Reward,0.0,0.4,0.1,0.1768,0.3816520491616719,142828_fnca,0.4,-0.5848258917783253,0.33623357560218897,-1.0899491950518294
148,Punishment,0.0,0.45,0.1,0.1624,0.368964968687401,142828_fnca,0.5714285714285714,-1.1085837576496689,0.21579691820186492,-1.5334175070670026
291,Reward,0.0,0.45,0.1,0.1592,0.3660089206891262,142828_fnca,0.4,-0.6579074617815838,0.32130654350875576,-1.1353596473386156
149,Punishment,0.0,0.5,0.1,0.1904,0.3927737987768593,142828_fnca,0.5714285714285714,-0.9700967137195408,0.24920427179296964,-1.389482350189399
292,Reward,0.0,0.5,0.1,0.18,0.3843412214941716,142828_fnca,0.4,-0.572408026244815,0.3386581770948229,-1.082764007459415
150,Punishment,0.0,0.55,0.1,0.0984,0.2979739431168793,142828_fnca,0.5714285714285714,-1.587483007677042,0.11315579612891434,-2.178989683036346
293,Reward,0.0,0.55,0.1,0.108,0.3105046384587574,142828_fnca,0.4,-0.9404046311494466,0.25637374228918713,-1.361118968348336
151,Punishment,0.0,0.6,0.1,0.1816,0.385668811736024,142828_fnca,0.5714285714285714,-1.0107858337671198,0.23936096943849636,-1.4297825340768184
294,Reward,0.0,0.6,0.1,0.184,0.3876392799615323,142828_fnca,0.4,-0.5572190723846019,0.34157599884816964,-1.0741850805192508
152,Punishment,0.0,0.65,0.1,0.2032,0.4025411674763345,142828_fnca,0.5714285714285714,-0.9147600324635607,0.2625453390430051,-1.33733149170104
295,Reward,0.0,0.65,0.1,0.1976,0.398348070094432,142828_fnca,0.4,-0.5080983571779807,0.3506311357166534,-1.048020503488154
153,Punishment,0.0,0.7,0.1,0.1432,0.3504168854305909,142828_fnca,0.5714285714285714,-1.2220546133282526,0.18906823975499748,-1.6656472721831053
296,Reward,0.0,0.7,0.1,0.1576,0.3645113644701112,142828_fnca,0.4,-0.6649998426040187,0.3198027343163763,-1.1400509285363576
154,Punishment,0.0,0.75,0.1,0.16,0.3667527860628571,142828_fnca,0.5714285714285714,-1.1218144403081844,0.21263624301835116,-1.548172352446655
297,Reward,0.0,0.75,0.1,0.1528,0.3599386123267616,142828_fnca,0.4,-0.6867837779392933,0.3151285865995568,-1.1547745120249568
155,Punishment,0.0,0.8,0.1,0.1272,0.3333302375089755,142828_fnca,0.5714285714285714,-1.332698091683356,0.16414901510978877,-1.806980634992902
298,Reward,0.0,0.8,0.1,0.1336,0.3403582156669315,142828_fnca,0.4,-0.7827047731989945,0.2936837079080413,-1.2252519141989173
156,Punishment,0.05,0.2,0.1,0.1624,0.3689649686874009,142828_fnca,0.5714285714285714,-1.108583757649669,0.21579691820186486,-1.5334175070670029
299,Reward,0.05,0.2,0.1,0.1632,0.369695956266855,142828_fnca,0.4,-0.6405263460038291,0.3249527365696936,-1.1240755331671812
157,Punishment,0.05,0.25,0.1,0.1936,0.3952771625431737,142828_fnca,0.5714285714285714,-0.9558573255223252,0.2526449472178313,-1.3757701465820187
300,Reward,0.05,0.25,0.1,0.1832,0.3869852271764935,142828_fnca,0.4,-0.5602281037490958,0.34100221800038205,-1.0758662973198265
158,Punishment,0.05,0.3,0.1,0.1688,0.3747250927227761,142828_fnca,0.5714285714285714,-1.0744638649711096,0.22398530504224778,-1.496174831769
