,HCPID,egs,alpha,r,LL
31,142828_fnca,0.15,0.1,1,-1.8423831636386792
41,142828_fnca,0.2,0.1,1,-1.8436687482851428
81,142828_fnca,0.4,0.1,1,-1.8448795296387235
51,142828_fnca,0.25,0.1,1,-1.8454831337000834
61,142828_fnca,0.3,0.1,1,-1.8461094517530543
101,142828_fnca,0.5,0.1,1,-1.8491808741232525
71,142828_fnca,0.35,0.1,1,-1.8508380773812472
91,142828_fnca,0.45,0.1,1,-1.8513171406208482
80,142828_fnca,0.4,0.05,1,-1.8518825032711619
30,142828_fnca,0.15,0.05,1,-1.8528769429931236
50,142828_fnca,0.25,0.05,1,-1.852988836762078
70,142828_fnca,0.35,0.05,1,-1.8541504318835194
21,142828_fnca,0.1,0.1,1,-1.8541755904118755
20,142828_fnca,0.1,0.05,1,-1.8547957088917433
100,142828_fnca,0.5,0.05,1,-1.8557710040675146
60,142828_fnca,0.3,0.05,1,-1.8569922441936075
40,142828_fnca,0.2,0.05,1,-1.862445097364697
90,142828_fnca,0.45,0.05,1,-1.862620868019874
102,142828_fnca,0.5,0.15,1,-1.871806029810577
82,142828_fnca,0.4,0.15,1,-1.8722569152258222
92,142828_fnca,0.45,0.15,1,-1.8808573924804677
10,142828_fnca,0.05,0.05,1,-1.8824197616907186
62,142828_fnca,0.3,0.15,1,-1.886262649420212
11,142828_fnca,0.05,0.1,1,-1.896147910342647
72,142828_fnca,0.35,0.15,1,-1.9035718066015934
52,142828_fnca,0.25,0.15,1,-1.932551945630008
42,142828_fnca,0.2,0.15,1,-1.9709936800939065
103,142828_fnca,0.5,0.2,1,-1.9718658189919909
1,142828_fnca,0.0,0.1,1,-2.001651061192546
32,142828_fnca,0.15,0.15,1,-2.0560448998030916
83,142828_fnca,0.4,0.2,1,-2.0636600249396295
93,142828_fnca,0.45,0.2,1,-2.075565168956661
63,142828_fnca,0.3,0.2,1,-2.0925765471684503
73,142828_fnca,0.35,0.2,1,-2.1063412272165065
22,142828_fnca,0.1,0.15,1,-2.1506171446078666
104,142828_fnca,0.5,0.25,1,-2.1688894350289587
2,142828_fnca,0.0,0.15,1,-2.200284401592298
12,142828_fnca,0.05,0.15,1,-2.2089056174647745
94,142828_fnca,0.45,0.25,1,-2.3013213171367086
0,142828_fnca,0.0,0.05,1,-2.3096355893335243
84,142828_fnca,0.4,0.25,1,-2.3747452018208657
53,142828_fnca,0.25,0.2,1,-2.4019078551461077
43,142828_fnca,0.2,0.2,1,-2.4333031769217572
33,142828_fnca,0.15,0.2,1,-2.478620650731482
23,142828_fnca,0.1,0.2,1,-2.5369484216944587
74,142828_fnca,0.35,0.25,1,-2.538135106637597
14,142828_fnca,0.05,0.25,1,-2.5398677680312423
5,142828_fnca,0.0,0.3,1,-2.546111499095574
13,142828_fnca,0.05,0.2,1,-2.552601397454732
106,142828_fnca,0.5,0.35,1,-2.5565547571231173
3,142828_fnca,0.0,0.2,1,-2.568271319037404
4,142828_fnca,0.0,0.25,1,-2.568271319037404
24,142828_fnca,0.1,0.25,1,-2.574746814428901
