,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
9665,161731_fnca,1,1,Reward,2,5,3.0,0,537,27,1,1,0,0,3.0,,0.0,,MostlyReward,MostlyReward
9666,161731_fnca,2,1,Reward,3,5,3.0,0,341,13,2,2,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
9667,161731_fnca,3,1,Punishment,4,5,2.0,0,705,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
9668,161731_fnca,4,1,Reward,5,5,2.0,0,782,13,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
9669,161731_fnca,5,1,Reward,6,5,3.0,0,451,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
9670,161731_fnca,6,1,Reward,7,5,2.0,0,561,14,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
9671,161731_fnca,7,1,Neutral,8,5,3.0,0,418,14,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
9673,161731_fnca,10,1,Reward,10,5,2.0,0,634,13,1,0,1,0,2.0,,0.0,,MostlyPunishment,MostlyPunishment
9674,161731_fnca,11,1,Punishment,11,5,2.0,0,291,14,2,0,2,0,3.0,2.0,1.0,Reward,MostlyPunishment,MostlyPunishment
9675,161731_fnca,12,1,Punishment,12,5,3.0,0,556,14,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
9676,161731_fnca,13,1,Punishment,13,5,3.0,0,533,13,2,2,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
9677,161731_fnca,14,1,Neutral,14,5,3.0,0,921,13,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
9678,161731_fnca,15,1,Punishment,15,5,3.0,0,720,13,4,4,0,0,2.0,3.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
9679,161731_fnca,16,1,Punishment,16,5,2.0,0,269,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
9681,161731_fnca,19,1,Punishment,18,5,2.0,0,564,14,3,0,3,0,2.0,,0.0,,MostlyPunishment,MostlyPunishment
9682,161731_fnca,20,1,Punishment,19,5,2.0,0,614,13,4,0,4,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
9683,161731_fnca,21,1,Punishment,20,5,3.0,0,588,14,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
9684,161731_fnca,22,1,Neutral,21,5,2.0,0,331,14,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
9685,161731_fnca,23,1,Punishment,22,5,3.0,0,407,13,1,1,0,0,2.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
9686,161731_fnca,24,1,Neutral,23,5,2.0,0,297,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
9687,161731_fnca,25,1,Punishment,24,5,2.0,0,240,13,2,0,2,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
9689,161731_fnca,28,1,Reward,26,5,2.0,0,648,13,1,0,1,0,3.0,,1.0,,MostlyReward,MostlyReward
9690,161731_fnca,29,1,Reward,27,5,3.0,0,358,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
9691,161731_fnca,30,1,Punishment,28,5,3.0,0,444,14,2,2,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
9692,161731_fnca,31,1,Reward,29,5,2.0,0,383,14,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
9693,161731_fnca,32,1,Punishment,30,5,3.0,0,471,14,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
9694,161731_fnca,33,1,Reward,31,5,3.0,0,429,13,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
9695,161731_fnca,34,1,Reward,32,5,2.0,0,554,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
9697,161731_fnca,1,2,Punishment,2,5,2.0,0,567,26,1,0,1,0,3.0,,1.0,,,MostlyPunishment
9698,161731_fnca,2,2,Punishment,3,5,3.0,0,287,14,1,1,0,0,3.0,2.0,0.0,Punishment,,MostlyPunishment
9699,161731_fnca,3,2,Reward,4,5,3.0,0,363,13,2,2,0,0,2.0,3.0,1.0,Punishment,,MostlyPunishment
9700,161731_fnca,4,2,Punishment,5,5,2.0,0,227,13,1,0,1,0,2.0,3.0,0.0,Reward,,MostlyPunishment
9701,161731_fnca,5,2,Reward,6,5,2.0,0,581,13,2,0,2,0,2.0,2.0,0.0,Punishment,,MostlyPunishment
9702,161731_fnca,6,2,Punishment,7,5,2.0,0,347,13,3,0,3,0,3.0,2.0,1.0,Reward,,MostlyPunishment
9703,161731_fnca,7,2,Punishment,8,5,3.0,0,355,13,1,1,0,0,3.0,2.0,0.0,Punishment,,MostlyPunishment
9705,161731_fnca,10,2,Reward,10,5,3.0,0,595,13,3,3,0,0,2.0,,1.0,,,MostlyReward
9706,161731_fnca,11,2,Neutral,11,5,2.0,0,909,14,1,0,1,0,2.0,3.0,0.0,Reward,,MostlyReward
9707,161731_fnca,12,2,Reward,12,5,2.0,0,432,13,2,0,2,0,3.0,2.0,1.0,Neutral,,MostlyReward
9708,161731_fnca,13,2,Reward,13,5,3.0,0,387,13,1,1,0,0,3.0,2.0,0.0,Reward,,MostlyReward
9709,161731_fnca,14,2,Reward,14,5,3.0,0,405,13,2,2,0,0,2.0,3.0,1.0,Reward,,MostlyReward
9710,161731_fnca,15,2,Reward,15,5,2.0,0,381,13,1,0,1,0,3.0,3.0,1.0,Reward,,MostlyReward
9711,161731_fnca,16,2,Neutral,16,5,3.0,0,281,13,1,1,0,0,3.0,2.0,0.0,Reward,,MostlyReward
9713,161731_fnca,19,2,Punishment,18,5,2.0,0,659,13,1,0,1,0,2.0,,0.0,,,MostlyPunishment
