,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.7,0.1,0.44,0.4972163314570014,125525_fnca,-2.1216057937308572,0.5
1,Punishment,0.5,0.7,0.1,0.472,0.4994151904236998,125525_fnca,-2.1216057937308572,0.84
2,Reward,0.5,0.7,0.1,0.4032,0.4907366074936204,125525_fnca,-2.1216057937308572,0.48
