,HCPID,egs,alpha,r,LL
50,111312_fnca,0.25,0.05,1,-1.8917291803087535
60,111312_fnca,0.3,0.05,1,-1.900479289781262
10,111312_fnca,0.05,0.05,1,-1.9015312342344814
30,111312_fnca,0.15,0.05,1,-1.9068187749092291
100,111312_fnca,0.5,0.05,1,-1.9081588519690125
20,111312_fnca,0.1,0.05,1,-1.9087052678076515
70,111312_fnca,0.35,0.05,1,-1.9123110690456462
40,111312_fnca,0.2,0.05,1,-1.9160558698547372
90,111312_fnca,0.45,0.05,1,-1.9347760818679296
80,111312_fnca,0.4,0.05,1,-1.9369429018486897
91,111312_fnca,0.45,0.1,1,-1.9725070841094743
51,111312_fnca,0.25,0.1,1,-1.9742246481150674
71,111312_fnca,0.35,0.1,1,-1.979216532373007
101,111312_fnca,0.5,0.1,1,-1.9843501543298694
81,111312_fnca,0.4,0.1,1,-1.9999971208262917
61,111312_fnca,0.3,0.1,1,-2.014951265475107
41,111312_fnca,0.2,0.1,1,-2.0324098367330765
31,111312_fnca,0.15,0.1,1,-2.0472960784621765
0,111312_fnca,0.0,0.05,1,-2.0681008392638085
92,111312_fnca,0.45,0.15,1,-2.0780566595587873
21,111312_fnca,0.1,0.1,1,-2.0805625897991122
72,111312_fnca,0.35,0.15,1,-2.106926106169673
102,111312_fnca,0.5,0.15,1,-2.1401435214862206
82,111312_fnca,0.4,0.15,1,-2.1551202869732684
62,111312_fnca,0.3,0.15,1,-2.2214491897406363
11,111312_fnca,0.05,0.1,1,-2.2496060058259153
103,111312_fnca,0.5,0.2,1,-2.336102868409265
52,111312_fnca,0.25,0.15,1,-2.3803555098997173
42,111312_fnca,0.2,0.15,1,-2.4008210854336576
93,111312_fnca,0.45,0.2,1,-2.4286619109018472
83,111312_fnca,0.4,0.2,1,-2.5658028410921387
1,111312_fnca,0.0,0.1,1,-2.5674284593632755
32,111312_fnca,0.15,0.15,1,-2.6213013118115382
73,111312_fnca,0.35,0.2,1,-2.6452282603291284
22,111312_fnca,0.1,0.15,1,-2.8274912524102476
104,111312_fnca,0.5,0.25,1,-2.876400998505464
63,111312_fnca,0.3,0.2,1,-2.87683327301637
2,111312_fnca,0.0,0.15,1,-2.9506137292045453
12,111312_fnca,0.05,0.15,1,-2.962743571396497
53,111312_fnca,0.25,0.2,1,-3.126558157879683
94,111312_fnca,0.45,0.25,1,-3.1410213721909472
43,111312_fnca,0.2,0.2,1,-3.2822472088364996
105,111312_fnca,0.5,0.3,1,-3.3384725523073486
74,111312_fnca,0.35,0.25,1,-3.353412216519547
84,111312_fnca,0.4,0.25,1,-3.404266663088227
33,111312_fnca,0.15,0.2,1,-3.483794974334148
106,111312_fnca,0.5,0.35,1,-3.5740402600877585
23,111312_fnca,0.1,0.2,1,-3.5783005788381983
3,111312_fnca,0.0,0.2,1,-3.586441543809041
13,111312_fnca,0.05,0.2,1,-3.588951101971007
5,111312_fnca,0.0,0.3,1,-3.6030070100917797
64,111312_fnca,0.3,0.25,1,-3.606336935683654
4,111312_fnca,0.0,0.25,1,-3.628588882179849
14,111312_fnca,0.05,0.25,1,-3.629148977273922
95,111312_fnca,0.45,0.3,1,-3.6948839723229217
24,111312_fnca,0.1,0.25,1,-3.6969705021154353
34,111312_fnca,0.15,0.25,1,-3.7358373643320184
44,111312_fnca,0.2,0.25,1,-3.7473967493798668
54,111312_fnca,0.25,0.25,1,-3.75392085135339
85,111312_fnca,0.4,0.3,1,-3.835946432248012
107,111312_fnca,0.5,0.4,1,-3.86137463530431
