,HCPID,egs,alpha,r,LL
41,163836_fnca,0.2,0.1,1,-1.8544513803073057
21,163836_fnca,0.1,0.1,1,-1.859482519877354
31,163836_fnca,0.15,0.1,1,-1.8602917045575253
20,163836_fnca,0.1,0.05,1,-1.8648798937272413
51,163836_fnca,0.25,0.1,1,-1.8652231676383595
30,163836_fnca,0.15,0.05,1,-1.8658505911761516
61,163836_fnca,0.3,0.1,1,-1.8715062531777635
10,163836_fnca,0.05,0.05,1,-1.874835524714658
40,163836_fnca,0.2,0.05,1,-1.877202902758226
71,163836_fnca,0.35,0.1,1,-1.881843998877312
11,163836_fnca,0.05,0.1,1,-1.885390758387517
91,163836_fnca,0.45,0.1,1,-1.8906312015356788
50,163836_fnca,0.25,0.05,1,-1.8938867919713347
102,163836_fnca,0.5,0.15,1,-1.8940293500468095
81,163836_fnca,0.4,0.1,1,-1.8943341668375941
101,163836_fnca,0.5,0.1,1,-1.8968318826418944
90,163836_fnca,0.45,0.05,1,-1.8979988020028355
100,163836_fnca,0.5,0.05,1,-1.9021022400420393
80,163836_fnca,0.4,0.05,1,-1.905888494403185
60,163836_fnca,0.3,0.05,1,-1.9067485839483655
70,163836_fnca,0.35,0.05,1,-1.9133786076935522
92,163836_fnca,0.45,0.15,1,-1.9289117972029985
82,163836_fnca,0.4,0.15,1,-1.9480562973934656
1,163836_fnca,0.0,0.1,1,-1.9592788330853126
62,163836_fnca,0.3,0.15,1,-1.968815673100867
72,163836_fnca,0.35,0.15,1,-1.9887992953874307
42,163836_fnca,0.2,0.15,1,-2.01488602797106
52,163836_fnca,0.25,0.15,1,-2.018904752998736
103,163836_fnca,0.5,0.2,1,-2.0392343190122126
93,163836_fnca,0.45,0.2,1,-2.057418983068441
32,163836_fnca,0.15,0.15,1,-2.1166993200891024
0,163836_fnca,0.0,0.05,1,-2.1477862264412675
83,163836_fnca,0.4,0.2,1,-2.157320769778745
22,163836_fnca,0.1,0.15,1,-2.1737468247332377
12,163836_fnca,0.05,0.15,1,-2.249842530332837
73,163836_fnca,0.35,0.2,1,-2.2549207388128263
2,163836_fnca,0.0,0.15,1,-2.2756806220769783
63,163836_fnca,0.3,0.2,1,-2.2899574422063815
94,163836_fnca,0.45,0.25,1,-2.4241629314150224
53,163836_fnca,0.25,0.2,1,-2.427372172457477
104,163836_fnca,0.5,0.25,1,-2.4637641459992508
43,163836_fnca,0.2,0.2,1,-2.564566312017555
106,163836_fnca,0.5,0.35,1,-2.615506447644642
33,163836_fnca,0.15,0.2,1,-2.626140308011486
13,163836_fnca,0.05,0.2,1,-2.6274409043073055
23,163836_fnca,0.1,0.2,1,-2.6298859878881307
5,163836_fnca,0.0,0.3,1,-2.633782743471977
4,163836_fnca,0.0,0.25,1,-2.6432289468080166
14,163836_fnca,0.05,0.25,1,-2.646536538386031
3,163836_fnca,0.0,0.2,1,-2.655729885581459
74,163836_fnca,0.35,0.25,1,-2.6698518402231057
85,163836_fnca,0.4,0.3,1,-2.677045477800151
54,163836_fnca,0.25,0.25,1,-2.6778427120723425
34,163836_fnca,0.15,0.25,1,-2.7314189592587117
24,163836_fnca,0.1,0.25,1,-2.7415799459614076
105,163836_fnca,0.5,0.3,1,-2.7440929933004488
44,163836_fnca,0.2,0.25,1,-2.7483450998688115
84,163836_fnca,0.4,0.25,1,-2.7583393709190256
75,163836_fnca,0.35,0.3,1,-2.80775808044688
86,163836_fnca,0.4,0.35,1,-2.863266151685921
95,163836_fnca,0.45,0.3,1,-2.863989131610994
9,163836_fnca,0.0,0.5,1,-2.8880412694710813
7,163836_fnca,0.0,0.4,1,-2.8951700896651573
6,163836_fnca,0.0,0.35,1,-2.9000748847673687
64,163836_fnca,0.3,0.25,1,-2.9025745250968384
8,163836_fnca,0.0,0.45,1,-2.905106386233463
97,163836_fnca,0.45,0.4,1,-2.9115230609429563
15,163836_fnca,0.05,0.3,1,-2.929505768207972
107,163836_fnca,0.5,0.4,1,-2.9527827072536432
17,163836_fnca,0.05,0.4,1,-2.9603788509248745
96,163836_fnca,0.45,0.35,1,-2.9664024893283707
16,163836_fnca,0.05,0.35,1,-2.971245529765188
45,163836_fnca,0.2,0.3,1,-2.98113096410453
18,163836_fnca,0.05,0.45,1,-2.988044987974993
35,163836_fnca,0.15,0.3,1,-3.000229961576398
25,163836_fnca,0.1,0.3,1,-3.0128841321226214
55,163836_fnca,0.25,0.3,1,-3.0226902674415483
65,163836_fnca,0.3,0.3,1,-3.0364797843657767
108,163836_fnca,0.5,0.45,1,-3.104735079587172
87,163836_fnca,0.4,0.4,1,-3.1481762870453065
78,163836_fnca,0.35,0.45,1,-3.1598805247837918
56,163836_fnca,0.25,0.35,1,-3.1617805236129195
36,163836_fnca,0.15,0.35,1,-3.161834689151691
19,163836_fnca,0.05,0.5,1,-3.1713859760115124
98,163836_fnca,0.45,0.45,1,-3.1766700099385927
109,163836_fnca,0.5,0.5,1,-3.2081781122519812
46,163836_fnca,0.2,0.35,1,-3.2259159877793424
26,163836_fnca,0.1,0.35,1,-3.232186392349817
27,163836_fnca,0.1,0.4,1,-3.234573146313923
67,163836_fnca,0.3,0.4,1,-3.2379218518103885
76,163836_fnca,0.35,0.35,1,-3.242307285091014
99,163836_fnca,0.45,0.5,1,-3.2445954411875935
28,163836_fnca,0.1,0.45,1,-3.2552435827521893
88,163836_fnca,0.4,0.45,1,-3.300497898196316
47,163836_fnca,0.2,0.4,1,-3.316176928232775
29,163836_fnca,0.1,0.5,1,-3.336951625791934
66,163836_fnca,0.3,0.35,1,-3.338496600690766
77,163836_fnca,0.35,0.4,1,-3.3530671740396354
58,163836_fnca,0.25,0.45,1,-3.3589612554303203
57,163836_fnca,0.25,0.4,1,-3.3639990859590907
38,163836_fnca,0.15,0.45,1,-3.364048644198646
37,163836_fnca,0.15,0.4,1,-3.375172814853424
49,163836_fnca,0.2,0.5,1,-3.405900016576794
89,163836_fnca,0.4,0.5,1,-3.432757240027956
39,163836_fnca,0.15,0.5,1,-3.456958308390905
69,163836_fnca,0.3,0.5,1,-3.4595099116840644
48,163836_fnca,0.2,0.45,1,-3.4847507914454567
68,163836_fnca,0.3,0.45,1,-3.513944532268914
59,163836_fnca,0.25,0.5,1,-3.5564417018068664
79,163836_fnca,0.35,0.5,1,-3.7145456867403914
