,HCPID,egs,alpha,r,LL
50,159441_fnca,0.25,0.05,1,-2.0639077936373416
40,159441_fnca,0.2,0.05,1,-2.0686937146392075
90,159441_fnca,0.45,0.05,1,-2.0701609387677173
100,159441_fnca,0.5,0.05,1,-2.0840664814131493
60,159441_fnca,0.3,0.05,1,-2.090871226313132
30,159441_fnca,0.15,0.05,1,-2.108495085664209
80,159441_fnca,0.4,0.05,1,-2.1087981585201376
20,159441_fnca,0.1,0.05,1,-2.118186411218683
70,159441_fnca,0.35,0.05,1,-2.1258158996741106
10,159441_fnca,0.05,0.05,1,-2.1267406134223785
101,159441_fnca,0.5,0.1,1,-2.1499870607138316
91,159441_fnca,0.45,0.1,1,-2.173237861733968
61,159441_fnca,0.3,0.1,1,-2.188512762423768
51,159441_fnca,0.25,0.1,1,-2.1979246881453443
81,159441_fnca,0.4,0.1,1,-2.205764098743947
71,159441_fnca,0.35,0.1,1,-2.218249057495648
92,159441_fnca,0.45,0.15,1,-2.3025342309187598
41,159441_fnca,0.2,0.1,1,-2.3193072978105365
0,159441_fnca,0.0,0.05,1,-2.342490200080786
102,159441_fnca,0.5,0.15,1,-2.3574799007981477
31,159441_fnca,0.15,0.1,1,-2.3968779763398538
82,159441_fnca,0.4,0.15,1,-2.4430314212651334
21,159441_fnca,0.1,0.1,1,-2.4590092157377206
62,159441_fnca,0.3,0.15,1,-2.573723020547072
72,159441_fnca,0.35,0.15,1,-2.577459539446043
103,159441_fnca,0.5,0.2,1,-2.672145625093748
52,159441_fnca,0.25,0.15,1,-2.680046415185908
11,159441_fnca,0.05,0.1,1,-2.741926376182831
42,159441_fnca,0.2,0.15,1,-2.868197346620067
32,159441_fnca,0.15,0.15,1,-3.1805978967626283
93,159441_fnca,0.45,0.2,1,-3.190249298889407
104,159441_fnca,0.5,0.25,1,-3.1912221155773492
73,159441_fnca,0.35,0.2,1,-3.193745592127844
83,159441_fnca,0.4,0.2,1,-3.3138083979983466
1,159441_fnca,0.0,0.1,1,-3.315637001368694
63,159441_fnca,0.3,0.2,1,-3.480841911559975
22,159441_fnca,0.1,0.15,1,-3.582340837886219
2,159441_fnca,0.0,0.15,1,-3.642205561257575
12,159441_fnca,0.05,0.15,1,-3.6698197255979057
105,159441_fnca,0.5,0.3,1,-3.954461868576068
84,159441_fnca,0.4,0.25,1,-3.970292664159545
53,159441_fnca,0.25,0.2,1,-3.9757843612855748
94,159441_fnca,0.45,0.25,1,-4.044499311200547
74,159441_fnca,0.35,0.25,1,-4.065367985805566
95,159441_fnca,0.45,0.3,1,-4.095273635366781
43,159441_fnca,0.2,0.2,1,-4.148373137568991
5,159441_fnca,0.0,0.3,1,-4.433252566660896
4,159441_fnca,0.0,0.25,1,-4.447224803815949
85,159441_fnca,0.4,0.3,1,-4.487604597104994
24,159441_fnca,0.1,0.25,1,-4.496127458492592
33,159441_fnca,0.15,0.2,1,-4.499870159627167
14,159441_fnca,0.05,0.25,1,-4.500326349058854
3,159441_fnca,0.0,0.2,1,-4.504730904870922
13,159441_fnca,0.05,0.2,1,-4.518564549105181
23,159441_fnca,0.1,0.2,1,-4.580968777503717
34,159441_fnca,0.15,0.25,1,-4.607793736328534
64,159441_fnca,0.3,0.25,1,-4.631238544994145
54,159441_fnca,0.25,0.25,1,-4.661339328978968
8,159441_fnca,0.0,0.45,1,-4.685193709518038
86,159441_fnca,0.4,0.35,1,-4.717326321960258
6,159441_fnca,0.0,0.35,1,-4.727590023219973
15,159441_fnca,0.05,0.3,1,-4.7339436975314495
9,159441_fnca,0.0,0.5,1,-4.756672047728065
107,159441_fnca,0.5,0.4,1,-4.766630553182294
17,159441_fnca,0.05,0.4,1,-4.77316381272566
7,159441_fnca,0.0,0.4,1,-4.786435101905871
16,159441_fnca,0.05,0.35,1,-4.795252073635364
55,159441_fnca,0.25,0.3,1,-4.837300159434116
106,159441_fnca,0.5,0.35,1,-4.877648298356203
35,159441_fnca,0.15,0.3,1,-4.894215415499088
45,159441_fnca,0.2,0.3,1,-4.896412696506157
18,159441_fnca,0.05,0.45,1,-4.916838824045264
97,159441_fnca,0.45,0.4,1,-4.9265269685923805
44,159441_fnca,0.2,0.25,1,-4.927123780278313
96,159441_fnca,0.45,0.35,1,-4.95912637152561
25,159441_fnca,0.1,0.3,1,-4.990828325995918
76,159441_fnca,0.35,0.35,1,-4.996952179577568
27,159441_fnca,0.1,0.4,1,-5.016410198083989
98,159441_fnca,0.45,0.45,1,-5.0218500131103205
56,159441_fnca,0.25,0.35,1,-5.037350955641123
75,159441_fnca,0.35,0.3,1,-5.061120790707203
36,159441_fnca,0.15,0.35,1,-5.086261334461517
19,159441_fnca,0.05,0.5,1,-5.116913605730511
26,159441_fnca,0.1,0.35,1,-5.12010577837396
46,159441_fnca,0.2,0.35,1,-5.1593119278811805
108,159441_fnca,0.5,0.45,1,-5.164567240134566
37,159441_fnca,0.15,0.4,1,-5.169426112690516
28,159441_fnca,0.1,0.45,1,-5.206960164594673
47,159441_fnca,0.2,0.4,1,-5.222987630766367
77,159441_fnca,0.35,0.4,1,-5.270499945641472
65,159441_fnca,0.3,0.3,1,-5.272109038931205
66,159441_fnca,0.3,0.35,1,-5.275344088140811
29,159441_fnca,0.1,0.5,1,-5.287109436216598
109,159441_fnca,0.5,0.5,1,-5.352294416379635
57,159441_fnca,0.25,0.4,1,-5.36396385567722
58,159441_fnca,0.25,0.45,1,-5.380553756698035
67,159441_fnca,0.3,0.4,1,-5.403777557172907
