,HCPID,ans,bll,lf,LL
15,109325_fnca,0.05,0.3,0.1,-1.8717894039526888
32,109325_fnca,0.1,0.5,0.1,-1.891985890870791
4,109325_fnca,0.0,0.4,0.1,-1.8989895300399051
1,109325_fnca,0.0,0.25,0.1,-1.9000912234492264
10,109325_fnca,0.0,0.7,0.1,-1.9072974285697395
13,109325_fnca,0.05,0.2,0.1,-1.9129155367516133
30,109325_fnca,0.1,0.4,0.1,-1.9139193579756415
54,109325_fnca,0.2,0.3,0.1,-1.9141158948984294
2,109325_fnca,0.0,0.3,0.1,-1.9161882695000485
8,109325_fnca,0.0,0.6,0.1,-1.919688571150197
12,109325_fnca,0.0,0.8,0.1,-1.9227465078730415
61,109325_fnca,0.2,0.65,0.1,-1.9234970644940494
35,109325_fnca,0.1,0.65,0.1,-1.9255995881958379
34,109325_fnca,0.1,0.6,0.1,-1.929951086951178
18,109325_fnca,0.05,0.45,0.1,-1.9315174860352258
56,109325_fnca,0.2,0.4,0.1,-1.9332654312851574
3,109325_fnca,0.0,0.35,0.1,-1.93385486259977
36,109325_fnca,0.1,0.7,0.1,-1.9350144627188088
17,109325_fnca,0.05,0.4,0.1,-1.9381861788135963
7,109325_fnca,0.0,0.55,0.1,-1.938397204681732
14,109325_fnca,0.05,0.25,0.1,-1.942561046927384
33,109325_fnca,0.1,0.55,0.1,-1.94384642357222
19,109325_fnca,0.05,0.5,0.1,-1.9443688984348995
26,109325_fnca,0.1,0.2,0.1,-1.9447443813393068
27,109325_fnca,0.1,0.25,0.1,-1.945858455201441
39,109325_fnca,0.15,0.2,0.1,-1.9502288135723493
38,109325_fnca,0.1,0.8,0.1,-1.9518509121032919
9,109325_fnca,0.0,0.65,0.1,-1.952420056276926
21,109325_fnca,0.05,0.6,0.1,-1.95288078895013
25,109325_fnca,0.05,0.8,0.1,-1.9541960970315293
41,109325_fnca,0.15,0.3,0.1,-1.9542129563533017
16,109325_fnca,0.05,0.35,0.1,-1.9616299457771254
23,109325_fnca,0.05,0.7,0.1,-1.9631262528981852
44,109325_fnca,0.15,0.45,0.1,-1.964194975860826
22,109325_fnca,0.05,0.65,0.1,-1.9668361081314365
53,109325_fnca,0.2,0.25,0.1,-1.967094042991135
46,109325_fnca,0.15,0.55,0.1,-1.9682173572872972
47,109325_fnca,0.15,0.6,0.1,-1.9692007332651933
68,109325_fnca,0.25,0.35,0.1,-1.96984520698327
64,109325_fnca,0.2,0.8,0.1,-1.9699296368805719
60,109325_fnca,0.2,0.6,0.1,-1.9714909978153958
29,109325_fnca,0.1,0.35,0.1,-1.9732552417189373
37,109325_fnca,0.1,0.75,0.1,-1.981498963495743
51,109325_fnca,0.15,0.8,0.1,-1.9817327636132398
59,109325_fnca,0.2,0.55,0.1,-1.984563611278291
73,109325_fnca,0.25,0.6,0.1,-1.9848920880890657
48,109325_fnca,0.15,0.65,0.1,-1.9876423333233262
57,109325_fnca,0.2,0.45,0.1,-1.9893656843589997
11,109325_fnca,0.0,0.75,0.1,-1.9945967974275176
67,109325_fnca,0.25,0.3,0.1,-1.997576510411438
28,109325_fnca,0.1,0.3,0.1,-2.007316737885954
49,109325_fnca,0.15,0.7,0.1,-2.0097041372875344
0,109325_fnca,0.0,0.2,0.1,-2.011659535163345
6,109325_fnca,0.0,0.5,0.1,-2.0148254277367563
66,109325_fnca,0.25,0.25,0.1,-2.0171158639086344
45,109325_fnca,0.15,0.5,0.1,-2.0192543711326003
42,109325_fnca,0.15,0.35,0.1,-2.0199420985029604
50,109325_fnca,0.15,0.75,0.1,-2.021059144716963
40,109325_fnca,0.15,0.25,0.1,-2.0216100389207345
65,109325_fnca,0.25,0.2,0.1,-2.0218658512042396
31,109325_fnca,0.1,0.45,0.1,-2.025886636365053
55,109325_fnca,0.2,0.35,0.1,-2.0260658518122683
52,109325_fnca,0.2,0.2,0.1,-2.0270038016710026
24,109325_fnca,0.05,0.75,0.1,-2.0272274020474037
5,109325_fnca,0.0,0.45,0.1,-2.031888478474211
77,109325_fnca,0.25,0.8,0.1,-2.0335550008225916
62,109325_fnca,0.2,0.7,0.1,-2.0470135559811244
75,109325_fnca,0.25,0.7,0.1,-2.0575647638233585
91,109325_fnca,0.35,0.2,0.1,-2.058198907573444
82,109325_fnca,0.3,0.4,0.1,-2.0593395097327143
63,109325_fnca,0.2,0.75,0.1,-2.061419568619682
70,109325_fnca,0.25,0.45,0.1,-2.062397847166204
43,109325_fnca,0.15,0.4,0.1,-2.0668349475149217
79,109325_fnca,0.3,0.25,0.1,-2.068074613765
69,109325_fnca,0.25,0.4,0.1,-2.0733652830400375
90,109325_fnca,0.3,0.8,0.1,-2.0739304009808057
87,109325_fnca,0.3,0.65,0.1,-2.074868917366556
20,109325_fnca,0.05,0.55,0.1,-2.0761910803821664
74,109325_fnca,0.25,0.65,0.1,-2.07992421287196
102,109325_fnca,0.35,0.75,0.1,-2.0815231185816723
58,109325_fnca,0.2,0.5,0.1,-2.081860188512848
76,109325_fnca,0.25,0.75,0.1,-2.0828399358335528
101,109325_fnca,0.35,0.7,0.1,-2.0842747704775153
88,109325_fnca,0.3,0.7,0.1,-2.090022752804779
83,109325_fnca,0.3,0.45,0.1,-2.1007474409378997
71,109325_fnca,0.25,0.5,0.1,-2.116327912779366
96,109325_fnca,0.35,0.45,0.1,-2.118075588710626
108,109325_fnca,0.4,0.4,0.1,-2.11929859247992
94,109325_fnca,0.35,0.35,0.1,-2.1234709883964613
99,109325_fnca,0.35,0.6,0.1,-2.124184759063743
86,109325_fnca,0.3,0.6,0.1,-2.124910938328073
72,109325_fnca,0.25,0.55,0.1,-2.1323684565139227
84,109325_fnca,0.3,0.5,0.1,-2.1345517526663844
85,109325_fnca,0.3,0.55,0.1,-2.135745905275754
92,109325_fnca,0.35,0.25,0.1,-2.136036138079735
98,109325_fnca,0.35,0.55,0.1,-2.138850983420279
81,109325_fnca,0.3,0.35,0.1,-2.1433793992458043
78,109325_fnca,0.3,0.2,0.1,-2.1471429641378466
89,109325_fnca,0.3,0.75,0.1,-2.149688633163393
100,109325_fnca,0.35,0.65,0.1,-2.156082608878872
113,109325_fnca,0.4,0.65,0.1,-2.1745244599724125
97,109325_fnca,0.35,0.5,0.1,-2.194156549676516
105,109325_fnca,0.4,0.25,0.1,-2.201497127846122
80,109325_fnca,0.3,0.3,0.1,-2.2042207405461838
95,109325_fnca,0.35,0.4,0.1,-2.212119162475015
114,109325_fnca,0.4,0.7,0.1,-2.2129939175496176
116,109325_fnca,0.4,0.8,0.1,-2.223971118714047
115,109325_fnca,0.4,0.75,0.1,-2.233090092651543
117,109325_fnca,0.45,0.2,0.1,-2.2361795393977815
103,109325_fnca,0.35,0.8,0.1,-2.2378764254139396
110,109325_fnca,0.4,0.5,0.1,-2.241040136855905
93,109325_fnca,0.35,0.3,0.1,-2.2424280173539204
123,109325_fnca,0.45,0.5,0.1,-2.252076080509333
122,109325_fnca,0.45,0.45,0.1,-2.272439322981437
127,109325_fnca,0.45,0.7,0.1,-2.277937221912746
104,109325_fnca,0.4,0.2,0.1,-2.2918341368337307
121,109325_fnca,0.45,0.4,0.1,-2.300855241891308
125,109325_fnca,0.45,0.6,0.1,-2.3024366124239064
