,HCPID,ans,bll,lf,LL
142,162228_fnca,0.5,0.8,0.1,-1.8818392274438351
140,162228_fnca,0.5,0.7,0.1,-1.8922449029405608
124,162228_fnca,0.45,0.55,0.1,-1.897384858940024
133,162228_fnca,0.5,0.35,0.1,-1.9001964792979649
141,162228_fnca,0.5,0.75,0.1,-1.9035422817595733
135,162228_fnca,0.5,0.45,0.1,-1.9109945270210131
130,162228_fnca,0.5,0.2,0.1,-1.9143207977720613
132,162228_fnca,0.5,0.3,0.1,-1.9150275413581084
138,162228_fnca,0.5,0.6,0.1,-1.9166958311110076
126,162228_fnca,0.45,0.65,0.1,-1.917410406722098
137,162228_fnca,0.5,0.55,0.1,-1.918382951531231
131,162228_fnca,0.5,0.25,0.1,-1.9211437330760122
129,162228_fnca,0.45,0.8,0.1,-1.9213342231475807
119,162228_fnca,0.45,0.3,0.1,-1.9254631621853286
134,162228_fnca,0.5,0.4,0.1,-1.9350449631753768
121,162228_fnca,0.45,0.4,0.1,-1.9373917845948117
120,162228_fnca,0.45,0.35,0.1,-1.9444479781096922
117,162228_fnca,0.45,0.2,0.1,-1.944494687463358
118,162228_fnca,0.45,0.25,0.1,-1.9449830885715578
109,162228_fnca,0.4,0.45,0.1,-1.9450677966135381
106,162228_fnca,0.4,0.3,0.1,-1.9459426709245875
136,162228_fnca,0.5,0.5,0.1,-1.97645604314231
123,162228_fnca,0.45,0.5,0.1,-1.9830723015911982
115,162228_fnca,0.4,0.75,0.1,-1.9842872010549901
139,162228_fnca,0.5,0.65,0.1,-1.985282491238102
105,162228_fnca,0.4,0.25,0.1,-1.9873393002998443
122,162228_fnca,0.45,0.45,0.1,-1.988366001273187
125,162228_fnca,0.45,0.6,0.1,-1.9899226461705286
128,162228_fnca,0.45,0.75,0.1,-1.9961590685725863
127,162228_fnca,0.45,0.7,0.1,-2.0061488965491403
114,162228_fnca,0.4,0.7,0.1,-2.0061488965491403
107,162228_fnca,0.4,0.35,0.1,-2.01744425054958
95,162228_fnca,0.35,0.4,0.1,-2.0256802065290422
110,162228_fnca,0.4,0.5,0.1,-2.026201728647465
104,162228_fnca,0.4,0.2,0.1,-2.0273562458289245
116,162228_fnca,0.4,0.8,0.1,-2.0473679924241512
112,162228_fnca,0.4,0.6,0.1,-2.0497420493151592
98,162228_fnca,0.35,0.55,0.1,-2.0675433868583726
111,162228_fnca,0.4,0.55,0.1,-2.07008928815032
92,162228_fnca,0.35,0.25,0.1,-2.0754130999578195
96,162228_fnca,0.35,0.45,0.1,-2.1054365305302363
93,162228_fnca,0.35,0.3,0.1,-2.1066596636616906
97,162228_fnca,0.35,0.5,0.1,-2.1106035578801334
113,162228_fnca,0.4,0.65,0.1,-2.117437661836631
82,162228_fnca,0.3,0.4,0.1,-2.1281241696601683
84,162228_fnca,0.3,0.5,0.1,-2.130119569026887
80,162228_fnca,0.3,0.3,0.1,-2.1365728637611014
79,162228_fnca,0.3,0.25,0.1,-2.1481519452478466
101,162228_fnca,0.35,0.7,0.1,-2.150805568292107
102,162228_fnca,0.35,0.75,0.1,-2.168983283353678
91,162228_fnca,0.35,0.2,0.1,-2.1725235631135815
103,162228_fnca,0.35,0.8,0.1,-2.1993125208550426
65,162228_fnca,0.25,0.2,0.1,-2.2031936036890003
74,162228_fnca,0.25,0.65,0.1,-2.218349523041721
89,162228_fnca,0.3,0.75,0.1,-2.2249118577808993
100,162228_fnca,0.35,0.65,0.1,-2.2271172122326437
94,162228_fnca,0.35,0.35,0.1,-2.230203268279321
108,162228_fnca,0.4,0.4,0.1,-2.2382845437888594
76,162228_fnca,0.25,0.75,0.1,-2.243432803571944
85,162228_fnca,0.3,0.55,0.1,-2.271786106546438
68,162228_fnca,0.25,0.35,0.1,-2.2747124505492735
67,162228_fnca,0.25,0.3,0.1,-2.2818636912337427
99,162228_fnca,0.35,0.6,0.1,-2.2829550867051074
87,162228_fnca,0.3,0.65,0.1,-2.3028487130625646
44,162228_fnca,0.15,0.45,0.1,-2.31238845307053
86,162228_fnca,0.3,0.6,0.1,-2.3260791690854705
