,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.45,0.05,1,0.44,0.4972163314570013,141826_fnca,-1.855142821579109,1.0
1,Punishment,0.45,0.05,1,0.5096,0.5001079146954913,141826_fnca,-1.855142821579109,0.4166666666666667
2,Reward,0.45,0.05,1,0.5,0.5002001200800555,141826_fnca,-1.855142821579109,0.5
