,HCPID,ans,bll,lf,LL
140,124422_fnca,0.5,0.7,0.1,-1.920152163880894
125,124422_fnca,0.45,0.6,0.1,-1.9459749336841794
142,124422_fnca,0.5,0.8,0.1,-1.9504155641725975
135,124422_fnca,0.5,0.45,0.1,-1.957764368751628
136,124422_fnca,0.5,0.5,0.1,-1.9629757887318267
138,124422_fnca,0.5,0.6,0.1,-1.9678199810034813
141,124422_fnca,0.5,0.75,0.1,-1.9770366956815808
137,124422_fnca,0.5,0.55,0.1,-1.978051582496215
132,124422_fnca,0.5,0.3,0.1,-1.9798621535933627
121,124422_fnca,0.45,0.4,0.1,-1.9832309694609966
130,124422_fnca,0.5,0.2,0.1,-1.9848948474854917
131,124422_fnca,0.5,0.25,0.1,-1.985969646770667
139,124422_fnca,0.5,0.65,0.1,-1.988199762201268
134,124422_fnca,0.5,0.4,0.1,-1.9998795488629177
120,124422_fnca,0.45,0.35,0.1,-2.000117646189383
109,124422_fnca,0.4,0.45,0.1,-2.000117646189383
128,124422_fnca,0.45,0.75,0.1,-2.010373484247466
124,124422_fnca,0.45,0.55,0.1,-2.026401473462356
126,124422_fnca,0.45,0.65,0.1,-2.026669054415624
112,124422_fnca,0.4,0.6,0.1,-2.0324878024933564
133,124422_fnca,0.5,0.35,0.1,-2.035125052219682
106,124422_fnca,0.4,0.3,0.1,-2.0450681109664
129,124422_fnca,0.45,0.8,0.1,-2.0509537940736013
122,124422_fnca,0.45,0.45,0.1,-2.0565810957697295
127,124422_fnca,0.45,0.7,0.1,-2.069694883573959
113,124422_fnca,0.4,0.65,0.1,-2.077298567482387
99,124422_fnca,0.35,0.6,0.1,-2.080290638931013
108,124422_fnca,0.4,0.4,0.1,-2.084751289854351
111,124422_fnca,0.4,0.55,0.1,-2.0861866178735218
114,124422_fnca,0.4,0.7,0.1,-2.086899874964175
98,124422_fnca,0.35,0.55,0.1,-2.0975983749055747
118,124422_fnca,0.45,0.25,0.1,-2.1007889613070545
119,124422_fnca,0.45,0.3,0.1,-2.1007889613070545
117,124422_fnca,0.45,0.2,0.1,-2.108114566073713
123,124422_fnca,0.45,0.5,0.1,-2.140883572993996
95,124422_fnca,0.35,0.4,0.1,-2.1457172594459903
102,124422_fnca,0.35,0.75,0.1,-2.1535383524272467
110,124422_fnca,0.4,0.5,0.1,-2.1586300023370546
103,124422_fnca,0.35,0.8,0.1,-2.1791675718267154
107,124422_fnca,0.4,0.35,0.1,-2.194311477050723
115,124422_fnca,0.4,0.75,0.1,-2.201675922936328
105,124422_fnca,0.4,0.25,0.1,-2.2044407882939385
93,124422_fnca,0.35,0.3,0.1,-2.20471278576672
81,124422_fnca,0.3,0.35,0.1,-2.209718651236767
97,124422_fnca,0.35,0.5,0.1,-2.212665563459187
116,124422_fnca,0.4,0.8,0.1,-2.237842185042993
104,124422_fnca,0.4,0.2,0.1,-2.241172961206855
100,124422_fnca,0.35,0.65,0.1,-2.2490703344842746
66,124422_fnca,0.25,0.25,0.1,-2.272182017085995
83,124422_fnca,0.3,0.45,0.1,-2.3042610549825095
79,124422_fnca,0.3,0.25,0.1,-2.312080027089273
91,124422_fnca,0.35,0.2,0.1,-2.3338418864381945
92,124422_fnca,0.35,0.25,0.1,-2.3348696909248385
87,124422_fnca,0.3,0.65,0.1,-2.3547801676202313
71,124422_fnca,0.25,0.5,0.1,-2.3664976033725287
80,124422_fnca,0.3,0.3,0.1,-2.376420284893384
90,124422_fnca,0.3,0.8,0.1,-2.404062568275459
57,124422_fnca,0.2,0.45,0.1,-2.441435792945126
52,124422_fnca,0.2,0.2,0.1,-2.4448048564553626
