,HCPID,ans,bll,lf,LL
129,137128_fnca,0.45,0.8,0.1,-1.838335729446381
128,137128_fnca,0.45,0.75,0.1,-1.8387591949860929
121,137128_fnca,0.45,0.4,0.1,-1.8390222103006097
142,137128_fnca,0.5,0.8,0.1,-1.839109903589283
132,137128_fnca,0.5,0.3,0.1,-1.8392375468740165
130,137128_fnca,0.5,0.2,0.1,-1.8392516555387917
141,137128_fnca,0.5,0.75,0.1,-1.8400892630445225
118,137128_fnca,0.45,0.25,0.1,-1.8404855996847276
106,137128_fnca,0.4,0.3,0.1,-1.8405383562440252
107,137128_fnca,0.4,0.35,0.1,-1.8409398374274508
126,137128_fnca,0.45,0.65,0.1,-1.8411314419377058
122,137128_fnca,0.45,0.45,0.1,-1.8411972523516638
125,137128_fnca,0.45,0.6,0.1,-1.8412659501742294
119,137128_fnca,0.45,0.3,0.1,-1.8416007523665128
114,137128_fnca,0.4,0.7,0.1,-1.8416616763221203
120,137128_fnca,0.45,0.35,0.1,-1.841934005915702
134,137128_fnca,0.5,0.4,0.1,-1.842099617047112
131,137128_fnca,0.5,0.25,0.1,-1.8421236343722676
103,137128_fnca,0.35,0.8,0.1,-1.8435909698243909
127,137128_fnca,0.45,0.7,0.1,-1.844072445236887
137,137128_fnca,0.5,0.55,0.1,-1.8441679834560272
133,137128_fnca,0.5,0.35,0.1,-1.8442435102066073
135,137128_fnca,0.5,0.45,0.1,-1.8444346539422591
124,137128_fnca,0.45,0.55,0.1,-1.8444954749623506
140,137128_fnca,0.5,0.7,0.1,-1.8458842709307262
93,137128_fnca,0.35,0.3,0.1,-1.8466263149232593
139,137128_fnca,0.5,0.65,0.1,-1.847012546437125
123,137128_fnca,0.45,0.5,0.1,-1.8473560610532667
109,137128_fnca,0.4,0.45,0.1,-1.8476344660533366
113,137128_fnca,0.4,0.65,0.1,-1.8477062687977803
110,137128_fnca,0.4,0.5,0.1,-1.8483547915641712
117,137128_fnca,0.45,0.2,0.1,-1.849343110177999
136,137128_fnca,0.5,0.5,0.1,-1.8494784479117863
105,137128_fnca,0.4,0.25,0.1,-1.8510179231293136
104,137128_fnca,0.4,0.2,0.1,-1.8516243900389444
100,137128_fnca,0.35,0.65,0.1,-1.8516655520724536
78,137128_fnca,0.3,0.2,0.1,-1.854265338967625
116,137128_fnca,0.4,0.8,0.1,-1.8576828173318969
94,137128_fnca,0.35,0.35,0.1,-1.8582488782367048
101,137128_fnca,0.35,0.7,0.1,-1.8636542496107134
112,137128_fnca,0.4,0.6,0.1,-1.863835186262305
97,137128_fnca,0.35,0.5,0.1,-1.864343147631014
99,137128_fnca,0.35,0.6,0.1,-1.8644902073676408
79,137128_fnca,0.3,0.25,0.1,-1.8646696438283583
138,137128_fnca,0.5,0.6,0.1,-1.8669145598895769
111,137128_fnca,0.4,0.55,0.1,-1.8688369764101989
108,137128_fnca,0.4,0.4,0.1,-1.8714506575323049
88,137128_fnca,0.3,0.7,0.1,-1.8868478590850377
115,137128_fnca,0.4,0.75,0.1,-1.8892055217034613
92,137128_fnca,0.35,0.25,0.1,-1.9003033036244783
56,137128_fnca,0.2,0.4,0.1,-1.9036092115454415
81,137128_fnca,0.3,0.35,0.1,-1.9057717815080792
96,137128_fnca,0.35,0.45,0.1,-1.9070741299209213
43,137128_fnca,0.15,0.4,0.1,-1.9093898393162831
62,137128_fnca,0.2,0.7,0.1,-1.909942872975879
91,137128_fnca,0.35,0.2,0.1,-1.910287768229619
90,137128_fnca,0.3,0.8,0.1,-1.9131567536829477
89,137128_fnca,0.3,0.75,0.1,-1.9154610842698452
58,137128_fnca,0.2,0.5,0.1,-1.915696498752324
102,137128_fnca,0.35,0.75,0.1,-1.9187568969471662
59,137128_fnca,0.2,0.55,0.1,-1.9193262570940175
80,137128_fnca,0.3,0.3,0.1,-1.9212747341456233
83,137128_fnca,0.3,0.45,0.1,-1.9249609074261482
67,137128_fnca,0.25,0.3,0.1,-1.9412710725190128
69,137128_fnca,0.25,0.4,0.1,-1.9416008162954923
84,137128_fnca,0.3,0.5,0.1,-1.9435828755831028
98,137128_fnca,0.35,0.55,0.1,-1.944244173050858
85,137128_fnca,0.3,0.55,0.1,-1.9450271925174274
52,137128_fnca,0.2,0.2,0.1,-1.947690995055146
74,137128_fnca,0.25,0.65,0.1,-1.9515893192152278
75,137128_fnca,0.25,0.7,0.1,-1.9547356634884108
66,137128_fnca,0.25,0.25,0.1,-1.9599236897697474
87,137128_fnca,0.3,0.65,0.1,-1.9603055686779873
86,137128_fnca,0.3,0.6,0.1,-1.9647312506668013
60,137128_fnca,0.2,0.6,0.1,-1.9813088494295807
95,137128_fnca,0.35,0.4,0.1,-1.983218347242922
73,137128_fnca,0.25,0.6,0.1,-1.9862255687617214
14,137128_fnca,0.05,0.25,0.1,-2.009978447332378
77,137128_fnca,0.25,0.8,0.1,-2.0104566300250943
44,137128_fnca,0.15,0.45,0.1,-2.0114885832294047
65,137128_fnca,0.25,0.2,0.1,-2.0121585994193305
55,137128_fnca,0.2,0.35,0.1,-2.0256579917216837
39,137128_fnca,0.15,0.2,0.1,-2.0274540054154846
61,137128_fnca,0.2,0.65,0.1,-2.027809668656891
82,137128_fnca,0.3,0.4,0.1,-2.040824677711071
53,137128_fnca,0.2,0.25,0.1,-2.045590734523091
11,137128_fnca,0.0,0.75,0.1,-2.058185083343701
47,137128_fnca,0.15,0.6,0.1,-2.060432759656617
38,137128_fnca,0.1,0.8,0.1,-2.0659962625922232
12,137128_fnca,0.0,0.8,0.1,-2.080794068694493
24,137128_fnca,0.05,0.75,0.1,-2.080976412172919
70,137128_fnca,0.25,0.45,0.1,-2.0830890747058843
41,137128_fnca,0.15,0.3,0.1,-2.090739989784238
