,HCPID,ans,bll,lf,LL
133,133827_fnca,0.5,0.35,0.1,-1.8929619369768944
137,133827_fnca,0.5,0.55,0.1,-1.9026780663088796
142,133827_fnca,0.5,0.8,0.1,-1.9146582083867874
139,133827_fnca,0.5,0.65,0.1,-1.9246459206573738
138,133827_fnca,0.5,0.6,0.1,-1.9328386221797946
131,133827_fnca,0.5,0.25,0.1,-1.9386369294994583
135,133827_fnca,0.5,0.45,0.1,-1.9433557303050308
134,133827_fnca,0.5,0.4,0.1,-1.9459817287744268
124,133827_fnca,0.45,0.55,0.1,-1.9477428929024325
110,133827_fnca,0.4,0.5,0.1,-1.9517103692604814
126,133827_fnca,0.45,0.65,0.1,-1.9524312962156454
105,133827_fnca,0.4,0.25,0.1,-1.953599753108656
130,133827_fnca,0.5,0.2,0.1,-1.9571727956350382
121,133827_fnca,0.45,0.4,0.1,-1.9598192777314534
129,133827_fnca,0.45,0.8,0.1,-1.9609661924104231
104,133827_fnca,0.4,0.2,0.1,-1.9624459581260434
122,133827_fnca,0.45,0.45,0.1,-1.9626772595221351
136,133827_fnca,0.5,0.5,0.1,-1.9635299385357428
141,133827_fnca,0.5,0.75,0.1,-1.9643822488943916
115,133827_fnca,0.4,0.75,0.1,-1.9661121739812872
132,133827_fnca,0.5,0.3,0.1,-1.9715763993379785
119,133827_fnca,0.45,0.3,0.1,-1.9748976696691254
140,133827_fnca,0.5,0.7,0.1,-1.9784539562401031
118,133827_fnca,0.45,0.25,0.1,-1.9828133845056013
117,133827_fnca,0.45,0.2,0.1,-2.0012866271205647
128,133827_fnca,0.45,0.75,0.1,-2.005547340715951
120,133827_fnca,0.45,0.35,0.1,-2.012005709654324
123,133827_fnca,0.45,0.5,0.1,-2.012569956884176
113,133827_fnca,0.4,0.65,0.1,-2.0183826072317643
109,133827_fnca,0.4,0.45,0.1,-2.0335269317268247
111,133827_fnca,0.4,0.55,0.1,-2.037281273065407
103,133827_fnca,0.35,0.8,0.1,-2.0373169582782404
127,133827_fnca,0.45,0.7,0.1,-2.0382554211788904
125,133827_fnca,0.45,0.6,0.1,-2.0417175850639184
106,133827_fnca,0.4,0.3,0.1,-2.0433760775719976
92,133827_fnca,0.35,0.25,0.1,-2.044359488036406
112,133827_fnca,0.4,0.6,0.1,-2.051964740685571
114,133827_fnca,0.4,0.7,0.1,-2.055164982437265
97,133827_fnca,0.35,0.5,0.1,-2.0700351341829903
108,133827_fnca,0.4,0.4,0.1,-2.0723260244874124
93,133827_fnca,0.35,0.3,0.1,-2.0888286119793755
94,133827_fnca,0.35,0.35,0.1,-2.0906679619663766
102,133827_fnca,0.35,0.75,0.1,-2.120747777072712
99,133827_fnca,0.35,0.6,0.1,-2.121219849435782
91,133827_fnca,0.35,0.2,0.1,-2.121650242088953
81,133827_fnca,0.3,0.35,0.1,-2.125614238831516
87,133827_fnca,0.3,0.65,0.1,-2.130710005759235
101,133827_fnca,0.35,0.7,0.1,-2.1309203864663386
95,133827_fnca,0.35,0.4,0.1,-2.1335080229458456
100,133827_fnca,0.35,0.65,0.1,-2.1441156813116105
116,133827_fnca,0.4,0.8,0.1,-2.149334018536339
107,133827_fnca,0.4,0.35,0.1,-2.150727803348847
84,133827_fnca,0.3,0.5,0.1,-2.1560242595011734
98,133827_fnca,0.35,0.55,0.1,-2.1597165773955815
96,133827_fnca,0.35,0.45,0.1,-2.1663005535263293
37,133827_fnca,0.1,0.75,0.1,-2.188940241399124
78,133827_fnca,0.3,0.2,0.1,-2.229093765442997
79,133827_fnca,0.3,0.25,0.1,-2.2312905076207517
72,133827_fnca,0.25,0.55,0.1,-2.2646697916268312
90,133827_fnca,0.3,0.8,0.1,-2.2742009909406815
88,133827_fnca,0.3,0.7,0.1,-2.3217449424129977
85,133827_fnca,0.3,0.55,0.1,-2.326543910810609
83,133827_fnca,0.3,0.45,0.1,-2.336325687793213
57,133827_fnca,0.2,0.45,0.1,-2.3459683293787936
53,133827_fnca,0.2,0.25,0.1,-2.371781362182344
86,133827_fnca,0.3,0.6,0.1,-2.3959386110375904
89,133827_fnca,0.3,0.75,0.1,-2.4344042742365986
77,133827_fnca,0.25,0.8,0.1,-2.4373239686845674
80,133827_fnca,0.3,0.3,0.1,-2.441788024377045
82,133827_fnca,0.3,0.4,0.1,-2.456457400085241
65,133827_fnca,0.25,0.2,0.1,-2.474726511667739
69,133827_fnca,0.25,0.4,0.1,-2.4808536452966083
71,133827_fnca,0.25,0.5,0.1,-2.5048761789799627
70,133827_fnca,0.25,0.45,0.1,-2.5194216085420535
63,133827_fnca,0.2,0.75,0.1,-2.544827464163739
28,133827_fnca,0.1,0.3,0.1,-2.558820222727162
64,133827_fnca,0.2,0.8,0.1,-2.5612790659260565
74,133827_fnca,0.25,0.65,0.1,-2.562586052854855
40,133827_fnca,0.15,0.25,0.1,-2.5922841593053274
31,133827_fnca,0.1,0.45,0.1,-2.595114481784488
67,133827_fnca,0.25,0.3,0.1,-2.6045911068019603
68,133827_fnca,0.25,0.35,0.1,-2.6054159127414573
56,133827_fnca,0.2,0.4,0.1,-2.6243374324676747
2,133827_fnca,0.0,0.3,0.1,-2.6265676986467077
3,133827_fnca,0.0,0.35,0.1,-2.626979302933633
11,133827_fnca,0.0,0.75,0.1,-2.633662007702984
75,133827_fnca,0.25,0.7,0.1,-2.6482835808324756
19,133827_fnca,0.05,0.5,0.1,-2.6565307489499865
5,133827_fnca,0.0,0.45,0.1,-2.673957271367549
41,133827_fnca,0.15,0.3,0.1,-2.7071131880173667
24,133827_fnca,0.05,0.75,0.1,-2.714090567502253
39,133827_fnca,0.15,0.2,0.1,-2.7197335695381755
30,133827_fnca,0.1,0.4,0.1,-2.7367936455644064
27,133827_fnca,0.1,0.25,0.1,-2.744784312699844
35,133827_fnca,0.1,0.65,0.1,-2.7775288219722203
58,133827_fnca,0.2,0.5,0.1,-2.790336419075996
25,133827_fnca,0.05,0.8,0.1,-2.7923177380014783
42,133827_fnca,0.15,0.35,0.1,-2.7991783762587996
73,133827_fnca,0.25,0.6,0.1,-2.8046016460034027
15,133827_fnca,0.05,0.3,0.1,-2.8349113076740453
4,133827_fnca,0.0,0.4,0.1,-2.8374199164367795
59,133827_fnca,0.2,0.55,0.1,-2.838241149924138
48,133827_fnca,0.15,0.65,0.1,-2.8401314119623655
13,133827_fnca,0.05,0.2,0.1,-2.845308372842383
52,133827_fnca,0.2,0.2,0.1,-2.8454014583075695
10,133827_fnca,0.0,0.7,0.1,-2.854034762488185
9,133827_fnca,0.0,0.65,0.1,-2.857300036990674
8,133827_fnca,0.0,0.6,0.1,-2.8699756005267973
6,133827_fnca,0.0,0.5,0.1,-2.8828412565177803
44,133827_fnca,0.15,0.45,0.1,-2.8961570632676183
33,133827_fnca,0.1,0.55,0.1,-2.905231390190039
61,133827_fnca,0.2,0.65,0.1,-2.925003526581664
76,133827_fnca,0.25,0.75,0.1,-2.9250372113385574
29,133827_fnca,0.1,0.35,0.1,-2.9275939987946415
50,133827_fnca,0.15,0.75,0.1,-2.930945130002418
54,133827_fnca,0.2,0.3,0.1,-2.943139412362033
18,133827_fnca,0.05,0.45,0.1,-2.951336466911073
22,133827_fnca,0.05,0.65,0.1,-2.960294374658198
23,133827_fnca,0.05,0.7,0.1,-2.9729392184114944
45,133827_fnca,0.15,0.5,0.1,-3.0256653449939472
49,133827_fnca,0.15,0.7,0.1,-3.032169968087602
32,133827_fnca,0.1,0.5,0.1,-3.035545792640711
12,133827_fnca,0.0,0.8,0.1,-3.0379007379276635
17,133827_fnca,0.05,0.4,0.1,-3.055555153811727
62,133827_fnca,0.2,0.7,0.1,-3.0652995833630046
20,133827_fnca,0.05,0.55,0.1,-3.0716692175781306
46,133827_fnca,0.15,0.55,0.1,-3.079699197172066
66,133827_fnca,0.25,0.25,0.1,-3.1923533453352517
0,133827_fnca,0.0,0.2,0.1,-3.1970373488675783
55,133827_fnca,0.2,0.35,0.1,-3.2188200427377938
47,133827_fnca,0.15,0.6,0.1,-3.2482461832518235
38,133827_fnca,0.1,0.8,0.1,-3.275427848348901
16,133827_fnca,0.05,0.35,0.1,-3.2886567171013956
51,133827_fnca,0.15,0.8,0.1,-3.2917757011487416
60,133827_fnca,0.2,0.6,0.1,-3.326643861444439
36,133827_fnca,0.1,0.7,0.1,-3.3320592327971927
7,133827_fnca,0.0,0.55,0.1,-3.339469173184293
43,133827_fnca,0.15,0.4,0.1,-3.423043801696388
26,133827_fnca,0.1,0.2,0.1,-3.4757345237088773
14,133827_fnca,0.05,0.25,0.1,-3.549516261525615
34,133827_fnca,0.1,0.6,0.1,-3.6078098377613754
21,133827_fnca,0.05,0.6,0.1,-3.77460363768445
1,133827_fnca,0.0,0.25,0.1,-4.420825893890415
