,HCPID,egs,alpha,r,LL
93,177746_fnca,0.45,0.2,1,-1.8419884283611765
83,177746_fnca,0.4,0.2,1,-1.8462509992427636
42,177746_fnca,0.2,0.15,1,-1.8494779142307514
73,177746_fnca,0.35,0.2,1,-1.8495367057074952
103,177746_fnca,0.5,0.2,1,-1.854538820903471
104,177746_fnca,0.5,0.25,1,-1.8550345020410492
52,177746_fnca,0.25,0.15,1,-1.8573803313432966
63,177746_fnca,0.3,0.2,1,-1.8588006242727895
32,177746_fnca,0.15,0.15,1,-1.8589714723159372
62,177746_fnca,0.3,0.15,1,-1.8623446086934787
53,177746_fnca,0.25,0.2,1,-1.8659253410400636
22,177746_fnca,0.1,0.15,1,-1.8686043030105237
2,177746_fnca,0.0,0.15,1,-1.8704255801096568
72,177746_fnca,0.35,0.15,1,-1.8765273799602722
12,177746_fnca,0.05,0.15,1,-1.8816680419427345
94,177746_fnca,0.45,0.25,1,-1.8845845139885768
64,177746_fnca,0.3,0.25,1,-1.8993034315255568
84,177746_fnca,0.4,0.25,1,-1.9021393321720506
82,177746_fnca,0.4,0.15,1,-1.904694864295561
92,177746_fnca,0.45,0.15,1,-1.9118949922777189
102,177746_fnca,0.5,0.15,1,-1.9289815994680661
74,177746_fnca,0.35,0.25,1,-1.9295273512963504
105,177746_fnca,0.5,0.3,1,-1.9297433677176443
43,177746_fnca,0.2,0.2,1,-1.933158548399558
106,177746_fnca,0.5,0.35,1,-1.9345121714445184
13,177746_fnca,0.05,0.2,1,-1.9365339603683218
5,177746_fnca,0.0,0.3,1,-1.9391912989674847
4,177746_fnca,0.0,0.25,1,-1.9405193238977017
23,177746_fnca,0.1,0.2,1,-1.943271240486327
14,177746_fnca,0.05,0.25,1,-1.9436961228575738
33,177746_fnca,0.15,0.2,1,-1.9442417912652301
95,177746_fnca,0.45,0.3,1,-1.9444193630228388
107,177746_fnca,0.5,0.4,1,-1.947292808157038
3,177746_fnca,0.0,0.2,1,-1.9474526433515806
54,177746_fnca,0.25,0.25,1,-1.9510918998818194
24,177746_fnca,0.1,0.25,1,-1.9537420552809026
34,177746_fnca,0.15,0.25,1,-1.9553239282902022
85,177746_fnca,0.4,0.3,1,-1.9575250141556353
9,177746_fnca,0.0,0.5,1,-1.967608651780924
