,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
1985,111413_fnca,1,1,Reward,2,5,3.0,0,293,27,1,1,0,0,3.0,,0.0,,MostlyReward,MostlyReward
1986,111413_fnca,2,1,Reward,3,5,3.0,0,377,14,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
1987,111413_fnca,3,1,Punishment,4,5,3.0,0,278,14,3,3,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
1988,111413_fnca,4,1,Reward,5,5,2.0,0,300,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
1989,111413_fnca,5,1,Reward,6,5,2.0,0,536,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
1990,111413_fnca,6,1,Reward,7,5,2.0,0,287,14,3,0,3,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
1991,111413_fnca,7,1,Neutral,8,5,3.0,0,350,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
1993,111413_fnca,10,1,Reward,10,5,2.0,0,545,13,1,0,1,0,2.0,,0.0,,MostlyPunishment,MostlyPunishment
1994,111413_fnca,11,1,Punishment,11,5,2.0,0,244,14,2,0,2,0,3.0,2.0,1.0,Reward,MostlyPunishment,MostlyPunishment
1995,111413_fnca,12,1,Punishment,12,5,3.0,0,356,14,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
1996,111413_fnca,13,1,Punishment,13,5,2.0,0,312,13,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
1997,111413_fnca,14,1,Neutral,14,5,3.0,0,437,14,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
1998,111413_fnca,15,1,Punishment,15,5,3.0,0,298,13,2,2,0,0,2.0,3.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
1999,111413_fnca,16,1,Punishment,16,5,2.0,0,378,14,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
2001,111413_fnca,19,1,Punishment,18,5,3.0,0,415,13,1,1,0,0,2.0,,1.0,,MostlyPunishment,MostlyPunishment
2002,111413_fnca,20,1,Punishment,19,5,2.0,0,304,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
