,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.0,0.05,1,0.0,0.0,164131_fnca,-2.214088124900847,1.0
1,Punishment,0.0,0.05,1,0.88,0.3250915988427114,164131_fnca,-2.214088124900847,0.9583333333333334
2,Reward,0.0,0.05,1,0.5032,0.5001898758766952,164131_fnca,-2.214088124900847,0.92
