,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.3,0.1,0.3833333333333333,0.4870107670057071,164131_fnca,-2.8437075647997325,1.0
1,Punishment,0.5,0.3,0.1,0.4456,0.49723076206586,164131_fnca,-2.8437075647997325,0.9583333333333334
2,Reward,0.5,0.3,0.1,0.4368,0.4961881922997991,164131_fnca,-2.8437075647997325,0.92
