,HCPID,egs,alpha,r,LL
82,112819_fnca,0.4,0.15,1,-1.8439250320611467
102,112819_fnca,0.5,0.15,1,-1.8440580683587198
92,112819_fnca,0.45,0.15,1,-1.844882753736682
21,112819_fnca,0.1,0.1,1,-1.8460698787793257
72,112819_fnca,0.35,0.15,1,-1.8470634941329678
41,112819_fnca,0.2,0.1,1,-1.8485078515865503
31,112819_fnca,0.15,0.1,1,-1.8485696613503353
62,112819_fnca,0.3,0.15,1,-1.8541273598894485
51,112819_fnca,0.25,0.1,1,-1.855253874058561
61,112819_fnca,0.3,0.1,1,-1.8555387235850955
11,112819_fnca,0.05,0.1,1,-1.8618990938924473
71,112819_fnca,0.35,0.1,1,-1.8666254734571086
91,112819_fnca,0.45,0.1,1,-1.8667092964767598
52,112819_fnca,0.25,0.15,1,-1.867730117623783
81,112819_fnca,0.4,0.1,1,-1.8683055027262871
101,112819_fnca,0.5,0.1,1,-1.8686194906666929
103,112819_fnca,0.5,0.2,1,-1.8768491201410464
42,112819_fnca,0.2,0.15,1,-1.8773366060877725
93,112819_fnca,0.45,0.2,1,-1.8836208946418644
70,112819_fnca,0.35,0.05,1,-1.8960796917196558
90,112819_fnca,0.45,0.05,1,-1.905240488544226
80,112819_fnca,0.4,0.05,1,-1.9131411477275453
50,112819_fnca,0.25,0.05,1,-1.9144700345540593
60,112819_fnca,0.3,0.05,1,-1.91809975427593
30,112819_fnca,0.15,0.05,1,-1.9193906980334734
20,112819_fnca,0.1,0.05,1,-1.926929618371994
40,112819_fnca,0.2,0.05,1,-1.9272281975197179
100,112819_fnca,0.5,0.05,1,-1.9350064057251843
1,112819_fnca,0.0,0.1,1,-1.9350707795563067
32,112819_fnca,0.15,0.15,1,-1.9360026896056535
73,112819_fnca,0.35,0.2,1,-1.9435106467572656
83,112819_fnca,0.4,0.2,1,-1.949154946832192
63,112819_fnca,0.3,0.2,1,-1.9564372590141321
22,112819_fnca,0.1,0.15,1,-1.9796234687745642
12,112819_fnca,0.05,0.15,1,-1.9823764756043794
10,112819_fnca,0.05,0.05,1,-2.0029599799962856
2,112819_fnca,0.0,0.15,1,-2.0046487580136083
104,112819_fnca,0.5,0.25,1,-2.023423925677989
53,112819_fnca,0.25,0.2,1,-2.081905110849192
84,112819_fnca,0.4,0.25,1,-2.1653995176269056
43,112819_fnca,0.2,0.2,1,-2.186279555960472
33,112819_fnca,0.15,0.2,1,-2.187434858366661
13,112819_fnca,0.05,0.2,1,-2.1923401154646567
106,112819_fnca,0.5,0.35,1,-2.1961730969802624
4,112819_fnca,0.0,0.25,1,-2.2086862691108187
105,112819_fnca,0.5,0.3,1,-2.2090350297893657
5,112819_fnca,0.0,0.3,1,-2.212267174969789
24,112819_fnca,0.1,0.25,1,-2.212589812777574
94,112819_fnca,0.45,0.25,1,-2.2134306287036103
3,112819_fnca,0.0,0.2,1,-2.2140933209860867
74,112819_fnca,0.35,0.25,1,-2.2165239354498842
14,112819_fnca,0.05,0.25,1,-2.2202123555725723
34,112819_fnca,0.15,0.25,1,-2.2220875740385404
23,112819_fnca,0.1,0.2,1,-2.226432409261676
64,112819_fnca,0.3,0.25,1,-2.2561107496004924
44,112819_fnca,0.2,0.25,1,-2.2763743220853545
85,112819_fnca,0.4,0.3,1,-2.315936985359231
9,112819_fnca,0.0,0.5,1,-2.3470161622773764
8,112819_fnca,0.0,0.45,1,-2.3488423082936745
95,112819_fnca,0.45,0.3,1,-2.350341805259645
7,112819_fnca,0.0,0.4,1,-2.3525680027258233
54,112819_fnca,0.25,0.25,1,-2.3530388780577667
6,112819_fnca,0.0,0.35,1,-2.356394365783636
35,112819_fnca,0.15,0.3,1,-2.3569258996927034
75,112819_fnca,0.35,0.3,1,-2.372745555160991
107,112819_fnca,0.5,0.4,1,-2.37832475572078
16,112819_fnca,0.05,0.35,1,-2.3849293365242494
96,112819_fnca,0.45,0.35,1,-2.3954636183629985
65,112819_fnca,0.3,0.3,1,-2.396126025890224
17,112819_fnca,0.05,0.4,1,-2.4081974528028764
45,112819_fnca,0.2,0.3,1,-2.4180224552473817
55,112819_fnca,0.25,0.3,1,-2.418052304592409
15,112819_fnca,0.05,0.3,1,-2.425886148682103
18,112819_fnca,0.05,0.45,1,-2.430165754619688
108,112819_fnca,0.5,0.45,1,-2.4643557706616064
26,112819_fnca,0.1,0.35,1,-2.469341695389349
97,112819_fnca,0.45,0.4,1,-2.472388079637579
19,112819_fnca,0.05,0.5,1,-2.4733841091056163
87,112819_fnca,0.4,0.4,1,-2.4736353267785245
25,112819_fnca,0.1,0.3,1,-2.478269905849099
27,112819_fnca,0.1,0.4,1,-2.4906684477283565
76,112819_fnca,0.35,0.35,1,-2.497602355639369
77,112819_fnca,0.35,0.4,1,-2.505771905888473
86,112819_fnca,0.4,0.35,1,-2.5106470118208146
36,112819_fnca,0.15,0.35,1,-2.5149590994383555
109,112819_fnca,0.5,0.5,1,-2.5275366509857884
98,112819_fnca,0.45,0.45,1,-2.5295421172780026
56,112819_fnca,0.25,0.35,1,-2.544509788646689
66,112819_fnca,0.3,0.35,1,-2.547570363178927
99,112819_fnca,0.45,0.5,1,-2.5720999152741033
46,112819_fnca,0.2,0.35,1,-2.5823756286356625
67,112819_fnca,0.3,0.4,1,-2.585243522470556
29,112819_fnca,0.1,0.5,1,-2.587754569001202
47,112819_fnca,0.2,0.4,1,-2.5893843022042815
28,112819_fnca,0.1,0.45,1,-2.5950775236391164
57,112819_fnca,0.25,0.4,1,-2.5973273560531327
88,112819_fnca,0.4,0.45,1,-2.5992275640244196
37,112819_fnca,0.15,0.4,1,-2.5995049389519
39,112819_fnca,0.15,0.5,1,-2.624977464249571
68,112819_fnca,0.3,0.45,1,-2.6425585720884985
38,112819_fnca,0.15,0.45,1,-2.650784898573252
89,112819_fnca,0.4,0.5,1,-2.6625082544285115
78,112819_fnca,0.35,0.45,1,-2.663909092879305
0,112819_fnca,0.0,0.05,1,-2.6667685634245237
48,112819_fnca,0.2,0.45,1,-2.6799936858895776
49,112819_fnca,0.2,0.5,1,-2.6811821706040524
69,112819_fnca,0.3,0.5,1,-2.7021165842688033
59,112819_fnca,0.25,0.5,1,-2.715495566600414
58,112819_fnca,0.25,0.45,1,-2.7511309061886533
79,112819_fnca,0.35,0.5,1,-2.7839897276000833
