,HCPID,ans,bll,lf,LL
135,121618_fnca,0.5,0.45,0.1,-1.873890354853637
125,121618_fnca,0.45,0.6,0.1,-1.8867587808653723
140,121618_fnca,0.5,0.7,0.1,-1.8884127648699738
118,121618_fnca,0.45,0.25,0.1,-1.8936847651017465
133,121618_fnca,0.5,0.35,0.1,-1.8947221770909781
124,121618_fnca,0.45,0.55,0.1,-1.8949601819164923
132,121618_fnca,0.5,0.3,0.1,-1.900731530038263
130,121618_fnca,0.5,0.2,0.1,-1.9014653622238353
131,121618_fnca,0.5,0.25,0.1,-1.9015712531599367
117,121618_fnca,0.45,0.2,0.1,-1.905265493657088
120,121618_fnca,0.45,0.35,0.1,-1.9053384682454655
129,121618_fnca,0.45,0.8,0.1,-1.9059612035443976
136,121618_fnca,0.5,0.5,0.1,-1.9061268704768157
141,121618_fnca,0.5,0.75,0.1,-1.9091809530168828
138,121618_fnca,0.5,0.6,0.1,-1.912757701419619
139,121618_fnca,0.5,0.65,0.1,-1.9142945653123717
142,121618_fnca,0.5,0.8,0.1,-1.9155394249698787
119,121618_fnca,0.45,0.3,0.1,-1.9181645688323194
137,121618_fnca,0.5,0.55,0.1,-1.9182850377432898
108,121618_fnca,0.4,0.4,0.1,-1.9191752505911825
128,121618_fnca,0.45,0.75,0.1,-1.9241411776985315
122,121618_fnca,0.45,0.45,0.1,-1.9303141957585779
134,121618_fnca,0.5,0.4,0.1,-1.9305811095082626
123,121618_fnca,0.45,0.5,0.1,-1.9307405500281973
105,121618_fnca,0.4,0.25,0.1,-1.944364826232278
91,121618_fnca,0.35,0.2,0.1,-1.9478092729758512
126,121618_fnca,0.45,0.65,0.1,-1.94791572566435
113,121618_fnca,0.4,0.65,0.1,-1.9530974662289837
94,121618_fnca,0.35,0.35,0.1,-1.9565090750311414
115,121618_fnca,0.4,0.75,0.1,-1.9578188438882007
107,121618_fnca,0.4,0.35,0.1,-1.960754236033181
121,121618_fnca,0.45,0.4,0.1,-1.9644797157586735
114,121618_fnca,0.4,0.7,0.1,-1.9659176841617936
106,121618_fnca,0.4,0.3,0.1,-1.969942353130044
111,121618_fnca,0.4,0.55,0.1,-1.9826831026557312
