,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.45,0.1,0.3866666666666666,0.4877998748961688,121618_fnca,-1.873890354853637,0.6666666666666666
1,Punishment,0.5,0.45,0.1,0.4512,0.4978120262215057,121618_fnca,-1.873890354853637,0.5833333333333334
2,Reward,0.5,0.45,0.1,0.3944,0.4889170398927804,121618_fnca,-1.873890354853637,0.375
