,HCPID,egs,alpha,r,LL
70,108121_fnca,0.35,0.05,1,-1.952766700995241
60,108121_fnca,0.3,0.05,1,-1.9688763133821539
90,108121_fnca,0.45,0.05,1,-1.9709216116759873
40,108121_fnca,0.2,0.05,1,-1.971258837645002
80,108121_fnca,0.4,0.05,1,-1.9765070680456605
30,108121_fnca,0.15,0.05,1,-1.9782391894212372
20,108121_fnca,0.1,0.05,1,-1.9932948506565622
100,108121_fnca,0.5,0.05,1,-1.9968596963618552
50,108121_fnca,0.25,0.05,1,-2.001409375002008
101,108121_fnca,0.5,0.1,1,-2.0250933342342434
71,108121_fnca,0.35,0.1,1,-2.0438413242111895
81,108121_fnca,0.4,0.1,1,-2.072432706400794
91,108121_fnca,0.45,0.1,1,-2.074475977392611
10,108121_fnca,0.05,0.05,1,-2.079712985904795
61,108121_fnca,0.3,0.1,1,-2.106981682173421
41,108121_fnca,0.2,0.1,1,-2.124893937327531
51,108121_fnca,0.25,0.1,1,-2.1409447954411447
31,108121_fnca,0.15,0.1,1,-2.2179935390602967
82,108121_fnca,0.4,0.15,1,-2.2564427885806064
102,108121_fnca,0.5,0.15,1,-2.2574700960468532
21,108121_fnca,0.1,0.1,1,-2.268473375442268
92,108121_fnca,0.45,0.15,1,-2.3272526153495408
0,108121_fnca,0.0,0.05,1,-2.3405845821557363
72,108121_fnca,0.35,0.15,1,-2.3576425213271026
62,108121_fnca,0.3,0.15,1,-2.459215303330449
11,108121_fnca,0.05,0.1,1,-2.5145586382411143
103,108121_fnca,0.5,0.2,1,-2.5543676854497717
52,108121_fnca,0.25,0.15,1,-2.5842069604925126
42,108121_fnca,0.2,0.15,1,-2.634002111812279
93,108121_fnca,0.45,0.2,1,-2.6772847753177196
73,108121_fnca,0.35,0.2,1,-2.770005430182283
32,108121_fnca,0.15,0.15,1,-2.8109400811451484
83,108121_fnca,0.4,0.2,1,-2.8240292228589823
1,108121_fnca,0.0,0.1,1,-2.962475653100473
104,108121_fnca,0.5,0.25,1,-3.060132811073678
63,108121_fnca,0.3,0.2,1,-3.094754112793094
22,108121_fnca,0.1,0.15,1,-3.185236139158177
12,108121_fnca,0.05,0.15,1,-3.246507823654534
2,108121_fnca,0.0,0.15,1,-3.259176955742368
94,108121_fnca,0.45,0.25,1,-3.473281908787702
84,108121_fnca,0.4,0.25,1,-3.5533477948069674
53,108121_fnca,0.25,0.2,1,-3.5887096411502557
105,108121_fnca,0.5,0.3,1,-3.73832960219396
43,108121_fnca,0.2,0.2,1,-3.8103526018494676
74,108121_fnca,0.35,0.25,1,-3.826905541664009
64,108121_fnca,0.3,0.25,1,-3.8409555823171884
33,108121_fnca,0.15,0.2,1,-3.8579249123125825
3,108121_fnca,0.0,0.2,1,-3.886609989746277
14,108121_fnca,0.05,0.25,1,-3.912829148213121
5,108121_fnca,0.0,0.3,1,-3.9325455049475497
4,108121_fnca,0.0,0.25,1,-3.9325455049475524
13,108121_fnca,0.05,0.2,1,-3.9493754450803906
23,108121_fnca,0.1,0.2,1,-3.991260389125998
24,108121_fnca,0.1,0.25,1,-4.066257948973064
95,108121_fnca,0.45,0.3,1,-4.070813267681274
44,108121_fnca,0.2,0.25,1,-4.0760311471035235
17,108121_fnca,0.05,0.4,1,-4.096129210955232
34,108121_fnca,0.15,0.25,1,-4.103142448025047
86,108121_fnca,0.4,0.35,1,-4.124608176168822
6,108121_fnca,0.0,0.35,1,-4.129379306889787
75,108121_fnca,0.35,0.3,1,-4.130286065185935
54,108121_fnca,0.25,0.25,1,-4.143103847365461
108,108121_fnca,0.5,0.45,1,-4.152607409709455
9,108121_fnca,0.0,0.5,1,-4.164422328005842
7,108121_fnca,0.0,0.4,1,-4.164422328005843
107,108121_fnca,0.5,0.4,1,-4.177347682577949
25,108121_fnca,0.1,0.3,1,-4.198953922796386
8,108121_fnca,0.0,0.45,1,-4.200698728147874
85,108121_fnca,0.4,0.3,1,-4.211312795973055
16,108121_fnca,0.05,0.35,1,-4.222492191501941
35,108121_fnca,0.15,0.3,1,-4.260741832820577
106,108121_fnca,0.5,0.35,1,-4.2709388970769435
96,108121_fnca,0.45,0.35,1,-4.308958172770534
87,108121_fnca,0.4,0.4,1,-4.32565930747115
97,108121_fnca,0.45,0.4,1,-4.34190870163751
45,108121_fnca,0.2,0.3,1,-4.354202838818602
15,108121_fnca,0.05,0.3,1,-4.376544771367481
18,108121_fnca,0.05,0.45,1,-4.380129056852858
26,108121_fnca,0.1,0.35,1,-4.41174996790064
55,108121_fnca,0.25,0.3,1,-4.427104571531491
37,108121_fnca,0.15,0.4,1,-4.438448002828086
65,108121_fnca,0.3,0.3,1,-4.440734354364334
19,108121_fnca,0.05,0.5,1,-4.532402733919053
36,108121_fnca,0.15,0.35,1,-4.542444781700469
98,108121_fnca,0.45,0.45,1,-4.544865647963047
27,108121_fnca,0.1,0.4,1,-4.5467487110929365
77,108121_fnca,0.35,0.4,1,-4.54797014831829
66,108121_fnca,0.3,0.35,1,-4.569537703566297
88,108121_fnca,0.4,0.45,1,-4.598709442894908
56,108121_fnca,0.25,0.35,1,-4.608945432163508
76,108121_fnca,0.35,0.35,1,-4.611458344981439
109,108121_fnca,0.5,0.5,1,-4.613561214077765
78,108121_fnca,0.35,0.45,1,-4.61562562595759
47,108121_fnca,0.2,0.4,1,-4.621743814366283
46,108121_fnca,0.2,0.35,1,-4.640053931249981
28,108121_fnca,0.1,0.45,1,-4.645217935330905
99,108121_fnca,0.45,0.5,1,-4.649515804898816
57,108121_fnca,0.25,0.4,1,-4.7228518353985764
68,108121_fnca,0.3,0.45,1,-4.752449766063954
67,108121_fnca,0.3,0.4,1,-4.780095141573718
89,108121_fnca,0.4,0.5,1,-4.808850317965787
48,108121_fnca,0.2,0.45,1,-4.906967523601242
58,108121_fnca,0.25,0.45,1,-4.954123860777894
29,108121_fnca,0.1,0.5,1,-4.9601502270041
38,108121_fnca,0.15,0.45,1,-5.047176676076991
59,108121_fnca,0.25,0.5,1,-5.063504329643054
39,108121_fnca,0.15,0.5,1,-5.067889931000502
69,108121_fnca,0.3,0.5,1,-5.177922905537464
49,108121_fnca,0.2,0.5,1,-5.186183019522222
79,108121_fnca,0.35,0.5,1,-5.368716935843739
