,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.25,0.1,0.4233333333333333,0.4949128049504295,108121_fnca,-2.1029556811324936,1.0
1,Punishment,0.5,0.25,0.1,0.4528,0.4979664009038589,108121_fnca,-2.1029556811324936,0.6
2,Reward,0.5,0.25,0.1,0.4304,0.4953303157463288,108121_fnca,-2.1029556811324936,0.76
