,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.45,0.05,1,0.4533333333333333,0.4986492345184558,120212_fnca,-1.8847563074225864,0.1666666666666666
1,Punishment,0.45,0.05,1,0.5232,0.4996613745241398,120212_fnca,-1.8847563074225864,0.4
2,Reward,0.45,0.05,1,0.5344,0.4990148822251151,120212_fnca,-1.8847563074225864,0.625
