,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
6529,143325_fnca,1,1,Reward,2,5,2.0,0,629,27,1,0,1,0,3.0,,1.0,,MostlyReward,MostlyReward
6530,143325_fnca,2,1,Reward,3,5,3.0,0,100,14,1,1,0,1,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
6531,143325_fnca,3,1,Punishment,4,5,3.0,0,931,13,2,2,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
6532,143325_fnca,4,1,Reward,5,5,2.0,0,857,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
6533,143325_fnca,5,1,Reward,6,5,2.0,0,889,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
6534,143325_fnca,6,1,Reward,7,5,2.0,0,1238,13,3,0,3,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
6535,143325_fnca,7,1,Neutral,8,5,3.0,0,733,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
6537,143325_fnca,10,1,Reward,10,5,3.0,0,980,14,3,3,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
6538,143325_fnca,11,1,Punishment,11,5,3.0,0,1004,13,4,4,0,0,2.0,3.0,1.0,Reward,MostlyPunishment,MostlyPunishment
6539,143325_fnca,12,1,Punishment,12,5,2.0,0,812,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
6540,143325_fnca,13,1,Punishment,13,5,2.0,0,412,13,2,0,2,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
6541,143325_fnca,14,1,Neutral,14,5,2.0,0,1309,13,3,0,3,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
6542,143325_fnca,15,1,Punishment,15,5,2.0,0,258,13,4,0,4,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
6543,143325_fnca,16,1,Punishment,16,5,3.0,0,562,14,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
6545,143325_fnca,19,1,Punishment,18,5,2.0,0,774,14,1,0,1,0,2.0,,0.0,,MostlyPunishment,MostlyPunishment
6546,143325_fnca,20,1,Punishment,19,5,2.0,0,1249,13,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
6550,143325_fnca,24,1,Neutral,23,5,3.0,0,573,14,2,2,0,0,3.0,,0.0,Punishment,MostlyPunishment,MostlyPunishment
6551,143325_fnca,25,1,Punishment,24,5,3.0,0,1229,13,3,3,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
6553,143325_fnca,28,1,Reward,26,5,3.0,0,600,13,5,5,0,0,3.0,,0.0,,MostlyReward,MostlyReward
6554,143325_fnca,29,1,Reward,27,5,3.0,0,507,13,6,6,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
6555,143325_fnca,30,1,Punishment,28,5,3.0,0,382,13,7,7,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
6556,143325_fnca,31,1,Reward,29,5,3.0,0,426,14,8,8,0,0,3.0,3.0,0.0,Punishment,MostlyReward,MostlyReward
6557,143325_fnca,32,1,Punishment,30,5,3.0,0,601,13,9,9,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
6558,143325_fnca,33,1,Reward,31,5,3.0,0,866,13,10,10,0,0,2.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
6559,143325_fnca,34,1,Reward,32,5,2.0,0,409,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
6561,143325_fnca,1,2,Punishment,2,5,3.0,0,547,27,1,1,0,0,3.0,,0.0,,,MostlyPunishment
6562,143325_fnca,2,2,Punishment,3,5,3.0,0,366,13,2,2,0,0,2.0,3.0,1.0,Punishment,,MostlyPunishment
6563,143325_fnca,3,2,Reward,4,5,2.0,0,681,14,1,0,1,0,2.0,3.0,0.0,Punishment,,MostlyPunishment
6564,143325_fnca,4,2,Punishment,5,5,2.0,0,423,14,2,0,2,0,3.0,2.0,1.0,Reward,,MostlyPunishment
6565,143325_fnca,5,2,Reward,6,5,3.0,0,586,13,1,1,0,0,2.0,2.0,1.0,Punishment,,MostlyPunishment
6566,143325_fnca,6,2,Punishment,7,5,2.0,0,558,14,1,0,1,0,3.0,3.0,1.0,Reward,,MostlyPunishment
6567,143325_fnca,7,2,Punishment,8,5,3.0,0,642,13,1,1,0,0,2.0,2.0,1.0,Punishment,,MostlyPunishment
6569,143325_fnca,10,2,Reward,10,5,3.0,0,586,13,1,1,0,0,3.0,,0.0,,,MostlyReward
6570,143325_fnca,11,2,Neutral,11,5,3.0,0,462,13,2,2,0,0,3.0,3.0,0.0,Reward,,MostlyReward
6571,143325_fnca,12,2,Reward,12,5,3.0,0,476,13,3,3,0,0,2.0,3.0,1.0,Neutral,,MostlyReward
6572,143325_fnca,13,2,Reward,13,5,2.0,0,473,13,1,0,1,0,2.0,3.0,0.0,Reward,,MostlyReward
6573,143325_fnca,14,2,Reward,14,5,2.0,0,1067,13,2,0,2,0,3.0,2.0,1.0,Reward,,MostlyReward
6574,143325_fnca,15,2,Reward,15,5,3.0,0,509,14,1,1,0,0,3.0,2.0,0.0,Reward,,MostlyReward
6575,143325_fnca,16,2,Neutral,16,5,3.0,0,331,14,2,2,0,0,2.0,3.0,1.0,Reward,,MostlyReward
6577,143325_fnca,19,2,Punishment,18,5,3.0,0,701,14,1,1,0,0,3.0,,0.0,,,MostlyPunishment
6578,143325_fnca,20,2,Punishment,19,5,3.0,0,427,13,2,2,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
