,HCPID,ans,bll,lf,LL
132,103515_fnca,0.5,0.3,0.1,-1.913779080896051
139,103515_fnca,0.5,0.65,0.1,-1.921098842346562
135,103515_fnca,0.5,0.45,0.1,-1.9216238813544193
142,103515_fnca,0.5,0.8,0.1,-1.9295551711138696
130,103515_fnca,0.5,0.2,0.1,-1.9339395809747837
117,103515_fnca,0.45,0.2,0.1,-1.935600835366786
121,103515_fnca,0.45,0.4,0.1,-1.9358357006737958
124,103515_fnca,0.45,0.55,0.1,-1.9371517319133238
141,103515_fnca,0.5,0.75,0.1,-1.937525343179613
119,103515_fnca,0.45,0.3,0.1,-1.9434281202474486
136,103515_fnca,0.5,0.5,0.1,-1.9471936116172484
125,103515_fnca,0.45,0.6,0.1,-1.947200764526745
133,103515_fnca,0.5,0.35,0.1,-1.9514348352454625
137,103515_fnca,0.5,0.55,0.1,-1.955037285765409
126,103515_fnca,0.45,0.65,0.1,-1.956868688302241
129,103515_fnca,0.45,0.8,0.1,-1.9608657767817996
138,103515_fnca,0.5,0.6,0.1,-1.964835112292181
131,103515_fnca,0.5,0.25,0.1,-1.967051778544215
134,103515_fnca,0.5,0.4,0.1,-1.9684657189829546
123,103515_fnca,0.45,0.5,0.1,-1.9736825563883285
127,103515_fnca,0.45,0.7,0.1,-1.975587897474142
140,103515_fnca,0.5,0.7,0.1,-1.9777300562822822
120,103515_fnca,0.45,0.35,0.1,-1.9782337191928367
128,103515_fnca,0.45,0.75,0.1,-1.985454771177999
107,103515_fnca,0.4,0.35,0.1,-1.9865493778673367
115,103515_fnca,0.4,0.75,0.1,-2.0012100486407265
99,103515_fnca,0.35,0.6,0.1,-2.0128099890722346
105,103515_fnca,0.4,0.25,0.1,-2.021574267334318
106,103515_fnca,0.4,0.3,0.1,-2.0343516456793904
103,103515_fnca,0.35,0.8,0.1,-2.0347383912329144
114,103515_fnca,0.4,0.7,0.1,-2.044991407449882
109,103515_fnca,0.4,0.45,0.1,-2.047142808320565
122,103515_fnca,0.45,0.45,0.1,-2.047814937094074
116,103515_fnca,0.4,0.8,0.1,-2.0485637042114075
104,103515_fnca,0.4,0.2,0.1,-2.04874377652603
95,103515_fnca,0.35,0.4,0.1,-2.051164987885098
110,103515_fnca,0.4,0.5,0.1,-2.056888193672721
118,103515_fnca,0.45,0.25,0.1,-2.06108963265934
112,103515_fnca,0.4,0.6,0.1,-2.062578058819324
96,103515_fnca,0.35,0.45,0.1,-2.0775758193275244
100,103515_fnca,0.35,0.65,0.1,-2.094741075298127
113,103515_fnca,0.4,0.65,0.1,-2.0958339099743637
108,103515_fnca,0.4,0.4,0.1,-2.0997182363496725
111,103515_fnca,0.4,0.55,0.1,-2.1024360747348156
98,103515_fnca,0.35,0.55,0.1,-2.108463775990719
91,103515_fnca,0.35,0.2,0.1,-2.115056404277756
97,103515_fnca,0.35,0.5,0.1,-2.1227510126478477
92,103515_fnca,0.35,0.25,0.1,-2.137697310062121
93,103515_fnca,0.35,0.3,0.1,-2.1455057337082035
90,103515_fnca,0.3,0.8,0.1,-2.168567913963774
80,103515_fnca,0.3,0.3,0.1,-2.1748504802038777
94,103515_fnca,0.35,0.35,0.1,-2.17519302917162
85,103515_fnca,0.3,0.55,0.1,-2.1771596054101865
79,103515_fnca,0.3,0.25,0.1,-2.1950592840247616
81,103515_fnca,0.3,0.35,0.1,-2.206229637435294
67,103515_fnca,0.25,0.3,0.1,-2.2171916800128617
102,103515_fnca,0.35,0.75,0.1,-2.2269808295417293
101,103515_fnca,0.35,0.7,0.1,-2.2332545999461675
78,103515_fnca,0.3,0.2,0.1,-2.264828349425845
69,103515_fnca,0.25,0.4,0.1,-2.2828056764842106
65,103515_fnca,0.25,0.2,0.1,-2.2865129839596587
68,103515_fnca,0.25,0.35,0.1,-2.3114520754651586
82,103515_fnca,0.3,0.4,0.1,-2.3164410159950917
74,103515_fnca,0.25,0.65,0.1,-2.354290018019702
87,103515_fnca,0.3,0.65,0.1,-2.355036687119836
84,103515_fnca,0.3,0.5,0.1,-2.3923586798345706
54,103515_fnca,0.2,0.3,0.1,-2.43689137120706
71,103515_fnca,0.25,0.5,0.1,-2.458740129670202
83,103515_fnca,0.3,0.45,0.1,-2.467545350637124
75,103515_fnca,0.25,0.7,0.1,-2.4712745586539304
88,103515_fnca,0.3,0.7,0.1,-2.479795189480114
86,103515_fnca,0.3,0.6,0.1,-2.4818510986716458
29,103515_fnca,0.1,0.35,0.1,-2.4890244996714586
46,103515_fnca,0.15,0.55,0.1,-2.4922838738417417
70,103515_fnca,0.25,0.45,0.1,-2.49412143746616
59,103515_fnca,0.2,0.55,0.1,-2.5072126860181125
5,103515_fnca,0.0,0.45,0.1,-2.5311718748502914
76,103515_fnca,0.25,0.75,0.1,-2.5316549407405504
66,103515_fnca,0.25,0.25,0.1,-2.5471874604643467
89,103515_fnca,0.3,0.75,0.1,-2.5532808001888903
20,103515_fnca,0.05,0.55,0.1,-2.5595257781144873
73,103515_fnca,0.25,0.6,0.1,-2.5626233069050985
52,103515_fnca,0.2,0.2,0.1,-2.579522010511393
2,103515_fnca,0.0,0.3,0.1,-2.6048373000044096
24,103515_fnca,0.05,0.75,0.1,-2.609145537021285
61,103515_fnca,0.2,0.65,0.1,-2.6208048990788084
21,103515_fnca,0.05,0.6,0.1,-2.643329588914407
38,103515_fnca,0.1,0.8,0.1,-2.6717442442785044
53,103515_fnca,0.2,0.25,0.1,-2.674739016807115
35,103515_fnca,0.1,0.65,0.1,-2.6899041128069916
41,103515_fnca,0.15,0.3,0.1,-2.6962616728792197
25,103515_fnca,0.05,0.8,0.1,-2.6964351368080552
6,103515_fnca,0.0,0.5,0.1,-2.71852964988271
57,103515_fnca,0.2,0.45,0.1,-2.72642607805073
32,103515_fnca,0.1,0.5,0.1,-2.726959285843491
56,103515_fnca,0.2,0.4,0.1,-2.7583029645688666
43,103515_fnca,0.15,0.4,0.1,-2.7630673521941365
0,103515_fnca,0.0,0.2,0.1,-2.763832087389786
64,103515_fnca,0.2,0.8,0.1,-2.7789132862768273
63,103515_fnca,0.2,0.75,0.1,-2.780728829201034
18,103515_fnca,0.05,0.45,0.1,-2.8019452564253635
33,103515_fnca,0.1,0.55,0.1,-2.8093374654657994
77,103515_fnca,0.25,0.8,0.1,-2.8218251783355486
45,103515_fnca,0.15,0.5,0.1,-2.8413897233523877
62,103515_fnca,0.2,0.7,0.1,-2.844481187005819
28,103515_fnca,0.1,0.3,0.1,-2.846951326986797
