,HCPID,egs,alpha,r,LL
10,142424_fnca,0.05,0.05,1,-1.8395682536901679
20,142424_fnca,0.1,0.05,1,-1.8471571458105838
30,142424_fnca,0.15,0.05,1,-1.8638045351318784
40,142424_fnca,0.2,0.05,1,-1.8690238380303104
60,142424_fnca,0.3,0.05,1,-1.8827902663984113
50,142424_fnca,0.25,0.05,1,-1.8918162991759777
31,142424_fnca,0.15,0.1,1,-1.8926961610376802
80,142424_fnca,0.4,0.05,1,-1.8987073334558557
70,142424_fnca,0.35,0.05,1,-1.8991693479253042
90,142424_fnca,0.45,0.05,1,-1.899723846412873
61,142424_fnca,0.3,0.1,1,-1.9019276562919312
100,142424_fnca,0.5,0.05,1,-1.90752747952662
51,142424_fnca,0.25,0.1,1,-1.9078840351724446
81,142424_fnca,0.4,0.1,1,-1.9177976036844497
101,142424_fnca,0.5,0.1,1,-1.9200334568978064
91,142424_fnca,0.45,0.1,1,-1.9211756418544486
41,142424_fnca,0.2,0.1,1,-1.9238649811852846
71,142424_fnca,0.35,0.1,1,-1.9239905683566128
21,142424_fnca,0.1,0.1,1,-1.9512948834692203
0,142424_fnca,0.0,0.05,1,-1.9782432175434017
92,142424_fnca,0.45,0.15,1,-2.0047930942281305
102,142424_fnca,0.5,0.15,1,-2.0104942427996404
11,142424_fnca,0.05,0.1,1,-2.0284874530110186
82,142424_fnca,0.4,0.15,1,-2.042349109790149
62,142424_fnca,0.3,0.15,1,-2.106591598741539
52,142424_fnca,0.25,0.15,1,-2.134007314554758
72,142424_fnca,0.35,0.15,1,-2.137780484679185
1,142424_fnca,0.0,0.1,1,-2.142926901333893
93,142424_fnca,0.45,0.2,1,-2.2181828939423207
103,142424_fnca,0.5,0.2,1,-2.2503889994954593
42,142424_fnca,0.2,0.15,1,-2.2601916904524613
83,142424_fnca,0.4,0.2,1,-2.3216292857603027
32,142424_fnca,0.15,0.15,1,-2.41924089103896
22,142424_fnca,0.1,0.15,1,-2.5171507508189057
12,142424_fnca,0.05,0.15,1,-2.5508503693369704
63,142424_fnca,0.3,0.2,1,-2.5712685319015955
73,142424_fnca,0.35,0.2,1,-2.5726980404189264
2,142424_fnca,0.0,0.15,1,-2.5806704109902703
104,142424_fnca,0.5,0.25,1,-2.624616986008909
84,142424_fnca,0.4,0.25,1,-2.653999479673777
53,142424_fnca,0.25,0.2,1,-2.7066176367835024
43,142424_fnca,0.2,0.2,1,-2.8021879249301502
94,142424_fnca,0.45,0.25,1,-2.971408191197841
74,142424_fnca,0.35,0.25,1,-2.976712808726738
106,142424_fnca,0.5,0.35,1,-3.06412115750532
105,142424_fnca,0.5,0.3,1,-3.08256527151097
5,142424_fnca,0.0,0.3,1,-3.0975927411373982
13,142424_fnca,0.05,0.2,1,-3.1043619539540863
4,142424_fnca,0.0,0.25,1,-3.1062129396855633
33,142424_fnca,0.15,0.2,1,-3.1138659991455424
14,142424_fnca,0.05,0.25,1,-3.1237300265942753
3,142424_fnca,0.0,0.2,1,-3.1240715808722954
23,142424_fnca,0.1,0.2,1,-3.127191789661393
24,142424_fnca,0.1,0.25,1,-3.139135394208351
44,142424_fnca,0.2,0.25,1,-3.2195760492580394
