,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.05,0.05,1,0.17,0.3762604235825434,142424_fnca,-1.8395682536901679,1.0
1,Punishment,0.05,0.05,1,0.7304,0.4439296101850375,142424_fnca,-1.8395682536901679,0.7083333333333334
2,Reward,0.05,0.05,1,0.4632,0.4988434983726809,142424_fnca,-1.8395682536901679,0.4782608695652174
