,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
143,Punishment,0.0,0.2,0.1,0.176,0.3809725870580084,103414_fnca,0.56,-1.0079465374802168,0.24004793548077807,-1.4269166444138517
286,Reward,0.0,0.2,0.1,0.192,0.3940307198259208,103414_fnca,0.48,-0.7309074788058042,0.30542488552679625,-1.1860514044918014
144,Punishment,0.0,0.25,0.1,0.1304,0.3368777661162024,103414_fnca,0.56,-1.2752399926916345,0.17692010142778006,-1.7320570526847525
287,Reward,0.0,0.25,0.1,0.1328,0.3394942784379047,103414_fnca,0.48,-1.0226976477999898,0.23647949596938533,-1.4418937726124887
145,Punishment,0.0,0.3,0.1,0.1232,0.3287981852098303,103414_fnca,0.56,-1.3284744857130093,0.16507410861417948,-1.8013607627998949
288,Reward,0.0,0.3,0.1,0.1248,0.3306242730471289,103414_fnca,0.48,-1.0743312846524367,0.2240172126714288,-1.4960323877961499
146,Punishment,0.0,0.35,0.1,0.1592,0.3660089206891266,103414_fnca,0.56,-1.0950552769188475,0.21903766821845957,-1.5185115629585795
289,Reward,0.0,0.35,0.1,0.1664,0.3725883756615905,103414_fnca,0.48,-0.841679506085376,0.27994818998926657,-1.2731507286867338
147,Punishment,0.0,0.4,0.1,0.144,0.3512302523304643,103414_fnca,0.56,-1.1844082257714958,0.19782945539451738,-1.620349955842264
290,Reward,0.0,0.4,0.1,0.1408,0.3479543328861122,103414_fnca,0.48,-0.974840569411798,0.24805727768163935,-1.3940956010902317
148,Punishment,0.0,0.45,0.1,0.144,0.3512302523304643,103414_fnca,0.56,-1.1844082257714958,0.19782945539451738,-1.620349955842264
291,Reward,0.0,0.45,0.1,0.1504,0.357606132101469,103414_fnca,0.48,-0.9216844187293678,0.2608813384305738,-1.343689617068919
149,Punishment,0.0,0.5,0.1,0.2304,0.4212574109081003,103414_fnca,0.56,-0.7824194695815195,0.29374928534500794,-1.225028646394786
292,Reward,0.0,0.5,0.1,0.2304,0.4212574109081005,103414_fnca,0.48,-0.5925118313335775,0.33471573208138383,-1.0944736683398075
150,Punishment,0.0,0.55,0.1,0.2112,0.4083233306509481,103414_fnca,0.56,-0.8542250070402392,0.27698588949844843,-1.283788714531121
293,Reward,0.0,0.55,0.1,0.1928,0.3946552447513753,103414_fnca,0.48,-0.7277237635114417,0.306134885705925,-1.1837294711943012
151,Punishment,0.0,0.6,0.1,0.0728,0.2599119146224162,103414_fnca,0.56,-1.8744812091733996,0.0688532097813123,-2.675778434976758
294,Reward,0.0,0.6,0.1,0.084,0.2774988369049261,103414_fnca,0.48,-1.427033008198422,0.14411407054290418,-1.9371501364485915
152,Punishment,0.0,0.65,0.1,0.1576,0.364511364470111,103414_fnca,0.56,-1.1039436331017214,0.21690749519830152,-1.5282843057375868
295,Reward,0.0,0.65,0.1,0.1568,0.3637576331742798,103414_fnca,0.48,-0.8885036918116073,0.26883487420946556,-1.3136579383861005
153,Punishment,0.0,0.7,0.1,0.1176,0.3222628161270341,103414_fnca,0.56,-1.372792571345273,0.15548309685397035,-1.861218255175056
296,Reward,0.0,0.7,0.1,0.1248,0.3306242730471287,103414_fnca,0.48,-1.074331284652437,0.22401721267142866,-1.4960323877961506
154,Punishment,0.0,0.75,0.1,0.1504,0.3576061321014692,103414_fnca,0.56,-1.1453942291005732,0.20702773623215812,-1.5749025032331208
297,Reward,0.0,0.75,0.1,0.1424,0.349599794068604,103414_fnca,0.48,-0.9656756260381287,0.2502729290104366,-1.3852032405667387
155,Punishment,0.0,0.8,0.1,0.0872,0.2822408331732464,103414_fnca,0.56,-1.6751651229352196,0.0980745252330753,-2.3220276277539575
298,Reward,0.0,0.8,0.1,0.0848,0.2786953477858966,103414_fnca,0.48,-1.4180358701344606,0.1459704028983348,-1.924351397698671
156,Punishment,0.05,0.2,0.1,0.1648,0.3711484351694655,103414_fnca,0.56,-1.0648030883372919,0.22631185496170206,-1.48584134167099
299,Reward,0.05,0.2,0.1,0.148,0.3552421111946791,103414_fnca,0.48,-0.9345738850709002,0.2577789855017361,-1.3556527065329307
157,Punishment,0.05,0.25,0.1,0.1392,0.3462936549178298,103414_fnca,0.56,-1.2151536536233951,0.19066492057004134,-1.6572377341618159
