,HCPID,ans,bll,lf,LL
135,149337_fnca,0.5,0.45,0.1,-1.924497980540166
130,149337_fnca,0.5,0.2,0.1,-1.935962626814922
134,149337_fnca,0.5,0.4,0.1,-1.9372087254027133
131,149337_fnca,0.5,0.25,0.1,-1.9431042211660936
138,149337_fnca,0.5,0.6,0.1,-1.9512221256412545
140,149337_fnca,0.5,0.7,0.1,-1.953118992307395
119,149337_fnca,0.45,0.3,0.1,-1.9564057618309267
136,149337_fnca,0.5,0.5,0.1,-1.9595815877408587
129,149337_fnca,0.45,0.8,0.1,-1.963429502531179
117,149337_fnca,0.45,0.2,0.1,-1.9693569773346824
133,149337_fnca,0.5,0.35,0.1,-1.9698846141136932
139,149337_fnca,0.5,0.65,0.1,-1.9705409519109307
142,149337_fnca,0.5,0.8,0.1,-1.9709017762132146
125,149337_fnca,0.45,0.6,0.1,-1.9769809028567025
123,149337_fnca,0.45,0.5,0.1,-1.9800467846226761
127,149337_fnca,0.45,0.7,0.1,-1.9892641150549295
132,149337_fnca,0.5,0.3,0.1,-1.9964398621863313
124,149337_fnca,0.45,0.55,0.1,-1.9972097818092918
137,149337_fnca,0.5,0.55,0.1,-2.0071752832676024
141,149337_fnca,0.5,0.75,0.1,-2.007283908837068
126,149337_fnca,0.45,0.65,0.1,-2.013363880731656
115,149337_fnca,0.4,0.75,0.1,-2.0217741690998703
122,149337_fnca,0.45,0.45,0.1,-2.0223749644283227
118,149337_fnca,0.45,0.25,0.1,-2.0286805859182735
121,149337_fnca,0.45,0.4,0.1,-2.0342575910923366
114,149337_fnca,0.4,0.7,0.1,-2.0435913290378878
107,149337_fnca,0.4,0.35,0.1,-2.0446433427704647
120,149337_fnca,0.45,0.35,0.1,-2.0470570205371232
110,149337_fnca,0.4,0.5,0.1,-2.0473468993715
112,149337_fnca,0.4,0.6,0.1,-2.054723399414694
105,149337_fnca,0.4,0.25,0.1,-2.0599625856172876
113,149337_fnca,0.4,0.65,0.1,-2.063518319230374
116,149337_fnca,0.4,0.8,0.1,-2.071910866756396
97,149337_fnca,0.35,0.5,0.1,-2.0784712800114855
128,149337_fnca,0.45,0.75,0.1,-2.081823254225905
100,149337_fnca,0.35,0.65,0.1,-2.083698820272181
101,149337_fnca,0.35,0.7,0.1,-2.0871830277880843
