,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std
0,Neutral,0.0,0.05,1,0.0,0.0
1,Neutral,0.0,0.1,1,0.0,0.0
2,Neutral,0.0,0.15,1,0.0,0.0
3,Neutral,0.0,0.2,1,0.0,0.0
4,Neutral,0.0,0.25,1,0.0,0.0
5,Neutral,0.0,0.3,1,0.0,0.0
6,Neutral,0.0,0.35,1,0.0,0.0
7,Neutral,0.0,0.4,1,0.0,0.0
8,Neutral,0.0,0.45,1,0.0,0.0
9,Neutral,0.0,0.5,1,0.0,0.0
10,Neutral,0.05,0.05,1,0.14333333333333334,0.35099794026335734
11,Neutral,0.05,0.1,1,0.12666666666666668,0.3331549132304482
12,Neutral,0.05,0.15,1,0.023333333333333334,0.15121212222763153
13,Neutral,0.05,0.2,1,0.0033333333333333335,0.05773502691896259
14,Neutral,0.05,0.25,1,0.0033333333333333335,0.057735026918962595
15,Neutral,0.05,0.3,1,0.09,0.2866599257717728
16,Neutral,0.05,0.35,1,0.02666666666666667,0.16137646493112864
17,Neutral,0.05,0.4,1,0.006666666666666667,0.08151300584956361
18,Neutral,0.05,0.45,1,0.03,0.17087224588772665
19,Neutral,0.05,0.5,1,0.08,0.27174648819470304
20,Neutral,0.1,0.05,1,0.25,0.4337361989746802
21,Neutral,0.1,0.1,1,0.20666666666666667,0.40559080597963043
22,Neutral,0.1,0.15,1,0.11666666666666667,0.3215590505108515
23,Neutral,0.1,0.2,1,0.05,0.2183090993894991
24,Neutral,0.1,0.25,1,0.056666666666666664,0.23159088211286505
25,Neutral,0.1,0.3,1,0.09333333333333334,0.2913850368290184
26,Neutral,0.1,0.35,1,0.07333333333333333,0.2611184245913959
27,Neutral,0.1,0.4,1,0.07333333333333333,0.26111842459139595
28,Neutral,0.1,0.45,1,0.06,0.23788364542889828
29,Neutral,0.1,0.5,1,0.09,0.2866599257717727
30,Neutral,0.15,0.05,1,0.32666666666666666,0.46977781223159715
31,Neutral,0.15,0.1,1,0.24,0.42779671976864897
32,Neutral,0.15,0.15,1,0.2,0.4006683379765068
33,Neutral,0.15,0.2,1,0.13333333333333333,0.3405026123034994
34,Neutral,0.15,0.25,1,0.09,0.28665992577177274
35,Neutral,0.15,0.3,1,0.15,0.3576680324053051
36,Neutral,0.15,0.35,1,0.13,0.33686534530812934
37,Neutral,0.15,0.4,1,0.11666666666666667,0.32155905051085154
38,Neutral,0.15,0.45,1,0.1,0.30050125348238005
39,Neutral,0.15,0.5,1,0.11666666666666667,0.3215590505108516
40,Neutral,0.2,0.05,1,0.33,0.47099837036123926
41,Neutral,0.2,0.1,1,0.28,0.44974909393087026
42,Neutral,0.2,0.15,1,0.22,0.41493844488487475
43,Neutral,0.2,0.2,1,0.15666666666666668,0.36409353546046735
44,Neutral,0.2,0.25,1,0.12,0.32550449652428015
45,Neutral,0.2,0.3,1,0.19666666666666666,0.39814228589993755
46,Neutral,0.2,0.35,1,0.15666666666666668,0.3640935354604673
47,Neutral,0.2,0.4,1,0.13,0.3368653453081295
48,Neutral,0.2,0.45,1,0.12,0.3255044965242802
49,Neutral,0.2,0.5,1,0.14,0.3475667929841461
50,Neutral,0.25,0.05,1,0.36666666666666664,0.48269958066358254
51,Neutral,0.25,0.1,1,0.37666666666666665,0.48535980056955536
52,Neutral,0.25,0.15,1,0.25333333333333335,0.43564685564303235
53,Neutral,0.25,0.2,1,0.20666666666666667,0.4055908059796303
54,Neutral,0.25,0.25,1,0.17666666666666667,0.382023597419724
55,Neutral,0.25,0.3,1,0.17,0.37626042358254375
56,Neutral,0.25,0.35,1,0.19333333333333333,0.39557192271742875
