,HCPID,ans,bll,lf,LL
142,128329_fnca,0.5,0.8,0.1,-1.894141175291685
139,128329_fnca,0.5,0.65,0.1,-1.9192739838953923
133,128329_fnca,0.5,0.35,0.1,-1.9200480147331367
137,128329_fnca,0.5,0.55,0.1,-1.924497980540166
134,128329_fnca,0.5,0.4,0.1,-1.9357829812111165
127,128329_fnca,0.45,0.7,0.1,-1.9367263857978876
126,128329_fnca,0.45,0.65,0.1,-1.9370539239075844
118,128329_fnca,0.45,0.25,0.1,-1.9433113519567689
135,128329_fnca,0.5,0.45,0.1,-1.9448737061787993
136,128329_fnca,0.5,0.5,0.1,-1.9517186280985117
131,128329_fnca,0.5,0.25,0.1,-1.9552242347042366
138,128329_fnca,0.5,0.6,0.1,-1.956211562296301
141,128329_fnca,0.5,0.75,0.1,-1.958103362157574
130,128329_fnca,0.5,0.2,0.1,-1.9582642585110008
140,128329_fnca,0.5,0.7,0.1,-1.9590007955837114
122,128329_fnca,0.45,0.45,0.1,-1.9618361655364422
120,128329_fnca,0.45,0.35,0.1,-1.9657004565173786
132,128329_fnca,0.5,0.3,0.1,-1.9664333833852523
117,128329_fnca,0.45,0.2,0.1,-1.9754099235308689
114,128329_fnca,0.4,0.7,0.1,-1.976667702778407
123,128329_fnca,0.45,0.5,0.1,-1.9786052546564319
107,128329_fnca,0.4,0.35,0.1,-2.0063347577035504
125,128329_fnca,0.45,0.6,0.1,-2.0119810803027955
129,128329_fnca,0.45,0.8,0.1,-2.0129766523541135
124,128329_fnca,0.45,0.55,0.1,-2.0151252717568013
121,128329_fnca,0.45,0.4,0.1,-2.0220536137960567
113,128329_fnca,0.4,0.65,0.1,-2.0252615203597286
128,128329_fnca,0.45,0.75,0.1,-2.0275167018315137
119,128329_fnca,0.45,0.3,0.1,-2.044560554328797
110,128329_fnca,0.4,0.5,0.1,-2.0447752041934595
115,128329_fnca,0.4,0.75,0.1,-2.0553116661301276
109,128329_fnca,0.4,0.45,0.1,-2.0581665589761444
108,128329_fnca,0.4,0.4,0.1,-2.0690166551990035
103,128329_fnca,0.35,0.8,0.1,-2.0750082343497027
102,128329_fnca,0.35,0.75,0.1,-2.0793319959301044
106,128329_fnca,0.4,0.3,0.1,-2.080192753735303
95,128329_fnca,0.35,0.4,0.1,-2.0890142167168504
112,128329_fnca,0.4,0.6,0.1,-2.0999891606926204
97,128329_fnca,0.35,0.5,0.1,-2.1071644288634346
105,128329_fnca,0.4,0.25,0.1,-2.114540101041763
86,128329_fnca,0.3,0.6,0.1,-2.123590182627897
