,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.5,0.1,0.42,0.4943831669050468,171633_fnca,-1.8440156198934892,0.6666666666666666
1,Punishment,0.5,0.5,0.1,0.4136,0.4926755761946223,171633_fnca,-1.8440156198934892,0.36
2,Reward,0.5,0.5,0.1,0.4296,0.495217156433034,171633_fnca,-1.8440156198934892,0.44
