,HCPID,egs,alpha,r,LL
33,131722_fnca,0.15,0.2,1,-1.8388553063267423
13,131722_fnca,0.05,0.2,1,-1.8397208124427047
24,131722_fnca,0.1,0.25,1,-1.8399973010077157
23,131722_fnca,0.1,0.2,1,-1.8401256189432966
4,131722_fnca,0.0,0.25,1,-1.8403585235634252
14,131722_fnca,0.05,0.25,1,-1.84039383448337
43,131722_fnca,0.2,0.2,1,-1.840404339008214
5,131722_fnca,0.0,0.3,1,-1.8406081920675068
3,131722_fnca,0.0,0.2,1,-1.8407391735182714
64,131722_fnca,0.3,0.25,1,-1.8424909018293167
44,131722_fnca,0.2,0.25,1,-1.8428693837738879
54,131722_fnca,0.25,0.25,1,-1.843124162538667
34,131722_fnca,0.15,0.25,1,-1.8433201846126819
74,131722_fnca,0.35,0.25,1,-1.8437153960690937
105,131722_fnca,0.5,0.3,1,-1.8466196734715603
84,131722_fnca,0.4,0.25,1,-1.8488963940195564
104,131722_fnca,0.5,0.25,1,-1.8496947564033133
106,131722_fnca,0.5,0.35,1,-1.8510226032064985
6,131722_fnca,0.0,0.35,1,-1.8514249708201533
8,131722_fnca,0.0,0.45,1,-1.851657875440282
9,131722_fnca,0.0,0.5,1,-1.8517806423911074
7,131722_fnca,0.0,0.4,1,-1.8517806423911074
95,131722_fnca,0.45,0.3,1,-1.852795710165236
96,131722_fnca,0.45,0.35,1,-1.8535508288290998
17,131722_fnca,0.05,0.4,1,-1.8536676219999264
35,131722_fnca,0.15,0.3,1,-1.8539231396682543
94,131722_fnca,0.45,0.25,1,-1.8557522751679965
85,131722_fnca,0.4,0.3,1,-1.85600500495007
53,131722_fnca,0.25,0.2,1,-1.8572516241234358
16,131722_fnca,0.05,0.35,1,-1.8573415109374982
107,131722_fnca,0.5,0.4,1,-1.8587694251984908
25,131722_fnca,0.1,0.3,1,-1.8587694251984908
65,131722_fnca,0.3,0.3,1,-1.8590125404961104
97,131722_fnca,0.45,0.4,1,-1.8592194206266042
