,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
8385,154734_fnca,1,1,Reward,2,5,2.0,0,488,27,1,0,1,0,2.0,,0.0,,MostlyReward,MostlyReward
8388,154734_fnca,4,1,Reward,5,5,3.0,0,419,13,1,1,0,0,2.0,,1.0,Punishment,MostlyReward,MostlyReward
8389,154734_fnca,5,1,Reward,6,5,2.0,0,362,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
8390,154734_fnca,6,1,Reward,7,5,3.0,0,370,14,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
8391,154734_fnca,7,1,Neutral,8,5,3.0,0,450,13,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
8393,154734_fnca,10,1,Reward,10,5,2.0,0,465,13,1,0,1,0,2.0,,0.0,,MostlyPunishment,MostlyPunishment
8394,154734_fnca,11,1,Punishment,11,5,2.0,0,379,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyPunishment,MostlyPunishment
8395,154734_fnca,12,1,Punishment,12,5,2.0,0,806,13,3,0,3,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8396,154734_fnca,13,1,Punishment,13,5,2.0,0,519,13,4,0,4,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8397,154734_fnca,14,1,Neutral,14,5,2.0,0,684,13,5,0,5,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8398,154734_fnca,15,1,Punishment,15,5,2.0,0,316,13,6,0,6,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
8399,154734_fnca,16,1,Punishment,16,5,3.0,0,475,14,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
8401,154734_fnca,19,1,Punishment,18,5,3.0,0,518,13,1,1,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
8402,154734_fnca,20,1,Punishment,19,5,3.0,0,325,14,2,2,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
8403,154734_fnca,21,1,Punishment,20,5,3.0,0,313,14,3,3,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
8404,154734_fnca,22,1,Neutral,21,5,2.0,0,621,14,1,0,1,0,3.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
