,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
1857,110411_fnca,1,1,Reward,2,5,3.0,0,705,27,1,1,0,0,2.0,,1.0,,MostlyReward,MostlyReward
1858,110411_fnca,2,1,Reward,3,5,2.0,0,672,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
1859,110411_fnca,3,1,Punishment,4,5,2.0,0,557,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
1860,110411_fnca,4,1,Reward,5,5,2.0,0,637,14,3,0,3,0,3.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
1861,110411_fnca,5,1,Reward,6,5,3.0,0,681,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
1862,110411_fnca,6,1,Reward,7,5,3.0,0,460,13,2,2,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
1863,110411_fnca,7,1,Neutral,8,5,2.0,0,398,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
1865,110411_fnca,10,1,Reward,10,5,3.0,0,625,13,1,1,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
1866,110411_fnca,11,1,Punishment,11,5,3.0,0,416,14,2,2,0,0,3.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
1867,110411_fnca,12,1,Punishment,12,5,3.0,0,376,13,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
1868,110411_fnca,13,1,Punishment,13,5,3.0,0,319,14,4,4,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
1869,110411_fnca,14,1,Neutral,14,5,3.0,0,446,13,5,5,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
1870,110411_fnca,15,1,Punishment,15,5,3.0,0,406,13,6,6,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
1871,110411_fnca,16,1,Punishment,16,5,3.0,0,312,13,7,7,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
1873,110411_fnca,19,1,Punishment,18,5,3.0,0,628,13,9,9,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
1874,110411_fnca,20,1,Punishment,19,5,3.0,0,314,13,10,10,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
