,HCPID,ans,bll,lf,LL
141,154835_fnca,0.5,0.75,0.1,-1.9477717406736483
117,154835_fnca,0.45,0.2,0.1,-1.9502770793819473
138,154835_fnca,0.5,0.6,0.1,-1.9523600498206464
108,154835_fnca,0.4,0.4,0.1,-1.9524729171587425
119,154835_fnca,0.45,0.3,0.1,-1.9528154888326474
137,154835_fnca,0.5,0.55,0.1,-1.9549688912799905
121,154835_fnca,0.45,0.4,0.1,-1.957060661592528
120,154835_fnca,0.45,0.35,0.1,-1.9644928168800182
118,154835_fnca,0.45,0.25,0.1,-1.9661970037690422
136,154835_fnca,0.5,0.5,0.1,-1.967128459614885
134,154835_fnca,0.5,0.4,0.1,-1.9682388169478746
132,154835_fnca,0.5,0.3,0.1,-1.9693435414997353
135,154835_fnca,0.5,0.45,0.1,-1.973931522417942
126,154835_fnca,0.45,0.65,0.1,-1.9744631716906382
142,154835_fnca,0.5,0.8,0.1,-1.9850643407551207
133,154835_fnca,0.5,0.35,0.1,-1.9869205031560893
130,154835_fnca,0.5,0.2,0.1,-1.9869489629714367
140,154835_fnca,0.5,0.7,0.1,-1.987026759854873
110,154835_fnca,0.4,0.5,0.1,-1.9913489844668235
129,154835_fnca,0.45,0.8,0.1,-1.9991554192003056
127,154835_fnca,0.45,0.7,0.1,-1.999279336335586
107,154835_fnca,0.4,0.35,0.1,-2.002396252062635
139,154835_fnca,0.5,0.65,0.1,-2.013130580836754
113,154835_fnca,0.4,0.65,0.1,-2.017106187708679
128,154835_fnca,0.45,0.75,0.1,-2.023583470270572
123,154835_fnca,0.45,0.5,0.1,-2.0251267792541476
106,154835_fnca,0.4,0.3,0.1,-2.0274278148360168
131,154835_fnca,0.5,0.25,0.1,-2.033609280802154
112,154835_fnca,0.4,0.6,0.1,-2.035269693725787
114,154835_fnca,0.4,0.7,0.1,-2.0403698787268736
105,154835_fnca,0.4,0.25,0.1,-2.0502137224542247
109,154835_fnca,0.4,0.45,0.1,-2.051850723590151
116,154835_fnca,0.4,0.8,0.1,-2.052855083302534
122,154835_fnca,0.45,0.45,0.1,-2.0588431225024597
125,154835_fnca,0.45,0.6,0.1,-2.0606742381395406
124,154835_fnca,0.45,0.55,0.1,-2.0760426960026277
101,154835_fnca,0.35,0.7,0.1,-2.082775701304614
115,154835_fnca,0.4,0.75,0.1,-2.102376949513064
103,154835_fnca,0.35,0.8,0.1,-2.1077056941910746
82,154835_fnca,0.3,0.4,0.1,-2.115907429411123
104,154835_fnca,0.4,0.2,0.1,-2.1203940222721247
98,154835_fnca,0.35,0.55,0.1,-2.121340594570713
96,154835_fnca,0.35,0.45,0.1,-2.131217337542967
100,154835_fnca,0.35,0.65,0.1,-2.1325445327308605
83,154835_fnca,0.3,0.45,0.1,-2.1529354785613726
93,154835_fnca,0.35,0.3,0.1,-2.1625286207434833
91,154835_fnca,0.35,0.2,0.1,-2.1652421766313577
94,154835_fnca,0.35,0.35,0.1,-2.171227414351174
92,154835_fnca,0.35,0.25,0.1,-2.182000125829079
75,154835_fnca,0.25,0.7,0.1,-2.1887490572353756
95,154835_fnca,0.35,0.4,0.1,-2.1938827194888417
111,154835_fnca,0.4,0.55,0.1,-2.203886133299595
86,154835_fnca,0.3,0.6,0.1,-2.2053434344390324
78,154835_fnca,0.3,0.2,0.1,-2.222905589809668
90,154835_fnca,0.3,0.8,0.1,-2.2441486932654016
66,154835_fnca,0.25,0.25,0.1,-2.2532541599817715
97,154835_fnca,0.35,0.5,0.1,-2.272268265870579
85,154835_fnca,0.3,0.55,0.1,-2.2732906121743337
102,154835_fnca,0.35,0.75,0.1,-2.2884470939801016
99,154835_fnca,0.35,0.6,0.1,-2.2887738444164243
81,154835_fnca,0.3,0.35,0.1,-2.3054559959174936
89,154835_fnca,0.3,0.75,0.1,-2.311809011042304
80,154835_fnca,0.3,0.3,0.1,-2.311929993463606
87,154835_fnca,0.3,0.65,0.1,-2.344901470184254
58,154835_fnca,0.2,0.5,0.1,-2.3644719668183227
