,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
7169,148335_fnca,1,1,Reward,2,5,2.0,0,478,27,1,0,1,0,3.0,,1.0,,MostlyReward,MostlyReward
7170,148335_fnca,2,1,Reward,3,5,3.0,0,495,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
7171,148335_fnca,3,1,Punishment,4,5,3.0,0,505,13,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
7172,148335_fnca,4,1,Reward,5,5,3.0,0,353,13,3,3,0,0,2.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
7173,148335_fnca,5,1,Reward,6,5,2.0,0,620,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
7174,148335_fnca,6,1,Reward,7,5,2.0,0,662,14,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
7175,148335_fnca,7,1,Neutral,8,5,3.0,0,732,14,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
7177,148335_fnca,10,1,Reward,10,5,2.0,0,552,13,1,0,1,0,2.0,,0.0,,MostlyPunishment,MostlyPunishment
7178,148335_fnca,11,1,Punishment,11,5,2.0,0,332,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyPunishment,MostlyPunishment
7179,148335_fnca,12,1,Punishment,12,5,2.0,0,348,13,3,0,3,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7180,148335_fnca,13,1,Punishment,13,5,3.0,0,351,14,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7181,148335_fnca,14,1,Neutral,14,5,3.0,0,298,13,2,2,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7182,148335_fnca,15,1,Punishment,15,5,3.0,0,321,13,3,3,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
7183,148335_fnca,16,1,Punishment,16,5,3.0,0,337,13,4,4,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7185,148335_fnca,19,1,Punishment,18,5,2.0,0,498,13,1,0,1,0,2.0,,0.0,,MostlyPunishment,MostlyPunishment
7186,148335_fnca,20,1,Punishment,19,5,2.0,0,451,14,2,0,2,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7187,148335_fnca,21,1,Punishment,20,5,2.0,0,283,14,3,0,3,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
7188,148335_fnca,22,1,Neutral,21,5,3.0,0,343,13,1,1,0,0,3.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7189,148335_fnca,23,1,Punishment,22,5,3.0,0,314,13,2,2,0,0,3.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
7190,148335_fnca,24,1,Neutral,23,5,3.0,0,318,14,3,3,0,0,3.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
7191,148335_fnca,25,1,Punishment,24,5,3.0,0,306,13,4,4,0,0,2.0,3.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
7193,148335_fnca,28,1,Reward,26,5,2.0,0,539,13,2,0,2,0,2.0,,0.0,,MostlyReward,MostlyReward
7194,148335_fnca,29,1,Reward,27,5,2.0,0,282,14,3,0,3,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
