,HCPID,egs,alpha,r,LL
52,154936_fnca,0.25,0.15,1,-1.8491175108988263
82,154936_fnca,0.4,0.15,1,-1.8520482012156614
72,154936_fnca,0.35,0.15,1,-1.8523815564764876
42,154936_fnca,0.2,0.15,1,-1.8545304618719232
83,154936_fnca,0.4,0.2,1,-1.8593191391378614
103,154936_fnca,0.5,0.2,1,-1.8598386649819592
32,154936_fnca,0.15,0.15,1,-1.861117412096458
93,154936_fnca,0.45,0.2,1,-1.8626436566461413
62,154936_fnca,0.3,0.15,1,-1.8629979383587565
11,154936_fnca,0.05,0.1,1,-1.8675200087680612
92,154936_fnca,0.45,0.15,1,-1.8693652223667634
102,154936_fnca,0.5,0.15,1,-1.873474596928315
22,154936_fnca,0.1,0.15,1,-1.8739658135836295
21,154936_fnca,0.1,0.1,1,-1.8798032535359555
31,154936_fnca,0.15,0.1,1,-1.8833671315982867
1,154936_fnca,0.0,0.1,1,-1.9016026861876916
12,154936_fnca,0.05,0.15,1,-1.9119589735171039
2,154936_fnca,0.0,0.15,1,-1.9135037021042738
51,154936_fnca,0.25,0.1,1,-1.9137649794131677
71,154936_fnca,0.35,0.1,1,-1.9158151070635874
73,154936_fnca,0.35,0.2,1,-1.9251941571385403
61,154936_fnca,0.3,0.1,1,-1.928154101318607
81,154936_fnca,0.4,0.1,1,-1.932612905942193
91,154936_fnca,0.45,0.1,1,-1.9332899589425927
41,154936_fnca,0.2,0.1,1,-1.9385550105054947
104,154936_fnca,0.5,0.25,1,-1.9491917907793308
101,154936_fnca,0.5,0.1,1,-1.9496659656677982
63,154936_fnca,0.3,0.2,1,-1.9592506659266278
53,154936_fnca,0.25,0.2,1,-1.9714892976027052
100,154936_fnca,0.5,0.05,1,-1.9792182674724428
90,154936_fnca,0.45,0.05,1,-1.9793504244220044
80,154936_fnca,0.4,0.05,1,-1.9805075553210463
70,154936_fnca,0.35,0.05,1,-1.9806454802842144
40,154936_fnca,0.2,0.05,1,-1.9904571048952189
50,154936_fnca,0.25,0.05,1,-1.9981085448634204
105,154936_fnca,0.5,0.3,1,-2.0012605907842698
60,154936_fnca,0.3,0.05,1,-2.01485377742882
30,154936_fnca,0.15,0.05,1,-2.0302397658889837
84,154936_fnca,0.4,0.25,1,-2.031491969046914
74,154936_fnca,0.35,0.25,1,-2.034554193874707
23,154936_fnca,0.1,0.2,1,-2.0357056324635576
20,154936_fnca,0.1,0.05,1,-2.036464712425378
94,154936_fnca,0.45,0.25,1,-2.0425315723081403
43,154936_fnca,0.2,0.2,1,-2.0451775242502097
33,154936_fnca,0.15,0.2,1,-2.0482569067065852
13,154936_fnca,0.05,0.2,1,-2.05356768949152
4,154936_fnca,0.0,0.25,1,-2.056702788025981
5,154936_fnca,0.0,0.3,1,-2.058372612710344
3,154936_fnca,0.0,0.2,1,-2.0600975581411745
85,154936_fnca,0.4,0.3,1,-2.0628626206184624
