,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
110,Punishment,0.0,0.05,1,0.88,0.3250915988427114,107321_fnca,0.28,1.8456336679752132,0.07264865871752166,-2.6221203513864926
220,Reward,0.0,0.05,1,0.4992,0.5001994798234929,107321_fnca,0.4,0.1983208779725341,0.39117348626107906,-0.938604118524571
111,Punishment,0.0,0.1,1,0.6,0.4900940253900043,107321_fnca,0.28,0.6529359335595902,0.3223552115887449,-1.1321011998713393
221,Reward,0.0,0.1,1,0.1768,0.3816520491616723,107321_fnca,0.4,-0.5848258917783247,0.3362335756021891,-1.089949195051829
112,Punishment,0.0,0.15,1,0.28,0.4491785937990611,107321_fnca,0.28,0.0,0.3989422804014327,-0.9189385332046727
222,Reward,0.0,0.15,1,0.18,0.3843412214941716,107321_fnca,0.4,-0.572408026244815,0.3386581770948229,-1.082764007459415
113,Punishment,0.0,0.2,1,0.2,0.4001600960640447,107321_fnca,0.28,-0.19991998399359692,0.3910489507086133,-0.9389225332046726
223,Reward,0.0,0.2,1,0.136,0.3429257623200248,107321_fnca,0.4,-0.7698459229599386,0.296629941360568,-1.2152699057536924
114,Punishment,0.0,0.25,1,0.2,0.4001600960640447,107321_fnca,0.28,-0.19991998399359692,0.3910489507086133,-0.9389225332046726
224,Reward,0.0,0.25,1,0.1408,0.347954332886112,107321_fnca,0.4,-0.7449253407769405,0.30228185115603246,-1.1963954148704932
115,Punishment,0.0,0.3,1,0.2,0.4001600960640447,107321_fnca,0.28,-0.19991998399359692,0.3910489507086133,-0.9389225332046726
225,Reward,0.0,0.3,1,0.14,0.3471259096029769,107321_fnca,0.4,-0.7490077600297061,0.30136146765730754,-1.1994448454970317
116,Punishment,0.0,0.35,1,0.16,0.3667527860628576,107321_fnca,0.28,-0.3271958784232201,0.3781489532999667,-0.9724671046332439
226,Reward,0.0,0.35,1,0.1392,0.3462936549178299,107321_fnca,0.4,-0.7531180438806592,0.3004325747022383,-1.2025319272139878
117,Punishment,0.0,0.4,1,0.16,0.3667527860628576,107321_fnca,0.28,-0.3271958784232201,0.3781489532999667,-0.9724671046332439
227,Reward,0.0,0.4,1,0.1376,0.3446175401792536,107321_fnca,0.4,-0.7614238087344947,0.298548869850247,-1.2088216414585446
118,Punishment,0.0,0.45,1,0.16,0.3667527860628576,107321_fnca,0.28,-0.3271958784232201,0.3781489532999667,-0.9724671046332439
228,Reward,0.0,0.45,1,0.14,0.347125909602977,107321_fnca,0.4,-0.7490077600297059,0.3013614676573076,-1.1994448454970315
119,Punishment,0.0,0.5,1,0.16,0.3667527860628576,107321_fnca,0.28,-0.3271958784232201,0.3781489532999667,-0.9724671046332439
229,Reward,0.0,0.5,1,0.144,0.3512302523304645,107321_fnca,0.4,-0.7288666004747663,0.3058801887150546,-1.184561793848494
120,Punishment,0.05,0.05,1,0.7216,0.448390770898266,107321_fnca,0.28,0.9848552393603864,0.24563503199805636,-1.4039084544524747
230,Reward,0.05,0.05,1,0.468,0.4991746590845907,107321_fnca,0.4,0.1362248639077583,0.39525777184338,-0.9282171399780162
121,Punishment,0.05,0.1,1,0.5376,0.4987837890454857,107321_fnca,0.28,0.516456239471946,0.34913309904938605,-1.0523020568494248
231,Reward,0.05,0.1,1,0.244,0.429664624272794,107321_fnca,0.4,-0.36307387480184,0.37349530211770404,-0.9848498524864837
122,Punishment,0.05,0.15,1,0.2976,0.4573856155160815,107321_fnca,0.28,0.038479566044378896,0.39864703737475776,-0.9196788717061546
232,Reward,0.05,0.15,1,0.176,0.3809725870580085,107321_fnca,0.4,-0.5879688135301263,0.3356144674715419,-1.091792196046685
123,Punishment,0.05,0.2,1,0.2016,0.401355589281173,107321_fnca,0.28,-0.195338004736434,0.3914032184047381,-0.9380170012518781
233,Reward,0.05,0.2,1,0.136,0.3429257623200248,107321_fnca,0.4,-0.7698459229599386,0.296629941360568,-1.2152699057536924
124,Punishment,0.05,0.25,1,0.2008,0.4007590875788361,107321_fnca,0.28,-0.19762496336260882,0.3912273828242254,-0.9384663462767088
234,Reward,0.05,0.25,1,0.136,0.342925762320025,107321_fnca,0.4,-0.7698459229599381,0.2966299413605681,-1.2152699057536922
125,Punishment,0.05,0.3,1,0.1672,0.3733036893945903,107321_fnca,0.28,-0.30216685022035217,0.381139078172553,-0.964590935890717
235,Reward,0.05,0.3,1,0.1424,0.3495997940686038,107321_fnca,0.4,-0.7368425392992362,0.3040974720982667,-1.1904069970651456
126,Punishment,0.05,0.35,1,0.1488,0.356033661293956,107321_fnca,0.28,-0.3685044821974738,0.37275410602519193,-0.9868363099044867
236,Reward,0.05,0.35,1,0.1384,0.3454575411395506,107321_fnca,0.4,-0.7572565911777982,0.2994950749968589,-1.205657305645782
127,Punishment,0.05,0.4,1,0.1496,0.356821660438217,107321_fnca,0.28,-0.3654486665407425,0.37317235170582225,-0.9857148971428761
237,Reward,0.05,0.4,1,0.136,0.3429257623200248,107321_fnca,0.4,-0.7698459229599386,0.296629941360568,-1.2152699057536924
128,Punishment,0.05,0.45,1,0.1424,0.349599794068604,107321_fnca,0.28,-0.3935929091908961,0.3692075886391892,-0.9963962222873491
238,Reward,0.05,0.45,1,0.136,0.3429257623200249,107321_fnca,0.4,-0.7698459229599383,0.2966299413605681,-1.2152699057536922
129,Punishment,0.05,0.5,1,0.1216,0.3269540627784491,107321_fnca,0.28,-0.4844717287007233,0.35476667427408515,-1.0362949611598062
239,Reward,0.05,0.5,1,0.1272,0.3333302375089756,107321_fnca,0.4,-0.8184076009385567,0.2854084308684149,-1.2538340338416745
130,Punishment,0.1,0.05,1,0.6128,0.4873049690966889,107321_fnca,0.28,0.6829398859135526,0.31595926652986595,-1.1521419770904806
240,Reward,0.1,0.05,1,0.4664,0.4990694302769805,107321_fnca,0.4,0.13304762017410757,0.39542688828182715,-0.9277893678216695
131,Punishment,0.1,0.1,1,0.5504,0.4976524554074849,107321_fnca,0.28,0.5433510817877762,0.34419265586920117,-1.0665537322446461
241,Reward,0.1,0.1,1,0.3088,0.462183351886033,107321_fnca,0.4,-0.1973242861904045,0.3912506130746856,-0.9384069701649491
132,Punishment,0.1,0.15,1,0.3232,0.4678855560014778,107321_fnca,0.28,0.09233027060972901,0.39724543201880197,-0.9232009726401056
242,Reward,0.1,0.15,1,0.1856,0.3889391455319737,107321_fnca,0.4,-0.5512430478211527,0.34270920779117786,-1.0708729820902494
133,Punishment,0.1,0.2,1,0.2056,0.4043011347078077,107321_fnca,0.28,-0.18402124954155671,0.39224429045953835,-0.9358704433460906
243,Reward,0.1,0.2,1,0.14,0.3471259096029773,107321_fnca,0.4,-0.7490077600297054,0.3013614676573077,-1.1994448454970312
134,Punishment,0.1,0.25,1,0.1824,0.386328409144046,107321_fnca,0.28,-0.2526347990204598,0.38641216120441607,-0.9508507040427268
244,Reward,0.1,0.25,1,0.132,0.3386262455678085,107321_fnca,0.4,-0.7914330430903771,0.29167308843245227,-1.23212166405232
135,Punishment,0.1,0.3,1,0.1456,0.3528459156517954,107321_fnca,0.28,-0.3809028078211684,0.371026419356091,-0.9914820077076977
245,Reward,0.1,0.3,1,0.14,0.3471259096029772,107321_fnca,0.4,-0.7490077600297056,0.3013614676573077,-1.1994448454970312
136,Punishment,0.1,0.35,1,0.1328,0.3394942784379049,107321_fnca,0.28,-0.4335860995281062,0.3631508428261129,-1.012936986056671
246,Reward,0.1,0.35,1,0.1392,0.3462936549178298,107321_fnca,0.4,-0.7531180438806593,0.3004325747022383,-1.2025319272139878
137,Punishment,0.1,0.4,1,0.1296,0.3359972549356014,107321_fnca,0.28,-0.4476227046224717,0.36091183456769116,-1.019121576051441
247,Reward,0.1,0.4,1,0.1376,0.3446175401792536,107321_fnca,0.4,-0.7614238087344947,0.298548869850247,-1.2088216414585446
138,Punishment,0.1,0.45,1,0.1216,0.3269540627784488,107321_fnca,0.28,-0.48447172870072375,0.35476667427408504,-1.0362949611598065
248,Reward,0.1,0.45,1,0.1328,0.3394942784379048,107321_fnca,0.4,-0.7870530284912363,0.29268311674631176,-1.2286647680332863
139,Punishment,0.1,0.5,1,0.1152,0.3193909335825985,107321_fnca,0.28,-0.5159820855008105,0.34921856589769906,-1.0520572894835556
249,Reward,0.1,0.5,1,0.1264,0.3324326234883205,107321_fnca,0.4,-0.8230239172348033,0.2843291544555225,-1.2576227173749328
140,Punishment,0.15,0.05,1,0.5832,0.4932264975671134,107321_fnca,0.28,0.6147277194059176,0.3302571724051221,-1.107883617707673
250,Reward,0.15,0.05,1,0.4696,0.4992747341976829,107321_fnca,0.4,0.13940220730745523,0.3950847338913185,-0.928655020905768
141,Punishment,0.15,0.1,1,0.5544,0.49723076206586,107321_fnca,0.28,0.551856443595609,0.34259328261119537,-1.0712113003736694
251,Reward,0.15,0.1,1,0.3544,0.4785225460327333,107321_fnca,0.4,-0.09529331559830154,0.3971350256222009,-0.9234789412035314
142,Punishment,0.15,0.15,1,0.3304,0.4705453967220382,107321_fnca,0.28,0.10710975041112222,0.3966603989954794,-0.924674782521239
252,Reward,0.15,0.15,1,0.2336,0.4232899473216945,107321_fnca,0.4,-0.3931111547837878,0.3692775597652251,-0.9962067232123941
143,Punishment,0.15,0.2,1,0.1992,0.3995586035391179,107321_fnca,0.28,-0.20222315145840553,0.39086789728204097,-0.9393856346975573
253,Reward,0.15,0.2,1,0.136,0.3429257623200247,107321_fnca,0.4,-0.7698459229599388,0.2966299413605679,-1.2152699057536926
144,Punishment,0.15,0.25,1,0.1904,0.392773798776859,107321_fnca,0.28,-0.2281211228422678,0.3886958349369592,-0.9449581565480811
254,Reward,0.15,0.25,1,0.1376,0.3446175401792533,107321_fnca,0.4,-0.7614238087344953,0.2985488698502468,-1.2088216414585453
145,Punishment,0.15,0.3,1,0.1488,0.3560336612939562,107321_fnca,0.28,-0.3685044821974736,0.37275410602519193,-0.9868363099044867
255,Reward,0.15,0.3,1,0.1328,0.3394942784379053,107321_fnca,0.4,-0.7870530284912352,0.29268311674631203,-1.2286647680332852
146,Punishment,0.15,0.35,1,0.1424,0.3495997940686038,107321_fnca,0.28,-0.3935929091908963,0.3692075886391891,-0.9963962222873493
256,Reward,0.15,0.35,1,0.1336,0.3403582156669316,107321_fnca,0.4,-0.7827047731989941,0.29368370790804144,-1.225251914198917
147,Punishment,0.15,0.4,1,0.1288,0.3351125188951559,107321_fnca,0.28,-0.4511917385196368,0.36033341417491116,-1.0207255256588588
257,Reward,0.15,0.4,1,0.1272,0.3333302375089759,107321_fnca,0.4,-0.818407600938556,0.285408430868415,-1.253834033841674
148,Punishment,0.15,0.45,1,0.1224,0.3278783972675172,107321_fnca,0.28,-0.4806660070117812,0.35541881001026704,-1.0344584383529976
258,Reward,0.15,0.45,1,0.1304,0.3368777661162026,107321_fnca,0.4,-0.8002902747431667,0.289624276257188,-1.2391707951289193
149,Punishment,0.15,0.5,1,0.1192,0.3241533901353938,107321_fnca,0.28,-0.4960614477387893,0.3527565876953439,-1.0419770131710244
259,Reward,0.15,0.5,1,0.1248,0.3306242730471286,107321_fnca,0.4,-0.8323647791000869,0.28213937404148776,-1.2653540959478409
150,Punishment,0.2,0.05,1,0.5768,0.4942642994979576,107321_fnca,0.28,0.6004884437364192,0.3331269205800473,-1.0992317187351661
260,Reward,0.2,0.05,1,0.496,0.5001841134201028,107321_fnca,0.4,0.1919293264705709,0.3916616434515188,-0.937356966384396
151,Punishment,0.2,0.1,1,0.5304,0.499274734197683,107321_fnca,0.28,0.5015274814624537,0.35179613238235713,-1.0447034405357085
261,Reward,0.2,0.1,1,0.3584,0.4797223643290665,107321_fnca,0.4,-0.08671682434105663,0.3974451121686696,-0.9226984370165714
152,Punishment,0.2,0.15,1,0.3544,0.4785225460327331,107321_fnca,0.28,0.15547856755512346,0.3941493716414669,-0.9310253256891691
262,Reward,0.2,0.15,1,0.2456,0.4306146574218639,107321_fnca,0.4,-0.3585572328736076,0.37410447418807535,-0.9832201778276618
153,Punishment,0.2,0.2,1,0.2232,0.4165580109194504,107321_fnca,0.28,-0.1363555579560884,0.39525073144839995,-0.9282349522974307
263,Reward,0.2,0.2,1,0.1384,0.3454575411395503,107321_fnca,0.4,-0.7572565911777989,0.2994950749968587,-1.2056573056457827
154,Punishment,0.2,0.25,1,0.1696,0.3754312172410587,107321_fnca,0.28,-0.29406185455567446,0.3820611057938838,-0.962174720357034
264,Reward,0.2,0.25,1,0.1352,0.3420739271814292,107321_fnca,0.4,-0.7741016749854641,0.2956570134638005,-1.2185552348123234
155,Punishment,0.2,0.3,1,0.1456,0.3528459156517951,107321_fnca,0.28,-0.38090280782116875,0.371026419356091,-0.9914820077076977
265,Reward,0.2,0.3,1,0.1368,0.3437736235422878,107321_fnca,0.4,-0.765620111537218,0.29759385915384057,-1.2120256107998035
156,Punishment,0.2,0.35,1,0.1296,0.3359972549356013,107321_fnca,0.28,-0.4476227046224719,0.36091183456769116,-1.019121576051441
266,Reward,0.2,0.35,1,0.132,0.3386262455678088,107321_fnca,0.4,-0.7914330430903764,0.29167308843245243,-1.2321216640523194
157,Punishment,0.2,0.4,1,0.1152,0.3193909335825984,107321_fnca,0.28,-0.5159820855008107,0.34921856589769906,-1.0520572894835556
267,Reward,0.2,0.4,1,0.1312,0.3377540854790748,107321_fnca,0.4,-0.7958452956053236,0.2906535123409044,-1.2356234004732352
158,Punishment,0.2,0.45,1,0.1168,0.3213103675293182,107321_fnca,0.28,-0.5079201186532168,0.3506628856873878,-1.0479299566710216
268,Reward,0.2,0.45,1,0.1184,0.3232104763302199,107321_fnca,0.4,-0.8712588873891978,0.2729451123615112,-1.298484557632004
159,Punishment,0.2,0.5,1,0.1016,0.3022424861205534,107321_fnca,0.28,-0.5902545412786303,0.3351628503073942,-1.0931387449546959
269,Reward,0.2,0.5,1,0.116,0.3203530878276412,107321_fnca,0.4,-0.8865218123097969,0.26930815563415056,-1.311898995055196
160,Punishment,0.25,0.05,1,0.5704,0.4952171564330347,107321_fnca,0.28,0.5864094089382968,0.33592191876568744,-1.090876530650354
270,Reward,0.25,0.05,1,0.4728,0.4994594355723254,107321_fnca,0.4,0.14575758272857375,0.394726890503629,-0.9295611696661111
161,Punishment,0.25,0.1,1,0.5136,0.5000150518150758,107321_fnca,0.28,0.4671859360073703,0.3576966913299896,-1.028069882606214
271,Reward,0.25,0.1,1,0.4008,0.4902567096053355,107321_fnca,0.4,0.001631798166809344,0.39894174925696435,-0.9189398645873013
162,Punishment,0.25,0.15,1,0.38,0.4855807151285188,107321_fnca,0.28,0.2059389858049304,0.3905716022240944,-0.9401439661418544
272,Reward,0.25,0.15,1,0.2824,0.4503470772548586,107321_fnca,0.4,-0.26113192677266633,0.38556963189942256,-0.9530334747946752
163,Punishment,0.25,0.2,1,0.24,0.4272540659016175,107321_fnca,0.28,-0.0936211102300211,0.39719775879185637,-0.9233209893450236
273,Reward,0.25,0.2,1,0.1536,0.3607092026870435,107321_fnca,0.4,-0.6830987348381578,0.31592498779391376,-1.1522504739734185
164,Punishment,0.25,0.25,1,0.18,0.3843412214941712,107321_fnca,0.28,-0.2601854664749162,0.3856647648601312,-0.9527867716870575
274,Reward,0.25,0.25,1,0.14,0.3471259096029773,107321_fnca,0.4,-0.7490077600297054,0.3013614676573077,-1.1994448454970312
165,Punishment,0.25,0.3,1,0.1552,0.3622401611465491,107321_fnca,0.28,-0.3445228149330204,0.3759547388603462,-0.9782865182093587
275,Reward,0.25,0.3,1,0.1232,0.3287981852098303,107321_fnca,0.4,-0.8418537949756433,0.2799071216418893,-1.273297439262119
166,Punishment,0.25,0.35,1,0.1296,0.3359972549356011,107321_fnca,0.28,-0.4476227046224721,0.36091183456769116,-1.019121576051441
276,Reward,0.25,0.35,1,0.1328,0.339494278437905,107321_fnca,0.4,-0.7870530284912359,0.29268311674631187,-1.2286647680332858
167,Punishment,0.25,0.4,1,0.1184,0.32321047633022,107321_fnca,0.28,-0.4999837933313009,0.3520681796326778,-1.0439304300016512
277,Reward,0.25,0.4,1,0.1304,0.3368777661162023,107321_fnca,0.4,-0.8002902747431675,0.28962427625718784,-1.23917079512892
168,Punishment,0.25,0.45,1,0.1192,0.324153390135394,107321_fnca,0.28,-0.49606144773878896,0.35275658769534396,-1.0419770131710244
278,Reward,0.25,0.45,1,0.1296,0.3359972549356012,107321_fnca,0.4,-0.8047684795872102,0.2885852663559582,-1.2427646860732278
169,Punishment,0.25,0.5,1,0.1104,0.3135131135660872,107321_fnca,0.28,-0.5409662073489283,0.3446379780246599,-1.0652607519514146
279,Reward,0.25,0.5,1,0.1128,0.3164747778702475,107321_fnca,0.4,-0.9074972796655221,0.26428844184999695,-1.330714189504834
170,Punishment,0.3,0.05,1,0.5624,0.4962895149266212,107321_fnca,0.28,0.5690227004730377,0.33931311662807023,-1.0808319500314867
280,Reward,0.3,0.05,1,0.504,0.5001841134201024,107321_fnca,0.4,0.20792343700978533,0.39041124891714574,-0.9405546110336538
171,Punishment,0.3,0.1,1,0.5152,0.4999689341830335,107321_fnca,0.28,0.4704292285366187,0.3571532338813539,-1.029590362735452
