,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.35,0.05,1,0.4066666666666667,0.4920323923679755,108323_fnca,-1.8468119316810467,0.6
1,Punishment,0.35,0.05,1,0.528,0.4994151904237,108323_fnca,-1.8468119316810467,0.5217391304347826
2,Reward,0.35,0.05,1,0.5168,0.499917687379957,108323_fnca,-1.8468119316810467,0.5833333333333334
