,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.75,0.1,0.41,0.4926550822840808,108323_fnca,-1.922504278665294,0.6
1,Punishment,0.5,0.75,0.1,0.4136,0.4926755761946222,108323_fnca,-1.922504278665294,0.5217391304347826
2,Reward,0.5,0.75,0.1,0.412,0.4923920795138508,108323_fnca,-1.922504278665294,0.5833333333333334
