,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.4,0.1,0.42,0.4943831669050469,102311_fnca,-1.881713618559881,0.3333333333333333
1,Punishment,0.5,0.4,0.1,0.4184,0.4934939402011052,102311_fnca,-1.881713618559881,0.4
2,Reward,0.5,0.4,0.1,0.4152,0.4929537125229432,102311_fnca,-1.881713618559881,0.56
