,HCPID,egs,alpha,r,LL
30,120515_fnca,0.15,0.05,1,-1.8379733212459963
40,120515_fnca,0.2,0.05,1,-1.8390566491608498
80,120515_fnca,0.4,0.05,1,-1.8431348135478753
50,120515_fnca,0.25,0.05,1,-1.8443772113411012
90,120515_fnca,0.45,0.05,1,-1.8446328664492464
20,120515_fnca,0.1,0.05,1,-1.845704733869451
70,120515_fnca,0.35,0.05,1,-1.8478443110809197
60,120515_fnca,0.3,0.05,1,-1.8481697336077936
100,120515_fnca,0.5,0.05,1,-1.8555895396118993
71,120515_fnca,0.35,0.1,1,-1.8577564994670928
61,120515_fnca,0.3,0.1,1,-1.8595173178912248
101,120515_fnca,0.5,0.1,1,-1.861510550859638
51,120515_fnca,0.25,0.1,1,-1.8616368721303038
91,120515_fnca,0.45,0.1,1,-1.8628986043925737
41,120515_fnca,0.2,0.1,1,-1.8648598335413837
10,120515_fnca,0.05,0.05,1,-1.8661180541632287
81,120515_fnca,0.4,0.1,1,-1.8674091163134114
92,120515_fnca,0.45,0.15,1,-1.8917336983744026
31,120515_fnca,0.15,0.1,1,-1.8921649784161367
21,120515_fnca,0.1,0.1,1,-1.8943059983230608
102,120515_fnca,0.5,0.15,1,-1.925974953877884
72,120515_fnca,0.35,0.15,1,-1.9312896358172222
82,120515_fnca,0.4,0.15,1,-1.9333695654701688
11,120515_fnca,0.05,0.1,1,-1.9673584171091751
62,120515_fnca,0.3,0.15,1,-1.9951963237621801
52,120515_fnca,0.25,0.15,1,-2.0031494472035276
42,120515_fnca,0.2,0.15,1,-2.022952127115076
103,120515_fnca,0.5,0.2,1,-2.0285635877400683
1,120515_fnca,0.0,0.1,1,-2.15067216578888
93,120515_fnca,0.45,0.2,1,-2.2032564426589705
0,120515_fnca,0.0,0.05,1,-2.209528909986429
73,120515_fnca,0.35,0.2,1,-2.2405518060905867
83,120515_fnca,0.4,0.2,1,-2.272181224592964
32,120515_fnca,0.15,0.15,1,-2.291909189508449
22,120515_fnca,0.1,0.15,1,-2.364078288917885
2,120515_fnca,0.0,0.15,1,-2.4072103229353985
12,120515_fnca,0.05,0.15,1,-2.410862612371892
63,120515_fnca,0.3,0.2,1,-2.473811563687514
105,120515_fnca,0.5,0.3,1,-2.5423588661595273
104,120515_fnca,0.5,0.25,1,-2.5467037989418175
94,120515_fnca,0.45,0.25,1,-2.552614529296277
84,120515_fnca,0.4,0.25,1,-2.580518987888622
53,120515_fnca,0.25,0.2,1,-2.6316416144310306
43,120515_fnca,0.2,0.2,1,-2.719701555712392
74,120515_fnca,0.35,0.25,1,-2.7990940273445197
3,120515_fnca,0.0,0.2,1,-2.799372979485935
13,120515_fnca,0.05,0.2,1,-2.8194360394309994
4,120515_fnca,0.0,0.25,1,-2.821738750808782
95,120515_fnca,0.45,0.3,1,-2.8260174076711713
14,120515_fnca,0.05,0.25,1,-2.8298846878924198
23,120515_fnca,0.1,0.2,1,-2.8345747295675467
5,120515_fnca,0.0,0.3,1,-2.8406145391762303
33,120515_fnca,0.15,0.2,1,-2.859665974588936
24,120515_fnca,0.1,0.25,1,-2.8682570307094624
64,120515_fnca,0.3,0.25,1,-2.8950054415239235
106,120515_fnca,0.5,0.35,1,-2.910976399739849
54,120515_fnca,0.25,0.25,1,-2.919345594875441
85,120515_fnca,0.4,0.3,1,-2.9324528274104447
44,120515_fnca,0.2,0.25,1,-2.94531806856776
34,120515_fnca,0.15,0.25,1,-2.9651968710429175
7,120515_fnca,0.0,0.4,1,-3.0282237737997098
6,120515_fnca,0.0,0.35,1,-3.032696039056807
8,120515_fnca,0.0,0.45,1,-3.037221363197826
9,120515_fnca,0.0,0.5,1,-3.060676443938133
75,120515_fnca,0.35,0.3,1,-3.074655726167184
16,120515_fnca,0.05,0.35,1,-3.087918594854151
17,120515_fnca,0.05,0.4,1,-3.11605358615035
18,120515_fnca,0.05,0.45,1,-3.137658647013498
15,120515_fnca,0.05,0.3,1,-3.1392293020314375
55,120515_fnca,0.25,0.3,1,-3.1474443930589424
35,120515_fnca,0.15,0.3,1,-3.1769845198986477
65,120515_fnca,0.3,0.3,1,-3.191755852236237
97,120515_fnca,0.45,0.4,1,-3.1951545626125726
25,120515_fnca,0.1,0.3,1,-3.1999014293062618
107,120515_fnca,0.5,0.4,1,-3.2194774506440877
108,120515_fnca,0.5,0.45,1,-3.241937602615023
66,120515_fnca,0.3,0.35,1,-3.2439509554879256
98,120515_fnca,0.45,0.45,1,-3.2439764691821162
26,120515_fnca,0.1,0.35,1,-3.2644739296047307
45,120515_fnca,0.2,0.3,1,-3.2716135840898746
19,120515_fnca,0.05,0.5,1,-3.2994840932471927
96,120515_fnca,0.45,0.35,1,-3.3047902522922827
27,120515_fnca,0.1,0.4,1,-3.3058391125201716
88,120515_fnca,0.4,0.45,1,-3.32096371812285
109,120515_fnca,0.5,0.5,1,-3.3261534776722637
36,120515_fnca,0.15,0.35,1,-3.329202942706188
46,120515_fnca,0.2,0.35,1,-3.334376882247283
56,120515_fnca,0.25,0.35,1,-3.3739306756644156
99,120515_fnca,0.45,0.5,1,-3.377063822570703
86,120515_fnca,0.4,0.35,1,-3.3804496791400602
37,120515_fnca,0.15,0.4,1,-3.381030319462674
28,120515_fnca,0.1,0.45,1,-3.4116980334456093
77,120515_fnca,0.35,0.4,1,-3.427232089240303
76,120515_fnca,0.35,0.35,1,-3.438763558572864
67,120515_fnca,0.3,0.4,1,-3.4533754426412386
68,120515_fnca,0.3,0.45,1,-3.4664089340826334
29,120515_fnca,0.1,0.5,1,-3.4992737391348188
38,120515_fnca,0.15,0.45,1,-3.5343487128621223
58,120515_fnca,0.25,0.45,1,-3.5393008484669037
39,120515_fnca,0.15,0.5,1,-3.5505454734856574
87,120515_fnca,0.4,0.4,1,-3.5574379322294103
47,120515_fnca,0.2,0.4,1,-3.566298843306609
79,120515_fnca,0.35,0.5,1,-3.601510472503551
78,120515_fnca,0.35,0.45,1,-3.6140809204037314
89,120515_fnca,0.4,0.5,1,-3.634357470891347
48,120515_fnca,0.2,0.45,1,-3.6410848367006508
57,120515_fnca,0.25,0.4,1,-3.6487415716276574
69,120515_fnca,0.3,0.5,1,-3.6581539498317466
49,120515_fnca,0.2,0.5,1,-3.7250395100350087
59,120515_fnca,0.25,0.5,1,-3.75110009966506
