,TrialType,egs,alpha,r,ResponseSwitch_mean,ResponseSwitch_std,HCPID,ResponseSwitch,PSwitch_z,PSwitch_probz,PSwitch_logprobz
110,Punishment,0.0,0.05,1,0.88,0.3250915988427114,140824_fnca,0.2,2.0917181570385748,0.044753708891122713,-3.1065809574470986
220,Reward,0.0,0.05,1,0.5008,0.5001994798234924,140824_fnca,0.32,0.3614557937241352,0.37371429948465434,-0.9842636786130451
111,Punishment,0.0,0.1,1,0.6,0.4900940253900043,140824_fnca,0.2,0.8161699169494878,0.28593087308663034,-1.2520051998713395
221,Reward,0.0,0.1,1,0.1824,0.386328409144046,140824_fnca,0.32,-0.35617365107802523,0.3744232757910281,-0.9823683680657981
112,Punishment,0.0,0.15,1,0.28,0.4491785937990611,140824_fnca,0.2,0.17810287735080227,0.392664841860056,-0.9347988506649901
222,Reward,0.0,0.15,1,0.1824,0.3863284091440459,140824_fnca,0.32,-0.3561736510780253,0.374423275791028,-0.9823683680657982
113,Punishment,0.0,0.2,1,0.2,0.4001600960640447,140824_fnca,0.2,0.0,0.3989422804014327,-0.9189385332046727
223,Reward,0.0,0.2,1,0.1376,0.3446175401792539,140824_fnca,0.32,-0.5292824036325141,0.34679950389378955,-1.0590084646021785
114,Punishment,0.0,0.25,1,0.2,0.4001600960640447,140824_fnca,0.2,0.0,0.3989422804014327,-0.9189385332046727
224,Reward,0.0,0.25,1,0.1376,0.3446175401792533,140824_fnca,0.32,-0.529282403632515,0.3467995038937894,-1.059008464602179
115,Punishment,0.0,0.3,1,0.2,0.4001600960640447,140824_fnca,0.2,0.0,0.3989422804014327,-0.9189385332046727
225,Reward,0.0,0.3,1,0.1376,0.3446175401792535,140824_fnca,0.32,-0.5292824036325147,0.34679950389378944,-1.0590084646021787
116,Punishment,0.0,0.35,1,0.16,0.3667527860628576,140824_fnca,0.2,-0.10906529280774005,0.3965765658538309,-0.9248861522522918
226,Reward,0.0,0.35,1,0.1448,0.3520399205836572,140824_fnca,0.32,-0.49767083150550323,0.3524746192427351,-1.042776661470362
117,Punishment,0.0,0.4,1,0.16,0.3667527860628576,140824_fnca,0.2,-0.10906529280774005,0.3965765658538309,-0.9248861522522918
227,Reward,0.0,0.4,1,0.1424,0.3495997940686042,140824_fnca,0.32,-0.5080094525603422,0.3506469735000386,-1.0479753351500019
118,Punishment,0.0,0.45,1,0.16,0.3667527860628576,140824_fnca,0.2,-0.10906529280774005,0.3965765658538309,-0.9248861522522918
228,Reward,0.0,0.45,1,0.1416,0.3487789520683907,140824_fnca,0.32,-0.5114987557076501,0.35002383677373444,-1.0497540217499097
