,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.45,0.65,0.1,0.3633333333333333,0.4817632978334414,110411_fnca,-1.8718724062160912,0.3333333333333333
1,Punishment,0.45,0.65,0.1,0.3856,0.4869315371358543,110411_fnca,-1.8718724062160912,0.28
2,Reward,0.45,0.65,0.1,0.4088,0.491808967840847,110411_fnca,-1.8718724062160912,0.48
