,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
4929,133019_fnca,1,1,Reward,2,5,2.0,0,603,27,1,0,1,0,2.0,,0.0,,MostlyReward,MostlyReward
4930,133019_fnca,2,1,Reward,3,5,2.0,0,401,13,2,0,2,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
4931,133019_fnca,3,1,Punishment,4,5,2.0,0,357,13,3,0,3,0,2.0,2.0,0.0,Reward,MostlyReward,MostlyReward
4932,133019_fnca,4,1,Reward,5,5,2.0,0,470,13,4,0,4,0,3.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
4933,133019_fnca,5,1,Reward,6,5,3.0,0,337,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyReward,MostlyReward
4934,133019_fnca,6,1,Reward,7,5,2.0,0,365,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
4935,133019_fnca,7,1,Neutral,8,5,2.0,0,547,13,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
4937,133019_fnca,10,1,Reward,10,5,2.0,0,623,13,1,0,1,0,3.0,,1.0,,MostlyPunishment,MostlyPunishment
4938,133019_fnca,11,1,Punishment,11,5,3.0,0,302,13,1,1,0,0,2.0,2.0,1.0,Reward,MostlyPunishment,MostlyPunishment
4939,133019_fnca,12,1,Punishment,12,5,2.0,0,499,14,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
4940,133019_fnca,13,1,Punishment,13,5,2.0,0,1288,13,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
4941,133019_fnca,14,1,Neutral,14,5,3.0,0,281,14,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
4942,133019_fnca,15,1,Punishment,15,5,2.0,0,412,14,1,0,1,0,2.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
4943,133019_fnca,16,1,Punishment,16,5,2.0,0,457,14,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
4946,133019_fnca,20,1,Punishment,19,5,3.0,0,290,13,2,2,0,0,2.0,,1.0,Punishment,MostlyPunishment,MostlyPunishment
4947,133019_fnca,21,1,Punishment,20,5,2.0,0,27,13,1,0,1,1,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
4948,133019_fnca,22,1,Neutral,21,5,2.0,0,328,14,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
4949,133019_fnca,23,1,Punishment,22,5,3.0,0,303,13,1,1,0,0,3.0,2.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
4950,133019_fnca,24,1,Neutral,23,5,3.0,0,324,14,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
4951,133019_fnca,25,1,Punishment,24,5,2.0,0,316,13,1,0,1,0,2.0,3.0,0.0,Neutral,MostlyPunishment,MostlyPunishment
4953,133019_fnca,28,1,Reward,26,5,3.0,0,534,13,1,1,0,0,2.0,,1.0,,MostlyReward,MostlyReward
4954,133019_fnca,29,1,Reward,27,5,2.0,0,307,13,1,0,1,0,3.0,3.0,1.0,Reward,MostlyReward,MostlyReward
4955,133019_fnca,30,1,Punishment,28,5,3.0,0,329,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
4956,133019_fnca,31,1,Reward,29,5,3.0,0,457,14,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
4957,133019_fnca,32,1,Punishment,30,5,2.0,0,430,14,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
4958,133019_fnca,33,1,Reward,31,5,2.0,0,310,14,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
4959,133019_fnca,34,1,Reward,32,5,3.0,0,333,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
4961,133019_fnca,1,2,Punishment,2,5,2.0,0,805,27,1,0,1,0,3.0,,1.0,,,MostlyPunishment
4962,133019_fnca,2,2,Punishment,3,5,3.0,0,268,13,1,1,0,0,3.0,2.0,0.0,Punishment,,MostlyPunishment
4963,133019_fnca,3,2,Reward,4,5,3.0,0,305,13,2,2,0,0,2.0,3.0,1.0,Punishment,,MostlyPunishment
4964,133019_fnca,4,2,Punishment,5,5,2.0,0,334,13,1,0,1,0,2.0,3.0,0.0,Reward,,MostlyPunishment
4965,133019_fnca,5,2,Reward,6,5,2.0,0,317,13,2,0,2,0,2.0,2.0,0.0,Punishment,,MostlyPunishment
4966,133019_fnca,6,2,Punishment,7,5,2.0,0,781,14,3,0,3,0,2.0,2.0,0.0,Reward,,MostlyPunishment
4967,133019_fnca,7,2,Punishment,8,5,2.0,0,406,13,4,0,4,0,2.0,2.0,0.0,Punishment,,MostlyPunishment
4969,133019_fnca,10,2,Reward,10,5,2.0,0,666,13,6,0,6,0,3.0,,1.0,,,MostlyReward
4970,133019_fnca,11,2,Neutral,11,5,3.0,0,347,13,1,1,0,0,2.0,2.0,1.0,Reward,,MostlyReward
4971,133019_fnca,12,2,Reward,12,5,2.0,0,416,14,1,0,1,0,3.0,3.0,1.0,Neutral,,MostlyReward
4972,133019_fnca,13,2,Reward,13,5,3.0,0,276,13,1,1,0,0,2.0,2.0,1.0,Reward,,MostlyReward
4973,133019_fnca,14,2,Reward,14,5,2.0,0,415,14,1,0,1,0,3.0,3.0,1.0,Reward,,MostlyReward
4974,133019_fnca,15,2,Reward,15,5,3.0,0,401,13,1,1,0,0,3.0,2.0,0.0,Reward,,MostlyReward
4975,133019_fnca,16,2,Neutral,16,5,3.0,0,381,13,2,2,0,0,2.0,3.0,1.0,Reward,,MostlyReward
4977,133019_fnca,19,2,Punishment,18,5,3.0,0,546,13,1,1,0,0,3.0,,0.0,,,MostlyPunishment
4978,133019_fnca,20,2,Punishment,19,5,3.0,0,352,13,2,2,0,0,2.0,3.0,1.0,Punishment,,MostlyPunishment
4979,133019_fnca,21,2,Reward,20,5,2.0,0,388,13,1,0,1,0,3.0,3.0,1.0,Punishment,,MostlyPunishment
