,TrialType,ans,bll,lf,ResponseSwitch_mean,ResponseSwitch_std,HCPID,LL,ResponseSwitch
0,Neutral,0.5,0.5,0.1,0.4666666666666667,0.4997212154787446,172130_fnca,-1.9445936593626187,0.3333333333333333
1,Punishment,0.5,0.5,0.1,0.444,0.4970529643000386,172130_fnca,-1.9445936593626187,0.6
2,Reward,0.5,0.5,0.1,0.432,0.495552679305009,172130_fnca,-1.9445936593626187,0.6
