,HCPID,Trial,RunNumber,TrialType,RunTrialNumber,Block,CurrentResponse,QuestionMark.ACC,RT,QuestionMark.OnsetDelay,ConsecSameResp,ConsecLargerGuesses,ConsecSmallerGuesses,ConsecRTLess200,FutureResponse,PastResponse,ResponseSwitch,PreviousFeedback,BlockType,BlockTypeCoded
5377,135932_fnca,1,1,Reward,2,5,2.0,0,602,27,1,0,1,0,3.0,,1.0,,MostlyReward,MostlyReward
5378,135932_fnca,2,1,Reward,3,5,3.0,0,898,14,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
5379,135932_fnca,3,1,Punishment,4,5,3.0,0,963,14,2,2,0,0,3.0,3.0,0.0,Reward,MostlyReward,MostlyReward
5380,135932_fnca,4,1,Reward,5,5,3.0,0,436,13,3,3,0,0,2.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
5381,135932_fnca,5,1,Reward,6,5,2.0,0,351,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
5382,135932_fnca,6,1,Reward,7,5,2.0,0,419,13,2,0,2,0,3.0,2.0,1.0,Reward,MostlyReward,MostlyReward
5383,135932_fnca,7,1,Neutral,8,5,3.0,0,267,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
5385,135932_fnca,10,1,Reward,10,5,3.0,0,1030,14,3,3,0,0,2.0,,1.0,,MostlyPunishment,MostlyPunishment
5386,135932_fnca,11,1,Punishment,11,5,2.0,0,384,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyPunishment,MostlyPunishment
5387,135932_fnca,12,1,Punishment,12,5,2.0,0,347,13,2,0,2,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
5388,135932_fnca,13,1,Punishment,13,5,2.0,0,313,14,3,0,3,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
5389,135932_fnca,14,1,Neutral,14,5,2.0,0,409,14,4,0,4,0,2.0,2.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
5390,135932_fnca,15,1,Punishment,15,5,2.0,0,250,13,5,0,5,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
5391,135932_fnca,16,1,Punishment,16,5,3.0,0,264,13,1,1,0,0,2.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
5393,135932_fnca,19,1,Punishment,18,5,3.0,0,694,14,1,1,0,0,3.0,,0.0,,MostlyPunishment,MostlyPunishment
5394,135932_fnca,20,1,Punishment,19,5,3.0,0,258,14,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
5395,135932_fnca,21,1,Punishment,20,5,2.0,0,306,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
5396,135932_fnca,22,1,Neutral,21,5,2.0,0,358,13,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyPunishment,MostlyPunishment
5397,135932_fnca,23,1,Punishment,22,5,3.0,0,252,14,1,1,0,0,2.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
5398,135932_fnca,24,1,Neutral,23,5,2.0,0,280,13,1,0,1,0,2.0,3.0,0.0,Punishment,MostlyPunishment,MostlyPunishment
5399,135932_fnca,25,1,Punishment,24,5,2.0,0,309,13,2,0,2,0,3.0,2.0,1.0,Neutral,MostlyPunishment,MostlyPunishment
5401,135932_fnca,28,1,Reward,26,5,3.0,0,749,13,2,2,0,0,3.0,,0.0,,MostlyReward,MostlyReward
5402,135932_fnca,29,1,Reward,27,5,3.0,0,325,14,3,3,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
5403,135932_fnca,30,1,Punishment,28,5,2.0,0,295,14,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
5404,135932_fnca,31,1,Reward,29,5,2.0,0,230,14,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
5405,135932_fnca,32,1,Punishment,30,5,3.0,0,276,14,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
5406,135932_fnca,33,1,Reward,31,5,3.0,0,265,14,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
5407,135932_fnca,34,1,Reward,32,5,2.0,0,317,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
5409,135932_fnca,1,2,Punishment,2,5,2.0,0,402,27,1,0,1,0,3.0,,1.0,,,MostlyPunishment
5410,135932_fnca,2,2,Punishment,3,5,3.0,0,292,13,1,1,0,0,3.0,2.0,0.0,Punishment,,MostlyPunishment
5411,135932_fnca,3,2,Reward,4,5,3.0,0,252,13,2,2,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
5412,135932_fnca,4,2,Punishment,5,5,3.0,0,202,14,3,3,0,0,2.0,3.0,1.0,Reward,,MostlyPunishment
5413,135932_fnca,5,2,Reward,6,5,2.0,0,392,14,1,0,1,0,2.0,3.0,0.0,Punishment,,MostlyPunishment
5414,135932_fnca,6,2,Punishment,7,5,2.0,0,283,13,2,0,2,0,2.0,2.0,0.0,Reward,,MostlyPunishment
5415,135932_fnca,7,2,Punishment,8,5,2.0,0,200,14,3,0,3,1,2.0,2.0,0.0,Punishment,,MostlyPunishment
5417,135932_fnca,10,2,Reward,10,5,3.0,0,385,13,1,1,0,0,3.0,,0.0,,,MostlyReward
5418,135932_fnca,11,2,Neutral,11,5,3.0,0,257,14,2,2,0,0,3.0,3.0,0.0,Reward,,MostlyReward
5419,135932_fnca,12,2,Reward,12,5,3.0,0,291,14,3,3,0,0,2.0,3.0,1.0,Neutral,,MostlyReward
5420,135932_fnca,13,2,Reward,13,5,2.0,0,376,13,1,0,1,0,3.0,3.0,1.0,Reward,,MostlyReward
5421,135932_fnca,14,2,Reward,14,5,3.0,0,270,13,1,1,0,0,2.0,2.0,1.0,Reward,,MostlyReward
5422,135932_fnca,15,2,Reward,15,5,2.0,0,307,13,1,0,1,0,2.0,3.0,0.0,Reward,,MostlyReward
5423,135932_fnca,16,2,Neutral,16,5,2.0,0,267,13,2,0,2,0,2.0,2.0,0.0,Reward,,MostlyReward
5425,135932_fnca,19,2,Punishment,18,5,2.0,0,468,14,4,0,4,0,3.0,,1.0,,,MostlyPunishment
5426,135932_fnca,20,2,Punishment,19,5,3.0,0,308,14,1,1,0,0,3.0,2.0,0.0,Punishment,,MostlyPunishment
5427,135932_fnca,21,2,Reward,20,5,3.0,0,270,13,2,2,0,0,3.0,3.0,0.0,Punishment,,MostlyPunishment
5428,135932_fnca,22,2,Punishment,21,5,3.0,0,273,13,3,3,0,0,2.0,3.0,1.0,Reward,,MostlyPunishment
5429,135932_fnca,23,2,Reward,22,5,2.0,0,243,13,1,0,1,0,2.0,3.0,0.0,Punishment,,MostlyPunishment
5430,135932_fnca,24,2,Punishment,23,5,2.0,0,253,13,2,0,2,0,2.0,2.0,0.0,Reward,,MostlyPunishment
5431,135932_fnca,25,2,Punishment,24,5,2.0,0,264,14,3,0,3,0,3.0,2.0,1.0,Punishment,,MostlyPunishment
5433,135932_fnca,28,2,Reward,26,5,3.0,0,538,13,2,2,0,0,3.0,,0.0,,MostlyReward,MostlyReward
5434,135932_fnca,29,2,Reward,27,5,3.0,0,256,13,3,3,0,0,2.0,3.0,1.0,Reward,MostlyReward,MostlyReward
5435,135932_fnca,30,2,Punishment,28,5,2.0,0,271,14,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
5436,135932_fnca,31,2,Reward,29,5,2.0,0,232,14,2,0,2,0,3.0,2.0,1.0,Punishment,MostlyReward,MostlyReward
5437,135932_fnca,32,2,Punishment,30,5,3.0,0,252,13,1,1,0,0,3.0,2.0,0.0,Reward,MostlyReward,MostlyReward
5438,135932_fnca,33,2,Reward,31,5,3.0,0,257,13,2,2,0,0,2.0,3.0,1.0,Punishment,MostlyReward,MostlyReward
5439,135932_fnca,34,2,Reward,32,5,2.0,0,289,13,1,0,1,0,2.0,3.0,0.0,Reward,MostlyReward,MostlyReward
